 time            time            v(gate_rc)      id             
 1.78024332e-12  1.78024332e-12  3.25607588e-01  2.05606558e-04 
 1.81083249e-12  1.81083249e-12  3.31219000e-01  1.92788192e-04 
 1.84140156e-12  1.84140156e-12  3.36745736e-01  1.79161573e-04 
 1.87183342e-12  1.87183342e-12  3.42165194e-01  1.64780835e-04 
 1.90225627e-12  1.90225627e-12  3.47499040e-01  1.49593656e-04 
 1.93261524e-12  1.93261524e-12  3.52736593e-01  1.33639268e-04 
 1.96302857e-12  1.96302857e-12  3.57897405e-01  1.16870942e-04 
 1.99348670e-12  1.99348670e-12  3.62979086e-01  9.93106800e-05 
 2.02410182e-12  2.02410182e-12  3.67999724e-01  8.09117880e-05 
 2.05345508e-12  2.05345508e-12  3.72732143e-01  6.25971832e-05 
 2.08291142e-12  2.08291142e-12  3.77403045e-01  4.36076947e-05 
 2.10978864e-12  2.10978864e-12  3.81598241e-01  2.57623742e-05 
 2.13594021e-12  2.13594021e-12  3.85620596e-01  7.94684675e-06 
 2.16389792e-12  2.16389792e-12  3.89857668e-01  1.15644601e-05 
 2.19110958e-12  2.19110958e-12  3.93921126e-01  3.09925824e-05 
 2.21941780e-12  2.21941780e-12  3.98087286e-01  5.16331449e-05 
 2.24788441e-12  2.24788441e-12  4.02216496e-01  7.28034957e-05 
 2.27739241e-12  2.27739241e-12  4.06435741e-01  9.51573663e-05 
 2.30767921e-12  2.30767921e-12  4.10704725e-01  1.18504128e-04 
 2.33922281e-12  2.33922281e-12  4.15087750e-01  1.43221345e-04 
 2.37206428e-12  2.37206428e-12  4.19586224e-01  1.69356767e-04 
 2.40657242e-12  2.40657242e-12  4.24245520e-01  1.97222249e-04 
 2.44297101e-12  2.44297101e-12  4.29089352e-01  2.27021730e-04 
 2.48167001e-12  2.48167001e-12  4.34164336e-01  2.59117650e-04 
 2.52227327e-12  2.52227327e-12  4.39410945e-01  2.93200618e-04 
 2.56361423e-12  2.56361423e-12  4.44675638e-01  3.28280339e-04 
 2.60642972e-12  2.60642972e-12  4.50050829e-01  3.64959513e-04 
 2.64995398e-12  2.64995398e-12  4.55439029e-01  4.02556326e-04 
 2.69488476e-12  2.69488476e-12  4.60925469e-01  4.41642803e-04 
 2.74065464e-12  2.74065464e-12  4.66439310e-01  4.81693006e-04 
 2.78776981e-12  2.78776981e-12  4.72040098e-01  5.23113306e-04 
 2.83578498e-12  2.83578498e-12  4.77673232e-01  5.65473442e-04 
 2.88505650e-12  2.88505650e-12  4.83378986e-01  6.09045572e-04 
 2.93523945e-12  2.93523945e-12  4.89115763e-01  6.53480605e-04 
 2.98658547e-12  2.98658547e-12  4.94910801e-01  6.98955205e-04 
 3.03883098e-12  3.03883098e-12  5.00732748e-01  7.45188784e-04 
 3.09215366e-12  3.09215366e-12  5.06599911e-01  7.92290728e-04 
 3.14635394e-12  3.14635394e-12  5.12488796e-01  8.40036893e-04 
 3.20155745e-12  3.20155745e-12  5.18411608e-01  8.88490531e-04 
 3.25761474e-12  3.25761474e-12  5.24350850e-01  9.37473881e-04 
 3.31461530e-12  3.31461530e-12  5.30314616e-01  9.87019861e-04 
 3.37244872e-12  3.37244872e-12  5.36289961e-01  1.03698863e-03 
 3.43117967e-12  3.43117967e-12  5.42282238e-01  1.08739401e-03 
 3.49072784e-12  3.49072784e-12  5.48281920e-01  1.13812679e-03 
 3.55114090e-12  3.55114090e-12  5.54292533e-01  1.18918932e-03 
 3.61236144e-12  3.61236144e-12  5.60307093e-01  1.24049674e-03 
 3.67442539e-12  3.67442539e-12  5.66327898e-01  1.29204485e-03 
 3.73729262e-12  3.73729262e-12  5.72349829e-01  1.34376789e-03 
 3.80099088e-12  3.80099088e-12  5.78374356e-01  1.39565820e-03 
 3.86549285e-12  3.86549285e-12  5.84397712e-01  1.44766479e-03 
 3.93082052e-12  3.93082052e-12  5.90420794e-01  1.49977841e-03 
 3.99695595e-12  3.99695595e-12  5.96440806e-01  1.55195931e-03 
 4.06391699e-12  4.06391699e-12  6.02458246e-01  1.60419771e-03 
 4.13169251e-12  4.13169251e-12  6.08471001e-01  1.65646239e-03 
 4.20029724e-12  4.20029724e-12  6.14479283e-01  1.70874353e-03 
 4.26972489e-12  4.26972489e-12  6.20481453e-01  1.76101631e-03 
 4.33998781e-12  4.33998781e-12  6.26477512e-01  1.81327111e-03 
 4.41108306e-12  4.41108306e-12  6.32466144e-01  1.86548782e-03 
 4.48302108e-12  4.48302108e-12  6.38447184e-01  1.91765713e-03 
 4.55580114e-12  4.55580114e-12  6.44419532e-01  1.96976235e-03 
 4.62943211e-12  4.62943211e-12  6.50382891e-01  2.02179444e-03 
 4.70391465e-12  4.70391465e-12  6.56336297e-01  2.07373918e-03 
 4.77925626e-12  4.77925626e-12  6.62279345e-01  2.12558777e-03 
 4.85545841e-12  4.85545841e-12  6.68211155e-01  2.17732775e-03 
 4.93252741e-12  4.93252741e-12  6.74131232e-01  2.22895051e-03 
 5.01046508e-12  5.01046508e-12  6.80038739e-01  2.28044484e-03 
 5.08927668e-12  5.08927668e-12  6.85933110e-01  2.33180224e-03 
 5.16896411e-12  5.16896411e-12  6.91813530e-01  2.38301243e-03 
 5.24953170e-12  5.24953170e-12  6.97679372e-01  2.43406703e-03 
 5.33098125e-12  5.33098125e-12  7.03529829e-01  2.48495640e-03 
 5.41331627e-12  5.41331627e-12  7.09364227e-01  2.53567228e-03 
 5.49653839e-12  5.49653839e-12  7.15181762e-01  2.58620557e-03 
 5.58065040e-12  5.58065040e-12  7.20981724e-01  2.63654813e-03 
 5.66565371e-12  5.66565371e-12  7.26763311e-01  2.68669129e-03 
 5.75155055e-12  5.75155055e-12  7.32525788e-01  2.73662708e-03 
 5.83834212e-12  5.83834212e-12  7.38268358e-01  2.78634721e-03 
 5.92603021e-12  5.92603021e-12  7.43990271e-01  2.83584395e-03 
 6.01461583e-12  6.01461583e-12  7.49690737e-01  2.88510936e-03 
 6.10410046e-12  6.10410046e-12  7.55369004e-01  2.93413596e-03 
 6.19448501e-12  6.19448501e-12  7.61024295e-01  2.98291619e-03 
 6.28577073e-12  6.28577073e-12  7.66655861e-01  3.03144288e-03 
 6.37795852e-12  6.37795852e-12  7.72262943e-01  3.07970885e-03 
 6.47104952e-12  6.47104952e-12  7.77844805e-01  3.12770727e-03 
 6.56504466e-12  6.56504466e-12  7.83400710e-01  3.17543135e-03 
 6.65994510e-12  6.65994510e-12  7.88929942e-01  3.22287462e-03 
 6.75537073e-12  6.75537073e-12  7.94410058e-01  3.26984459e-03 
 6.84987933e-12  6.84987933e-12  7.99760177e-01  3.31564972e-03 
 6.94453717e-12  6.94453717e-12  8.05043006e-01  3.36082866e-03 
 7.03809529e-12  7.03809529e-12  8.10191309e-01  3.40480858e-03 
 7.13196802e-12  7.13196802e-12  8.15285122e-01  3.44827501e-03 
 7.22490247e-12  7.22490247e-12  8.20258395e-01  3.49066625e-03 
 7.31831314e-12  7.31831314e-12  8.25188536e-01  3.53264369e-03 
 7.41092476e-12  7.41092476e-12  8.30009732e-01  3.57364861e-03 
 7.50408366e-12  7.50408366e-12  8.34793461e-01  3.61429035e-03 
 7.59655658e-12  7.59655658e-12  8.39477611e-01  3.65404270e-03 
 7.68959895e-12  7.68959895e-12  8.44126951e-01  3.69345666e-03 
 7.78206660e-12  7.78206660e-12  8.48685325e-01  3.73205751e-03 
 7.87510255e-12  7.87510255e-12  8.53210087e-01  3.77033218e-03 
 7.96767606e-12  7.96767606e-12  8.57651969e-01  3.80786516e-03 
 8.06078560e-12  8.06078560e-12  8.62059759e-01  3.84506986e-03 
 8.15358414e-12  8.15358414e-12  8.66394068e-01  3.88161495e-03 
 8.24687000e-12  8.24687000e-12  8.70692929e-01  3.91782222e-03 
 8.33994423e-12  8.33994423e-12  8.74924763e-01  3.95342678e-03 
 8.43348482e-12  8.43348482e-12  8.79121041e-01  3.98869446e-03 
 8.52690285e-12  8.52690285e-12  8.83255891e-01  4.02340881e-03 
 8.62076818e-12  8.62076818e-12  8.87355092e-01  4.05778728e-03 
 8.71459026e-12  8.71459026e-12  8.91397696e-01  4.09165514e-03 
 8.80884179e-12  8.80884179e-12  8.95404555e-01  4.12518803e-03 
 8.90312011e-12  8.90312011e-12  8.99358968e-01  4.15824709e-03 
 8.99781273e-12  8.99781273e-12  9.03277612e-01  4.19097265e-03 
 9.09259354e-12  9.09259354e-12  9.07147356e-01  4.22325594e-03 
 9.18777691e-12  9.18777691e-12  9.10981408e-01  4.25520799e-03 
 9.28310193e-12  9.28310193e-12  9.14769581e-01  4.28674475e-03 
 9.37882130e-12  9.37882130e-12  9.18522244e-01  4.31795339e-03 
 9.47472859e-12  9.47472859e-12  9.22231591e-01  4.34876978e-03 
 9.57102541e-12  9.57102541e-12  9.25905707e-01  4.37926191e-03 
 9.66755013e-12  9.66755013e-12  9.29538682e-01  4.40938150e-03 
 9.76446257e-12  9.76446257e-12  9.33136785e-01  4.43918130e-03 
 9.86163751e-12  9.86163751e-12  9.36695596e-01  4.46862545e-03 
 9.95920099e-12  9.95920099e-12  9.40219957e-01  4.49775478e-03 
 1.00570570e-11  1.00570570e-11  9.43706604e-01  4.52654302e-03 
 1.01553046e-11  1.01553046e-11  9.47159269e-01  4.55502172e-03 
 1.02538710e-11  1.02538710e-11  9.50575575e-01  4.58317198e-03 
 1.03528338e-11  1.03528338e-11  9.53958397e-01  4.61101820e-03 
 1.04521385e-11  1.04521385e-11  9.57306034e-01  4.63854705e-03 
 1.05518461e-11  1.05518461e-11  9.60620702e-01  4.66577744e-03 
 1.06519161e-11  1.06519161e-11  9.63901208e-01  4.69270025e-03 
 1.07523965e-11  1.07523965e-11  9.67149268e-01  4.71933021e-03 
 1.08532579e-11  1.08532579e-11  9.70364068e-01  4.74566132e-03 
 1.09545382e-11  1.09545382e-11  9.73546945e-01  4.77170515e-03 
 1.10562165e-11  1.10562165e-11  9.76697364e-01  4.79745798e-03 
 1.11583228e-11  1.11583228e-11  9.79816376e-01  4.82292902e-03 
 1.12608428e-11  1.12608428e-11  9.82903653e-01  4.84811621e-03 
 1.13638006e-11  1.13638006e-11  9.85960027e-01  4.87302696e-03 
 1.14671869e-11  1.14671869e-11  9.88985323e-01  4.89766044e-03 
 1.15710211e-11  1.15710211e-11  9.91980208e-01  4.92202268e-03 
 1.16752979e-11  1.16752979e-11  9.94944617e-01  4.94611374e-03 
 1.17800331e-11  1.17800331e-11  9.97879093e-01  4.96993863e-03 
 1.18852243e-11  1.18852243e-11  1.00078365e+00  4.99349800e-03 
 1.19908849e-11  1.19908849e-11  1.00365874e+00  5.01679612e-03 
 1.20970145e-11  1.20970145e-11  1.00650442e+00  5.03983407e-03 
 1.22036246e-11  1.22036246e-11  1.00932108e+00  5.06261551e-03 
 1.23107164e-11  1.23107164e-11  1.01210883e+00  5.08514183e-03 
 1.24183002e-11  1.24183002e-11  1.01486800e+00  5.10741625e-03 
 1.25263783e-11  1.25263783e-11  1.01759870e+00  5.12944034e-03 
 1.26349599e-11  1.26349599e-11  1.02030125e+00  5.15121700e-03 
 1.27440484e-11  1.27440484e-11  1.02297577e+00  5.17274792e-03 
 1.28536522e-11  1.28536522e-11  1.02562254e+00  5.19403574e-03 
 1.29637754e-11  1.29637754e-11  1.02824170e+00  5.21508222e-03 
 1.30744259e-11  1.30744259e-11  1.03083351e+00  5.23588979e-03 
 1.31856084e-11  1.31856084e-11  1.03339811e+00  5.25646027e-03 
 1.32973305e-11  1.32973305e-11  1.03593574e+00  5.27679592e-03 
 1.34095973e-11  1.34095973e-11  1.03844655e+00  5.29689856e-03 
 1.35224160e-11  1.35224160e-11  1.04093076e+00  5.31677035e-03 
 1.36357924e-11  1.36357924e-11  1.04338853e+00  5.33641311e-03 
 1.37497335e-11  1.37497335e-11  1.04582006e+00  5.35582887e-03 
 1.38642452e-11  1.38642452e-11  1.04822552e+00  5.37501946e-03 
 1.39793347e-11  1.39793347e-11  1.05060508e+00  5.39398682e-03 
 1.40950081e-11  1.40950081e-11  1.05295893e+00  5.41273275e-03 
 1.42112725e-11  1.42112725e-11  1.05528724e+00  5.43125915e-03 
 1.43281343e-11  1.43281343e-11  1.05759017e+00  5.44956777e-03 
 1.44456008e-11  1.44456008e-11  1.05986791e+00  5.46766045e-03 
 1.45636786e-11  1.45636786e-11  1.06212060e+00  5.48553893e-03 
 1.46823749e-11  1.46823749e-11  1.06434843e+00  5.50320499e-03 
 1.48016967e-11  1.48016967e-11  1.06655155e+00  5.52066034e-03 
 1.49216513e-11  1.49216513e-11  1.06873013e+00  5.53790673e-03 
 1.50422460e-11  1.50422460e-11  1.07088434e+00  5.55494583e-03 
 1.51634882e-11  1.51634882e-11  1.07301432e+00  5.57177935e-03 
 1.52853853e-11  1.52853853e-11  1.07512024e+00  5.58840894e-03 
 1.54079449e-11  1.54079449e-11  1.07720226e+00  5.60483626e-03 
 1.55311749e-11  1.55311749e-11  1.07926054e+00  5.62106295e-03 
 1.56550829e-11  1.56550829e-11  1.08129522e+00  5.63709064e-03 
 1.57796770e-11  1.57796770e-11  1.08330647e+00  5.65292094e-03 
 1.59049651e-11  1.59049651e-11  1.08529444e+00  5.66855544e-03 
 1.60309554e-11  1.60309554e-11  1.08725928e+00  5.68399573e-03 
 1.61576563e-11  1.61576563e-11  1.08920114e+00  5.69924338e-03 
 1.62850762e-11  1.62850762e-11  1.09112017e+00  5.71429995e-03 
 1.64132235e-11  1.64132235e-11  1.09301654e+00  5.72916700e-03 
 1.65421071e-11  1.65421071e-11  1.09489037e+00  5.74384605e-03 
 1.66717357e-11  1.66717357e-11  1.09674183e+00  5.75833863e-03 
 1.68021182e-11  1.68021182e-11  1.09857105e+00  5.77264626e-03 
 1.69332639e-11  1.69332639e-11  1.10037820e+00  5.78677044e-03 
 1.70651820e-11  1.70651820e-11  1.10216341e+00  5.80071266e-03 
 1.71978819e-11  1.71978819e-11  1.10392683e+00  5.81447442e-03 
 1.73313733e-11  1.73313733e-11  1.10566861e+00  5.82805717e-03 
 1.74656657e-11  1.74656657e-11  1.10738889e+00  5.84146239e-03 
 1.76007693e-11  1.76007693e-11  1.10908781e+00  5.85469153e-03 
 1.77366940e-11  1.77366940e-11  1.11076553e+00  5.86774604e-03 
 1.78734501e-11  1.78734501e-11  1.11242218e+00  5.88062735e-03 
 1.80110481e-11  1.80110481e-11  1.11405790e+00  5.89333688e-03 
 1.81494986e-11  1.81494986e-11  1.11567285e+00  5.90587607e-03 
 1.82888125e-11  1.82888125e-11  1.11726715e+00  5.91824631e-03 
 1.84290008e-11  1.84290008e-11  1.11884096e+00  5.93044900e-03 
 1.85700746e-11  1.85700746e-11  1.12039441e+00  5.94248556e-03 
 1.87120455e-11  1.87120455e-11  1.12192764e+00  5.95435735e-03 
 1.88549251e-11  1.88549251e-11  1.12344081e+00  5.96606575e-03 
 1.89987252e-11  1.89987252e-11  1.12493403e+00  5.97761215e-03 
 1.91434580e-11  1.91434580e-11  1.12640747e+00  5.98899789e-03 
 1.92891358e-11  1.92891358e-11  1.12786124e+00  6.00022433e-03 
 1.94357712e-11  1.94357712e-11  1.12929551e+00  6.01129283e-03 
 1.95833769e-11  1.95833769e-11  1.13071039e+00  6.02220472e-03 
 1.97319660e-11  1.97319660e-11  1.13210604e+00  6.03296133e-03 
 1.98815518e-11  1.98815518e-11  1.13348259e+00  6.04356399e-03 
 2.00321480e-11  2.00321480e-11  1.13484017e+00  6.05401403e-03 
 2.01837684e-11  2.01837684e-11  1.13617893e+00  6.06431274e-03 
 2.03364271e-11  2.03364271e-11  1.13749901e+00  6.07446145e-03 
 2.04901385e-11  2.04901385e-11  1.13880054e+00  6.08446144e-03 
 2.06449174e-11  2.06449174e-11  1.14008365e+00  6.09431401e-03 
 2.08007787e-11  2.08007787e-11  1.14134849e+00  6.10402045e-03 
 2.09577379e-11  2.09577379e-11  1.14259520e+00  6.11358203e-03 
 2.11158106e-11  2.11158106e-11  1.14382390e+00  6.12300004e-03 
 2.12750127e-11  2.12750127e-11  1.14503473e+00  6.13227573e-03 
 2.14353606e-11  2.14353606e-11  1.14622784e+00  6.14141037e-03 
 2.15968710e-11  2.15968710e-11  1.14740335e+00  6.15040522e-03 
 2.17595609e-11  2.17595609e-11  1.14856140e+00  6.15926152e-03 
 2.19234478e-11  2.19234478e-11  1.14970213e+00  6.16798053e-03 
 2.20885494e-11  2.20885494e-11  1.15082568e+00  6.17656347e-03 
 2.22548839e-11  2.22548839e-11  1.15193217e+00  6.18501157e-03 
 2.24224699e-11  2.24224699e-11  1.15302175e+00  6.19332608e-03 
 2.25913265e-11  2.25913265e-11  1.15409454e+00  6.20150820e-03 
 2.27614730e-11  2.27614730e-11  1.15515069e+00  6.20955916e-03 
 2.29329294e-11  2.29329294e-11  1.15619032e+00  6.21748016e-03 
 2.31057161e-11  2.31057161e-11  1.15721357e+00  6.22527241e-03 
 2.32798538e-11  2.32798538e-11  1.15822058e+00  6.23293711e-03 
 2.34553638e-11  2.34553638e-11  1.15921148e+00  6.24047545e-03 
 2.36322680e-11  2.36322680e-11  1.16018641e+00  6.24788863e-03 
 2.38105887e-11  2.38105887e-11  1.16114549e+00  6.25517783e-03 
 2.39903487e-11  2.39903487e-11  1.16208886e+00  6.26234422e-03 
 2.41715715e-11  2.41715715e-11  1.16301666e+00  6.26938900e-03 
 2.43542810e-11  2.43542810e-11  1.16392901e+00  6.27631331e-03 
 2.45385019e-11  2.45385019e-11  1.16482606e+00  6.28311834e-03 
 2.47242592e-11  2.47242592e-11  1.16570793e+00  6.28980523e-03 
 2.49115789e-11  2.49115789e-11  1.16657476e+00  6.29637515e-03 
 2.51004874e-11  2.51004874e-11  1.16742668e+00  6.30282925e-03 
 2.52910117e-11  2.52910117e-11  1.16826383e+00  6.30916868e-03 
 2.54831799e-11  2.54831799e-11  1.16908633e+00  6.31539457e-03 
 2.56770203e-11  2.56770203e-11  1.16989432e+00  6.32150806e-03 
 2.58725622e-11  2.58725622e-11  1.17068793e+00  6.32751030e-03 
 2.60698359e-11  2.60698359e-11  1.17146730e+00  6.33340240e-03 
 2.62688720e-11  2.62688720e-11  1.17223255e+00  6.33918550e-03 
 2.64697023e-11  2.64697023e-11  1.17298382e+00  6.34486071e-03 
 2.66723593e-11  2.66723593e-11  1.17372124e+00  6.35042916e-03 
 2.68768764e-11  2.68768764e-11  1.17444495e+00  6.35589195e-03 
 2.70832880e-11  2.70832880e-11  1.17515507e+00  6.36125019e-03 
 2.72916294e-11  2.72916294e-11  1.17585174e+00  6.36650500e-03 
 2.75019369e-11  2.75019369e-11  1.17653509e+00  6.37165746e-03 
 2.77142477e-11  2.77142477e-11  1.17720525e+00  6.37670868e-03 
 2.79286002e-11  2.79286002e-11  1.17786235e+00  6.38165976e-03 
 2.81450339e-11  2.81450339e-11  1.17850653e+00  6.38651177e-03 
 2.83635894e-11  2.83635894e-11  1.17913791e+00  6.39126582e-03 
 2.85843086e-11  2.85843086e-11  1.17975663e+00  6.39592297e-03 
 2.88072345e-11  2.88072345e-11  1.18036282e+00  6.40048432e-03 
 2.90324113e-11  2.90324113e-11  1.18095660e+00  6.40495093e-03 
 2.92598849e-11  2.92598849e-11  1.18153812e+00  6.40932389e-03 
 2.94897022e-11  2.94897022e-11  1.18210750e+00  6.41360425e-03 
 2.97219118e-11  2.97219118e-11  1.18266487e+00  6.41779308e-03 
 2.99565638e-11  2.99565638e-11  1.18321037e+00  6.42189146e-03 
 3.01937097e-11  3.01937097e-11  1.18374412e+00  6.42590043e-03 
 3.04334027e-11  3.04334027e-11  1.18426625e+00  6.42982105e-03 
 3.06756979e-11  3.06756979e-11  1.18477691e+00  6.43365438e-03 
 3.09206520e-11  3.09206520e-11  1.18527621e+00  6.43740146e-03 
 3.11683236e-11  3.11683236e-11  1.18576428e+00  6.44106335e-03 
 3.14187732e-11  3.14187732e-11  1.18624127e+00  6.44464108e-03 
 3.16720634e-11  3.16720634e-11  1.18670729e+00  6.44813571e-03 
 3.19282590e-11  3.19282590e-11  1.18716249e+00  6.45154826e-03 
 3.21874268e-11  3.21874268e-11  1.18760698e+00  6.45487978e-03 
 3.24496362e-11  3.24496362e-11  1.18804090e+00  6.45813129e-03 
 3.27149587e-11  3.27149587e-11  1.18846438e+00  6.46130383e-03 
 3.29834686e-11  3.29834686e-11  1.18887755e+00  6.46439843e-03 
 3.32552428e-11  3.32552428e-11  1.18928055e+00  6.46741610e-03 
 3.35303609e-11  3.35303609e-11  1.18967349e+00  6.47035788e-03 
 3.38089056e-11  3.38089056e-11  1.19005651e+00  6.47322478e-03 
 3.40909626e-11  3.40909626e-11  1.19042974e+00  6.47601783e-03 
