 v-sweep         v(drain_iv)     v(gate_iv)      id              is              ib              ig              kcl            
 1.05000000e+00  1.05000000e+00  1.10000000e+00 -8.68558758e-03  8.68561677e-03  1.91443357e-07 -2.20629513e-07  6.54748527e-18 
 1.10000000e+00  1.10000000e+00  1.10000000e+00 -8.83305798e-03  8.83308737e-03  2.01284975e-07 -2.30674447e-07  1.15350006e-18 
 1.15000000e+00  1.15000000e+00  1.10000000e+00 -8.98054728e-03  8.98057688e-03  2.11550613e-07 -2.41146118e-07  7.17701604e-19 
 1.20000000e+00  1.20000000e+00  1.10000000e+00 -9.12836737e-03  9.12839717e-03  2.22254300e-07 -2.52054781e-07  1.36594651e-18 
 0.00000000e+00  0.00000000e+00  1.20000000e+00  2.86966276e-08  2.86966486e-08  1.72600495e-07 -2.29993771e-07  3.10252287e-19 
 5.00000000e-02  5.00000000e-02  1.20000000e+00 -9.90144431e-04  9.90199209e-04  1.81818138e-07 -2.36596233e-07  3.21914872e-18 
 1.00000000e-01  1.00000000e-01  1.20000000e+00 -1.91701450e-03  1.91706697e-03  1.91451748e-07 -2.43916343e-07  2.36825118e-18 
 1.50000000e-01  1.50000000e-01  1.20000000e+00 -2.78185749e-03  2.78190799e-03  2.01515843e-07 -2.52017262e-07  5.95781799e-19 
 2.00000000e-01  2.00000000e-01  1.20000000e+00 -3.58585199e-03  3.58590082e-03  2.12025296e-07 -2.60851536e-07  3.36115908e-18 
 2.50000000e-01  2.50000000e-01  1.20000000e+00 -4.33005160e-03  4.33009899e-03  2.22995328e-07 -2.70389780e-07  3.15975053e-18 
 3.00000000e-01  3.00000000e-01  1.20000000e+00 -5.01533762e-03  5.01538379e-03  2.34441521e-07 -2.80611929e-07  1.86511361e-18 
 3.50000000e-01  3.50000000e-01  1.20000000e+00 -5.64233877e-03  5.64238389e-03  2.46379830e-07 -2.91505362e-07  6.06295596e-18 
 4.00000000e-01  4.00000000e-01  1.20000000e+00 -6.21129866e-03  6.21134290e-03  2.58826591e-07 -3.03064445e-07  2.55073384e-18 
 4.50000000e-01  4.50000000e-01  1.20000000e+00 -6.72188100e-03  6.72192450e-03  2.71798539e-07 -3.15290912e-07  2.25358410e-18 
 5.00000000e-01  5.00000000e-01  1.20000000e+00 -7.17299284e-03  7.17303572e-03  2.85312822e-07 -3.28194939e-07  1.74637018e-18 
 5.50000000e-01  5.50000000e-01  1.20000000e+00 -7.56307656e-03  7.56311897e-03  2.99387027e-07 -3.41795907e-07  9.42535912e-19 
 6.00000000e-01  6.00000000e-01  1.20000000e+00 -7.89203424e-03  7.89207632e-03  3.14039171e-07 -3.56118971e-07  4.77456590e-18 
 6.50000000e-01  6.50000000e-01  1.20000000e+00 -8.16512299e-03  8.16516489e-03  3.29287662e-07 -3.71183118e-07  8.32633387e-19 
 7.00000000e-01  7.00000000e-01  1.20000000e+00 -8.39440899e-03  8.39445082e-03  3.45151253e-07 -3.86990093e-07  7.30025934e-18 
 7.50000000e-01  7.50000000e-01  1.20000000e+00 -8.59407618e-03  8.59411807e-03  3.61649071e-07 -4.03530273e-07  2.93295746e-18 
 8.00000000e-01  8.00000000e-01  1.20000000e+00 -8.77533332e-03  8.77537531e-03  3.78800696e-07 -4.20796048e-07  1.60417452e-18 
 8.50000000e-01  8.50000000e-01  1.20000000e+00 -8.94539054e-03  8.94543271e-03  3.96626200e-07 -4.38787448e-07  7.52641713e-19 
 9.00000000e-01  9.00000000e-01  1.20000000e+00 -9.10855912e-03  9.10860149e-03  4.15146162e-07 -4.57511406e-07  3.30353437e-18 
 9.50000000e-01  9.50000000e-01  1.20000000e+00 -9.26741010e-03  9.26745269e-03  4.34381671e-07 -4.76979718e-07  3.68787557e-18 
 1.00000000e+00  1.00000000e+00  1.20000000e+00 -9.42351803e-03  9.42356089e-03  4.54354337e-07 -4.97207485e-07  2.61743769e-18 
 1.05000000e+00  1.05000000e+00  1.20000000e+00 -9.57788330e-03  9.57792643e-03  4.75086297e-07 -5.18212144e-07  3.42127195e-18 
 1.10000000e+00  1.10000000e+00  1.20000000e+00 -9.73117012e-03  9.73121353e-03  4.96600231e-07 -5.40012888e-07  3.18378509e-19 
 1.15000000e+00  1.15000000e+00  1.20000000e+00 -9.88384932e-03  9.88389303e-03  5.18919371e-07 -5.62630318e-07  2.42494945e-18 
 1.20000000e+00  1.20000000e+00  1.20000000e+00 -1.00362945e-02  1.00363386e-02  5.42067516e-07 -5.86086174e-07  1.22766838e-18 
