 time            time            v(in_delay)     v(mid1_delay)   v(mid2_delay)   v(out_delay)   
 6.00606328e-08  6.00606328e-08  7.27593934e-01  7.27456603e-01  5.40079237e-02  1.20252881e+00 
 6.00607037e-08  6.00607037e-08  7.28444914e-01  7.24668499e-01  5.51991929e-02  1.20257588e+00 
 6.00607759e-08  6.00607759e-08  7.29311007e-01  7.21821793e-01  5.64319873e-02  1.20262446e+00 
 6.00608487e-08  6.00608487e-08  7.30184259e-01  7.18942270e-01  5.76961442e-02  1.20267414e+00 
 6.00609200e-08  6.00609200e-08  7.31039595e-01  7.16112786e-01  5.89553426e-02  1.20272351e+00 
 6.00609910e-08  6.00609910e-08  7.31891557e-01  7.13285572e-01  6.02305837e-02  1.20277337e+00 
 6.00610604e-08  6.00610604e-08  7.32725180e-01  7.10510622e-01  6.14990404e-02  1.20282285e+00 
 6.00611294e-08  6.00611294e-08  7.33553377e-01  7.07745326e-01  6.27798488e-02  1.20287271e+00 
 6.00611972e-08  6.00611972e-08  7.34366201e-01  7.05023214e-01  6.40572204e-02  1.20292231e+00 
 6.00612644e-08  6.00612644e-08  7.35172510e-01  7.02314961e-01  6.53446216e-02  1.20297221e+00 
 6.00613304e-08  6.00613304e-08  7.35965302e-01  6.99644383e-01  6.66304863e-02  1.20302194e+00 
 6.00613959e-08  6.00613959e-08  7.36750543e-01  6.96991707e-01  6.79240569e-02  1.20307187e+00 
 6.00614603e-08  6.00614603e-08  7.37523348e-01  6.94373732e-01  6.92168903e-02  1.20312168e+00 
 6.00615240e-08  6.00615240e-08  7.38287793e-01  6.91776960e-01  7.05153742e-02  1.20317162e+00 
 6.00615867e-08  6.00615867e-08  7.39040499e-01  6.89213162e-01  7.18133597e-02  1.20322146e+00 
 6.00616487e-08  6.00616487e-08  7.39784278e-01  6.86673068e-01  7.31152573e-02  1.20327136e+00 
 6.00617097e-08  6.00617097e-08  7.40516777e-01  6.84164999e-01  7.44165279e-02  1.20332116e+00 
 6.00617700e-08  6.00617700e-08  7.41240065e-01  6.81682165e-01  7.57204093e-02  1.20337098e+00 
 6.00618294e-08  6.00618294e-08  7.41952346e-01  6.79231024e-01  7.70232265e-02  1.20342069e+00 
 6.00618879e-08  6.00618879e-08  7.42655189e-01  6.76806454e-01  7.83274075e-02  1.20347039e+00 
 6.00619456e-08  6.00619456e-08  7.43347364e-01  6.74412981e-01  7.96302297e-02  1.20351996e+00 
 6.00620025e-08  6.00620025e-08  7.44030001e-01  6.72046967e-01  8.09333767e-02  1.20356949e+00 
 6.00620585e-08  6.00620585e-08  7.44702287e-01  6.69711504e-01  8.22348534e-02  1.20361890e+00 
 6.00621138e-08  6.00621138e-08  7.45365053e-01  6.67403966e-01  8.35358266e-02  1.20366823e+00 
 6.00621681e-08  6.00621681e-08  7.46017785e-01  6.65126399e-01  8.48348505e-02  1.20371743e+00 
 6.00622218e-08  6.00622218e-08  7.46661115e-01  6.62876846e-01  8.61327468e-02  1.20376655e+00 
 6.00622746e-08  6.00622746e-08  7.47294745e-01  6.60656595e-01  8.74284827e-02  1.20381553e+00 
 6.00623266e-08  6.00623266e-08  7.47919172e-01  6.58464135e-01  8.87226506e-02  1.20386441e+00 
 6.00623779e-08  6.00623779e-08  7.48534251e-01  6.56300211e-01  9.00145269e-02  1.20391317e+00 
 6.00624284e-08  6.00624284e-08  7.49140388e-01  6.54163613e-01  9.13045519e-02  1.20396181e+00 
 6.00624781e-08  6.00624781e-08  7.49737543e-01  6.52054698e-01  9.25922322e-02  1.20401033e+00 
 6.00625272e-08  6.00625272e-08  7.50326057e-01  6.49972465e-01  9.38779070e-02  1.20405874e+00 
 6.00625755e-08  6.00625755e-08  7.50905963e-01  6.47917001e-01  9.51612528e-02  1.20410704e+00 
 6.00626231e-08  6.00626231e-08  7.51477556e-01  6.45887450e-01  9.64425416e-02  1.20415522e+00 
 6.00626701e-08  6.00626701e-08  7.52040916e-01  6.43883717e-01  9.77215741e-02  1.20420330e+00 
 6.00627164e-08  6.00627164e-08  7.52596304e-01  6.41905050e-01  9.89985768e-02  1.20425127e+00 
 6.00627620e-08  6.00627620e-08  7.53143829e-01  6.39951234e-01  1.00273441e-01  1.20429914e+00 
 6.00628070e-08  6.00628070e-08  7.53683726e-01  6.38021595e-01  1.01546361e-01  1.20434691e+00 
 6.00628513e-08  6.00628513e-08  7.54216122e-01  6.36115839e-01  1.02817294e-01  1.20439459e+00 
 6.00628951e-08  6.00628951e-08  7.54741229e-01  6.34233357e-01  1.04086414e-01  1.20444218e+00 
 6.00629383e-08  6.00629383e-08  7.55259186e-01  6.32373803e-01  1.05353722e-01  1.20448968e+00 
 6.00629808e-08  6.00629808e-08  7.55770187e-01  6.30536618e-01  1.06619378e-01  1.20453711e+00 
 6.00630230e-08  6.00630230e-08  7.56275703e-01  6.28716645e-01  1.07886769e-01  1.20458458e+00 
 6.00630647e-08  6.00630647e-08  7.56775961e-01  6.26913167e-01  1.09156291e-01  1.20463212e+00 
 6.00631059e-08  6.00631059e-08  7.57271317e-01  6.25125016e-01  1.10428679e-01  1.20467975e+00 
 6.00631468e-08  6.00631468e-08  7.57761789e-01  6.23352224e-01  1.11703835e-01  1.20472746e+00 
 6.00631873e-08  6.00631873e-08  7.58247554e-01  6.21594253e-01  1.12982073e-01  1.20477528e+00 
 6.00632274e-08  6.00632274e-08  7.58728646e-01  6.19851068e-01  1.14263348e-01  1.20482319e+00 
 6.00632671e-08  6.00632671e-08  7.59205227e-01  6.18122176e-01  1.15547951e-01  1.20487121e+00 
 6.00633064e-08  6.00633064e-08  7.59677365e-01  6.16407425e-01  1.16835935e-01  1.20491934e+00 
 6.00633454e-08  6.00633454e-08  7.60145210e-01  6.14706349e-01  1.18127589e-01  1.20496759e+00 
 6.00633841e-08  6.00633841e-08  7.60608847e-01  6.13018727e-01  1.19423023e-01  1.20501597e+00 
 6.00634224e-08  6.00634224e-08  7.61068417e-01  6.11344126e-01  1.20722520e-01  1.20506447e+00 
 6.00634603e-08  6.00634603e-08  7.61524014e-01  6.09682282e-01  1.22026237e-01  1.20511312e+00 
 6.00634980e-08  6.00634980e-08  7.61975772e-01  6.08032781e-01  1.23334456e-01  1.20516191e+00 
 6.00635353e-08  6.00635353e-08  7.62423792e-01  6.06395327e-01  1.24647374e-01  1.20521085e+00 
 6.00635724e-08  6.00635724e-08  7.62868204e-01  6.04769512e-01  1.25965285e-01  1.20525995e+00 
 6.00636091e-08  6.00636091e-08  7.63309117e-01  6.03155011e-01  1.27288427e-01  1.20530922e+00 
 6.00636456e-08  6.00636456e-08  7.63746661e-01  6.01551412e-01  1.28617113e-01  1.20535866e+00 
 6.00636817e-08  6.00636817e-08  7.64180951e-01  5.99958358e-01  1.29951622e-01  1.20540828e+00 
 6.00637177e-08  6.00637177e-08  7.64612117e-01  5.98375429e-01  1.31292296e-01  1.20545810e+00 
 6.00637534e-08  6.00637534e-08  7.65040283e-01  5.96802236e-01  1.32639459e-01  1.20550812e+00 
 6.00637888e-08  6.00637888e-08  7.65465582e-01  5.95238341e-01  1.33993490e-01  1.20555835e+00 
 6.00638240e-08  6.00638240e-08  7.65888145e-01  5.93683320e-01  1.35354762e-01  1.20560880e+00 
 6.00638590e-08  6.00638590e-08  7.66308112e-01  5.92136710e-01  1.36723699e-01  1.20565949e+00 
 6.00638938e-08  6.00638938e-08  7.66725622e-01  5.90598052e-01  1.38100730e-01  1.20571041e+00 
 6.00639284e-08  6.00639284e-08  7.67140823e-01  5.89066850e-01  1.39486333e-01  1.20576159e+00 
 6.00639628e-08  6.00639628e-08  7.67553862e-01  5.87542604e-01  1.40881002e-01  1.20581303e+00 
 6.00639971e-08  6.00639971e-08  7.67964897e-01  5.86024781e-01  1.42285276e-01  1.20586475e+00 
 6.00640312e-08  6.00640312e-08  7.68374087e-01  5.84512837e-01  1.43699722e-01  1.20591676e+00 
 6.00640651e-08  6.00640651e-08  7.68781600e-01  5.83006193e-01  1.45124954e-01  1.20596908e+00 
 6.00640990e-08  6.00640990e-08  7.69187606e-01  5.81504254e-01  1.46561619e-01  1.20602173e+00 
 6.00641327e-08  6.00641327e-08  7.69592288e-01  5.80006392e-01  1.48010418e-01  1.20607470e+00 
 6.00641663e-08  6.00641663e-08  7.69995830e-01  5.78511957e-01  1.49472093e-01  1.20612803e+00 
 6.00641999e-08  6.00641999e-08  7.70398426e-01  5.77020263e-01  1.50947440e-01  1.20618174e+00 
 6.00642334e-08  6.00642334e-08  7.70800279e-01  5.75530597e-01  1.52437310e-01  1.20623583e+00 
 6.00642668e-08  6.00642668e-08  7.71201599e-01  5.74042208e-01  1.53942614e-01  1.20629032e+00 
 6.00643002e-08  6.00643002e-08  7.71602606e-01  5.72554314e-01  1.55464324e-01  1.20634525e+00 
 6.00643336e-08  6.00643336e-08  7.72003529e-01  5.71066091e-01  1.57003481e-01  1.20640062e+00 
 6.00643671e-08  6.00643671e-08  7.72404607e-01  5.69576679e-01  1.58561199e-01  1.20645646e+00 
 6.00644005e-08  6.00644005e-08  7.72806091e-01  5.68085172e-01  1.60138669e-01  1.20651278e+00 
 6.00644340e-08  6.00644340e-08  7.73208245e-01  5.66590622e-01  1.61737167e-01  1.20656963e+00 
 6.00644676e-08  6.00644676e-08  7.73611341e-01  5.65092029e-01  1.63358059e-01  1.20662700e+00 
 6.00645013e-08  6.00645013e-08  7.74015669e-01  5.63588343e-01  1.65002812e-01  1.20668494e+00 
 6.00645351e-08  6.00645351e-08  7.74421532e-01  5.62078457e-01  1.66672993e-01  1.20674346e+00 
 6.00645691e-08  6.00645691e-08  7.74829249e-01  5.60561208e-01  1.68370290e-01  1.20680259e+00 
 6.00646033e-08  6.00646033e-08  7.75239154e-01  5.59035363e-01  1.70096511e-01  1.20686235e+00 
 6.00646376e-08  6.00646376e-08  7.75651602e-01  5.57499624e-01  1.71853602e-01  1.20692277e+00 
 6.00646722e-08  6.00646722e-08  7.76066965e-01  5.55952617e-01  1.73643652e-01  1.20698387e+00 
 6.00647071e-08  6.00647071e-08  7.76485638e-01  5.54392886e-01  1.75468913e-01  1.20704567e+00 
 6.00647423e-08  6.00647423e-08  7.76908038e-01  5.52818890e-01  1.77331809e-01  1.20710819e+00 
 6.00647779e-08  6.00647779e-08  7.77334609e-01  5.51228993e-01  1.79234954e-01  1.20717146e+00 
 6.00648138e-08  6.00648138e-08  7.77765818e-01  5.49621458e-01  1.81181167e-01  1.20723550e+00 
 6.00648502e-08  6.00648502e-08  7.78202162e-01  5.47994440e-01  1.83173486e-01  1.20730030e+00 
 6.00648870e-08  6.00648870e-08  7.78644170e-01  5.46345982e-01  1.85215190e-01  1.20736590e+00 
 6.00649244e-08  6.00649244e-08  7.79092398e-01  5.44674007e-01  1.87309814e-01  1.20743228e+00 
 6.00649623e-08  6.00649623e-08  7.79547439e-01  5.42976318e-01  1.89461159e-01  1.20749944e+00 
 6.00650008e-08  6.00650008e-08  7.80009914e-01  5.41250595e-01  1.91673306e-01  1.20756738e+00 
 6.00650400e-08  6.00650400e-08  7.80480475e-01  5.39494410e-01  1.93950612e-01  1.20763605e+00 
 6.00650800e-08  6.00650800e-08  7.80959798e-01  5.37705239e-01  1.96297703e-01  1.20770541e+00 
 6.00651207e-08  6.00651207e-08  7.81448575e-01  5.35880496e-01  1.98719434e-01  1.20777540e+00 
 6.00651623e-08  6.00651623e-08  7.81947497e-01  5.34017595e-01  2.01220823e-01  1.20784592e+00 
 6.00652031e-08  6.00652031e-08  7.82437276e-01  5.32188570e-01  2.03705096e-01  1.20791407e+00 
 6.00652444e-08  6.00652444e-08  7.82933208e-01  5.30336305e-01  2.06249411e-01  1.20798183e+00 
 6.00652851e-08  6.00652851e-08  7.83421135e-01  5.28513686e-01  2.08780793e-01  1.20804710e+00 
 6.00653261e-08  6.00653261e-08  7.83912819e-01  5.26676791e-01  2.11359686e-01  1.20811128e+00 
 6.00653666e-08  6.00653666e-08  7.84398665e-01  5.24861464e-01  2.13935389e-01  1.20817295e+00 
 6.00654064e-08  6.00654064e-08  7.84877217e-01  5.23073155e-01  2.16498868e-01  1.20823181e+00 
 6.00654447e-08  6.00654447e-08  7.85336407e-01  5.21356981e-01  2.18983099e-01  1.20828634e+00 
 6.00654827e-08  6.00654827e-08  7.85792104e-01  5.19653647e-01  2.21471924e-01  1.20833841e+00 
 6.00655196e-08  6.00655196e-08  7.86235535e-01  5.17995954e-01  2.23916026e-01  1.20838693e+00 
 6.00655564e-08  6.00655564e-08  7.86676213e-01  5.16348345e-01  2.26366524e-01  1.20843290e+00 
 6.00655924e-08  6.00655924e-08  7.87108566e-01  5.14731656e-01  2.28791432e-01  1.20847565e+00 
 6.00656282e-08  6.00656282e-08  7.87538029e-01  5.13125563e-01  2.31220249e-01  1.20851564e+00 
 6.00656634e-08  6.00656634e-08  7.87961304e-01  5.11542400e-01  2.33633503e-01  1.20855247e+00 
 6.00656985e-08  6.00656985e-08  7.88381621e-01  5.09970092e-01  2.36048789e-01  1.20858635e+00 
 6.00657331e-08  6.00657331e-08  7.88797091e-01  5.08415703e-01  2.38454546e-01  1.20861703e+00 
 6.00657675e-08  6.00657675e-08  7.89209669e-01  5.06871912e-01  2.40861411e-01  1.20864459e+00 
 6.00658015e-08  6.00658015e-08  7.89618286e-01  5.05342723e-01  2.43262513e-01  1.20866885e+00 
 6.00658353e-08  6.00658353e-08  7.90024139e-01  5.03823652e-01  2.45664283e-01  1.20868980e+00 
 6.00658689e-08  6.00658689e-08  7.90426629e-01  5.02316936e-01  2.48062618e-01  1.20870732e+00 
 6.00659022e-08  6.00659022e-08  7.90826498e-01  5.00819794e-01  2.50461399e-01  1.20872135e+00 
 6.00659353e-08  6.00659353e-08  7.91223424e-01  4.99333431e-01  2.52858175e-01  1.20873181e+00 
 6.00659682e-08  6.00659682e-08  7.91617877e-01  4.97856082e-01  2.55255295e-01  1.20873861e+00 
 6.00660008e-08  6.00660008e-08  7.92009696e-01  4.96388347e-01  2.57651305e-01  1.20874166e+00 
 6.00660333e-08  6.00660333e-08  7.92399190e-01  4.94929063e-01  2.60047644e-01  1.20874089e+00 
 6.00660655e-08  6.00660655e-08  7.92786294e-01  4.93478470e-01  2.62443475e-01  1.20873620e+00 
 6.00660976e-08  6.00660976e-08  7.93171223e-01  4.92035757e-01  2.64839707e-01  1.20872753e+00 
 6.00661295e-08  6.00661295e-08  7.93553971e-01  4.90600942e-01  2.67235897e-01  1.20871477e+00 
 6.00661612e-08  6.00661612e-08  7.93934699e-01  4.89173416e-01  2.69632661e-01  1.20869786e+00 
 6.00661928e-08  6.00661928e-08  7.94313439e-01  4.87753057e-01  2.72029823e-01  1.20867670e+00 
 6.00662242e-08  6.00662242e-08  7.94690322e-01  4.86339363e-01  2.74427853e-01  1.20865122e+00 
 6.00662555e-08  6.00662555e-08  7.95065407e-01  4.84932115e-01  2.76826768e-01  1.20862133e+00 
 6.00662866e-08  6.00662866e-08  7.95438810e-01  4.83530866e-01  2.79226983e-01  1.20858695e+00 
 6.00663176e-08  6.00663176e-08  7.95810608e-01  4.82135327e-01  2.81628662e-01  1.20854799e+00 
 6.00663484e-08  6.00663484e-08  7.96180913e-01  4.80745069e-01  2.84032223e-01  1.20850436e+00 
 6.00663792e-08  6.00663792e-08  7.96549815e-01  4.79359750e-01  2.86437950e-01  1.20845599e+00 
 6.00664098e-08  6.00664098e-08  7.96917425e-01  4.77978942e-01  2.88846294e-01  1.20840278e+00 
 6.00664403e-08  6.00664403e-08  7.97283845e-01  4.76602261e-01  2.91257641e-01  1.20834464e+00 
 6.00664708e-08  6.00664708e-08  7.97649189e-01  4.75229271e-01  2.93672492e-01  1.20828146e+00 
 6.00665011e-08  6.00665011e-08  7.98013566e-01  4.73859556e-01  2.96091319e-01  1.20821316e+00 
 6.00665314e-08  6.00665314e-08  7.98377093e-01  4.72492665e-01  2.98514675e-01  1.20813964e+00 
 6.00665617e-08  6.00665617e-08  7.98739887e-01  4.71128160e-01  3.00943107e-01  1.20806077e+00 
 6.00665918e-08  6.00665918e-08  7.99102066e-01  4.69765581e-01  3.03377215e-01  1.20797646e+00 
 6.00666220e-08  6.00666220e-08  7.99463750e-01  4.68404473e-01  3.05817605e-01  1.20788659e+00 
 6.00666521e-08  6.00666521e-08  7.99825060e-01  4.67044372e-01  3.08264917e-01  1.20779104e+00 
 6.00666822e-08  6.00666822e-08  8.00186116e-01  4.65684816e-01  3.10719795e-01  1.20768967e+00 
 6.00667123e-08  6.00667123e-08  8.00547040e-01  4.64325342e-01  3.13182906e-01  1.20758236e+00 
 6.00667423e-08  6.00667423e-08  8.00907949e-01  4.62965496e-01  3.15654914e-01  1.20746898e+00 
 6.00667724e-08  6.00667724e-08  8.01268961e-01  4.61604826e-01  3.18136489e-01  1.20734937e+00 
 6.00668025e-08  6.00668025e-08  8.01630189e-01  4.60242891e-01  3.20628295e-01  1.20722339e+00 
 6.00668326e-08  6.00668326e-08  8.01991746e-01  4.58879266e-01  3.23130987e-01  1.20709089e+00 
 6.00668628e-08  6.00668628e-08  8.02353737e-01  4.57513538e-01  3.25645198e-01  1.20695170e+00 
 6.00668930e-08  6.00668930e-08  8.02716263e-01  4.56145316e-01  3.28171542e-01  1.20680568e+00 
 6.00669233e-08  6.00669233e-08  8.03079418e-01  4.54774232e-01  3.30710599e-01  1.20665264e+00 
 6.00669536e-08  6.00669536e-08  8.03443292e-01  4.53399943e-01  3.33262910e-01  1.20649243e+00 
 6.00669840e-08  6.00669840e-08  8.03807963e-01  4.52022138e-01  3.35828971e-01  1.20632488e+00 
 6.00670145e-08  6.00670145e-08  8.04173502e-01  4.50640536e-01  3.38409228e-01  1.20614980e+00 
 6.00670450e-08  6.00670450e-08  8.04539971e-01  4.49254897e-01  3.41004063e-01  1.20596704e+00 
 6.00670756e-08  6.00670756e-08  8.04907420e-01  4.47865015e-01  3.43613796e-01  1.20577642e+00 
 6.00671063e-08  6.00671063e-08  8.05275890e-01  4.46470731e-01  3.46238672e-01  1.20557778e+00 
 6.00671371e-08  6.00671371e-08  8.05645407e-01  4.45071926e-01  3.48878862e-01  1.20537096e+00 
 6.00671680e-08  6.00671680e-08  8.06015989e-01  4.43668528e-01  3.51534454e-01  1.20515579e+00 
 6.00671990e-08  6.00671990e-08  8.06387640e-01  4.42260513e-01  3.54205456e-01  1.20493213e+00 
 6.00672300e-08  6.00672300e-08  8.06760350e-01  4.40847901e-01  3.56891787e-01  1.20469985e+00 
 6.00672612e-08  6.00672612e-08  8.07134101e-01  4.39430758e-01  3.59593288e-01  1.20445880e+00 
 6.00672924e-08  6.00672924e-08  8.07508860e-01  4.38009193e-01  3.62309714e-01  1.20420888e+00 
 6.00673237e-08  6.00673237e-08  8.07884586e-01  4.36583358e-01  3.65040747e-01  1.20394998e+00 
 6.00673551e-08  6.00673551e-08  8.08261227e-01  4.35153439e-01  3.67785996e-01  1.20368200e+00 
 6.00673866e-08  6.00673866e-08  8.08638724e-01  4.33719657e-01  3.70545011e-01  1.20340486e+00 
 6.00674181e-08  6.00674181e-08  8.09017010e-01  4.32282257e-01  3.73317288e-01  1.20311850e+00 
 6.00674497e-08  6.00674497e-08  8.09396012e-01  4.30841506e-01  3.76102284e-01  1.20282285e+00 
 6.00674813e-08  6.00674813e-08  8.09775657e-01  4.29397683e-01  3.78899427e-01  1.20251789e+00 
 6.00675134e-08  6.00675134e-08  8.10161235e-01  4.27930654e-01  3.81747826e-01  1.20219909e+00 
 6.00675459e-08  6.00675459e-08  8.10550258e-01  4.26449851e-01  3.84629340e-01  1.20186810e+00 
 6.00675787e-08  6.00675787e-08  8.10944682e-01  4.24947819e-01  3.87558634e-01  1.20152292e+00 
 6.00676119e-08  6.00676119e-08  8.11342952e-01  4.23430442e-01  3.90524405e-01  1.20116452e+00 
 6.00676455e-08  6.00676455e-08  8.11745904e-01  4.21894526e-01  3.93533052e-01  1.20079180e+00 
 6.00676794e-08  6.00676794e-08  8.12152772e-01  4.20342966e-01  3.96579063e-01  1.20040510e+00 
 6.00677137e-08  6.00677137e-08  8.12564030e-01  4.18773933e-01  3.99666197e-01  1.20000366e+00 
 6.00677148e-08  6.00677148e-08  8.12577147e-01  4.18723878e-01  3.99764798e-01  1.19999158e+00 
 6.00677160e-08  6.00677160e-08  8.12592087e-01  4.18666866e-01  3.99877113e-01  1.19997880e+00 
 6.00677177e-08  6.00677177e-08  8.12612079e-01  4.18590572e-01  4.00027441e-01  1.19996335e+00 
 6.00677186e-08  6.00677186e-08  8.12623369e-01  4.18547484e-01  4.00112352e-01  1.19995534e+00 
 6.00677196e-08  6.00677196e-08  8.12635029e-01  4.18502985e-01  4.00200056e-01  1.19994746e+00 
 6.00677207e-08  6.00677207e-08  8.12648595e-01  4.18451211e-01  4.00302110e-01  1.19993868e+00 
 6.00677220e-08  6.00677220e-08  8.12663464e-01  4.18394464e-01  4.00413983e-01  1.19992938e+00 
 6.00677233e-08  6.00677233e-08  8.12680077e-01  4.18331062e-01  4.00538996e-01  1.19991927e+00 
 6.00677249e-08  6.00677249e-08  8.12698242e-01  4.18261731e-01  4.00675727e-01  1.19990841e+00 
 6.00677265e-08  6.00677265e-08  8.12718548e-01  4.18184230e-01  4.00828598e-01  1.19989640e+00 
 6.00677284e-08  6.00677284e-08  8.12741153e-01  4.18097954e-01  4.00998818e-01  1.19988306e+00 
 6.00677306e-08  6.00677306e-08  8.12766906e-01  4.17999656e-01  4.01192800e-01  1.19986780e+00 
 6.00677330e-08  6.00677330e-08  8.12796366e-01  4.17887209e-01  4.01414764e-01  1.19985019e+00 
 6.00677359e-08  6.00677359e-08  8.12830844e-01  4.17755601e-01  4.01674627e-01  1.19982929e+00 
 6.00677393e-08  6.00677393e-08  8.12871561e-01  4.17600176e-01  4.01981618e-01  1.19980418e+00 
 6.00677434e-08  6.00677434e-08  8.12920618e-01  4.17412905e-01  4.02351652e-01  1.19977333e+00 
 6.00677482e-08  6.00677482e-08  8.12978777e-01  4.17190878e-01  4.02790553e-01  1.19973595e+00 
 6.00677537e-08  6.00677537e-08  8.13044594e-01  4.16939600e-01  4.03287516e-01  1.19969271e+00 
 6.00677599e-08  6.00677599e-08  8.13119097e-01  4.16655142e-01  4.03850398e-01  1.19964271e+00 
 6.00677667e-08  6.00677667e-08  8.13200876e-01  4.16342875e-01  4.04468658e-01  1.19958672e+00 
 6.00677743e-08  6.00677743e-08  8.13291653e-01  4.15996228e-01  4.05155407e-01  1.19952336e+00 
 6.00677826e-08  6.00677826e-08  8.13391592e-01  4.15614554e-01  4.05912052e-01  1.19945233e+00 
 6.00677920e-08  6.00677920e-08  8.13504027e-01  4.15185118e-01  4.06763996e-01  1.19937099e+00 
 6.00678026e-08  6.00678026e-08  8.13631532e-01  4.14698062e-01  4.07731034e-01  1.19927708e+00 
 6.00678151e-08  6.00678151e-08  8.13780683e-01  4.14128252e-01  4.08863417e-01  1.19916515e+00 
 6.00678291e-08  6.00678291e-08  8.13949719e-01  4.13482372e-01  4.10148316e-01  1.19903573e+00 
 6.00678421e-08  6.00678421e-08  8.14104700e-01  4.12890106e-01  4.11327798e-01  1.19891477e+00 
 6.00678560e-08  6.00678560e-08  8.14272479e-01  4.12248836e-01  4.12606194e-01  1.19878141e+00 
 6.00678692e-08  6.00678692e-08  8.14430365e-01  4.11645286e-01  4.13810643e-01  1.19865365e+00 
 6.00678834e-08  6.00678834e-08  8.14600776e-01  4.10993758e-01  4.15112182e-01  1.19851332e+00 
 6.00678973e-08  6.00678973e-08  8.14767133e-01  4.10357632e-01  4.16384286e-01  1.19837391e+00 
 6.00679122e-08  6.00679122e-08  8.14945896e-01  4.09673959e-01  4.17752933e-01  1.19822146e+00 
 6.00679270e-08  6.00679270e-08  8.15124272e-01  4.08991658e-01  4.19120323e-01  1.19806661e+00 
 6.00679429e-08  6.00679429e-08  8.15314571e-01  4.08263627e-01  4.20580990e-01  1.19789844e+00 
 6.00679589e-08  6.00679589e-08  8.15507049e-01  4.07527136e-01  4.22060325e-01  1.19772523e+00 
 6.00679759e-08  6.00679759e-08  8.15711213e-01  4.06745795e-01  4.23631595e-01  1.19753809e+00 
 6.00679933e-08  6.00679933e-08  8.15919784e-01  4.05947438e-01  4.25239030e-01  1.19734332e+00 
 6.00680117e-08  6.00680117e-08  8.16140296e-01  4.05103220e-01  4.26940923e-01  1.19713346e+00 
 6.00680306e-08  6.00680306e-08  8.16367416e-01  4.04233534e-01  4.28696416e-01  1.19691311e+00 
 6.00680506e-08  6.00680506e-08  8.16607277e-01  4.03314878e-01  4.30553220e-01  1.19667579e+00 
 6.00680713e-08  6.00680713e-08  8.16856096e-01  4.02361715e-01  4.32482422e-01  1.19642466e+00 
 6.00680933e-08  6.00680933e-08  8.17119057e-01  4.01354163e-01  4.34524614e-01  1.19615379e+00 
 6.00681161e-08  6.00681161e-08  8.17393662e-01  4.00301762e-01  4.36660872e-01  1.19586498e+00 
 6.00681404e-08  6.00681404e-08  8.17684528e-01  3.99186783e-01  4.38927644e-01  1.19555250e+00 
 6.00681659e-08  6.00681659e-08  8.17990299e-01  3.98014390e-01  4.41314969e-01  1.19521676e+00 
 6.00681929e-08  6.00681929e-08  8.18315385e-01  3.96767628e-01  4.43857996e-01  1.19485174e+00 
 6.00682216e-08  6.00682216e-08  8.18659544e-01  3.95447375e-01  4.46555666e-01  1.19445630e+00 
 6.00682523e-08  6.00682523e-08  8.19027369e-01  3.94035954e-01  4.49444959e-01  1.19402352e+00 
 6.00682850e-08  6.00682850e-08  8.19419858e-01  3.92529474e-01  4.52534864e-01  1.19355025e+00 
 6.00683202e-08  6.00683202e-08  8.19842281e-01  3.90907632e-01  4.55868261e-01  1.19302777e+00 
 6.00683566e-08  6.00683566e-08  8.20279642e-01  3.89227942e-01  4.59327982e-01  1.19247261e+00 
 6.00683940e-08  6.00683940e-08  8.20728146e-01  3.87504962e-01  4.62884636e-01  1.19188841e+00 
 6.00684323e-08  6.00684323e-08  8.21187176e-01  3.85741050e-01  4.66533848e-01  1.19127504e+00 
 6.00684713e-08  6.00684713e-08  8.21655911e-01  3.83939367e-01  4.70269537e-01  1.19063268e+00 
 6.00685113e-08  6.00685113e-08  8.22135996e-01  3.82093587e-01  4.74105307e-01  1.18995811e+00 
 6.00685523e-08  6.00685523e-08  8.22627246e-01  3.80204438e-01  4.78040186e-01  1.18925055e+00 
 6.00685943e-08  6.00685943e-08  8.23131383e-01  3.78265317e-01  4.82088516e-01  1.18850636e+00 
 6.00686370e-08  6.00686370e-08  8.23644260e-01  3.76292204e-01  4.86217473e-01  1.18773061e+00 
 6.00686798e-08  6.00686798e-08  8.24157812e-01  3.74316181e-01  4.90362213e-01  1.18693510e+00 
 6.00687226e-08  6.00687226e-08  8.24671152e-01  3.72340734e-01  4.94515382e-01  1.18612129e+00 
 6.00687652e-08  6.00687652e-08  8.25182748e-01  3.70371831e-01  4.98664329e-01  1.18529181e+00 
 6.00688078e-08  6.00688078e-08  8.25693225e-01  3.68407150e-01  5.02813832e-01  1.18444587e+00 
 6.00688502e-08  6.00688502e-08  8.26201944e-01  3.66449238e-01  5.06958401e-01  1.18358475e+00 
 6.00688924e-08  6.00688924e-08  8.26709099e-01  3.64497437e-01  5.11099320e-01  1.18270837e+00 
 6.00689345e-08  6.00689345e-08  8.27214209e-01  3.62553684e-01  5.15232372e-01  1.18181777e+00 
 6.00689764e-08  6.00689764e-08  8.27717256e-01  3.60618145e-01  5.19357101e-01  1.18091324e+00 
 6.00690182e-08  6.00690182e-08  8.28217904e-01  3.58692210e-01  5.23470431e-01  1.17999563e+00 
 6.00690597e-08  6.00690597e-08  8.28716060e-01  3.56776337e-01  5.27571278e-01  1.17906536e+00 
 6.00691010e-08  6.00691010e-08  8.29211476e-01  3.54871577e-01  5.31657283e-01  1.17812316e+00 
