 time            time            v(in_delay)     v(mid1_delay)   v(mid2_delay)   v(out_delay)   
 1.01700412e-08  1.01700412e-08  3.59505971e-01  1.08854685e+00  1.82488638e-01  7.62134920e-01 
 1.01700575e-08  1.01700575e-08  3.59309604e-01  1.08893289e+00  1.81742610e-01  7.65774092e-01 
 1.01700738e-08  1.01700738e-08  3.59114254e-01  1.08931592e+00  1.81005907e-01  7.69391136e-01 
 1.01700902e-08  1.01700902e-08  3.58917951e-01  1.08969982e+00  1.80271057e-01  7.73022479e-01 
 1.01701065e-08  1.01701065e-08  3.58722415e-01  1.09008122e+00  1.79544476e-01  7.76636203e-01 
 1.01701228e-08  1.01701228e-08  3.58526467e-01  1.09046241e+00  1.78821728e-01  7.80254049e-01 
 1.01701391e-08  1.01701391e-08  3.58331163e-01  1.09084134e+00  1.78106661e-01  7.83856452e-01 
 1.01701553e-08  1.01701553e-08  3.58135814e-01  1.09121936e+00  1.77396688e-01  7.87456076e-01 
 1.01701716e-08  1.01701716e-08  3.57941090e-01  1.09159516e+00  1.76694190e-01  7.91040476e-01 
 1.01701878e-08  1.01701878e-08  3.57746601e-01  1.09196950e+00  1.75997684e-01  7.94616790e-01 
 1.01702039e-08  1.01702039e-08  3.57552792e-01  1.09234154e+00  1.75308684e-01  7.98176807e-01 
 1.01702200e-08  1.01702200e-08  3.57359450e-01  1.09271168e+00  1.74626356e-01  8.01724352e-01 
 1.01702361e-08  1.01702361e-08  3.57166879e-01  1.09307935e+00  1.73951688e-01  8.05253800e-01 
 1.01702521e-08  1.01702521e-08  3.56974977e-01  1.09344477e+00  1.73284224e-01  8.08766996e-01 
 1.01702680e-08  1.01702680e-08  3.56783961e-01  1.09380751e+00  1.72624621e-01  8.12259925e-01 
 1.01702839e-08  1.01702839e-08  3.56593790e-01  1.09416768e+00  1.71972642e-01  8.15733264e-01 
 1.01702996e-08  1.01702996e-08  3.56404628e-01  1.09452497e+00  1.71328733e-01  8.19184030e-01 
 1.01703153e-08  1.01703153e-08  3.56216471e-01  1.09487941e+00  1.70692778e-01  8.22612224e-01 
 1.01703309e-08  1.01703309e-08  3.56029444e-01  1.09523077e+00  1.70065083e-01  8.26015558e-01 
 1.01703464e-08  1.01703464e-08  3.55843565e-01  1.09557903e+00  1.69445591e-01  8.29393665e-01 
 1.01703618e-08  1.01703618e-08  3.55658933e-01  1.09592403e+00  1.68834509e-01  8.32744747e-01 
 1.01703770e-08  1.01703770e-08  3.55475576e-01  1.09626573e+00  1.68231810e-01  8.36068267e-01 
 1.01703922e-08  1.01703922e-08  3.55293571e-01  1.09660401e+00  1.67637624e-01  8.39362796e-01 
 1.01704073e-08  1.01704073e-08  3.55112952e-01  1.09693882e+00  1.67051929e-01  8.42627751e-01 
 1.01704222e-08  1.01704222e-08  3.54933779e-01  1.09727006e+00  1.66474800e-01  8.45861998e-01 
 1.01704370e-08  1.01704370e-08  3.54755481e-01  1.09759882e+00  1.65904281e-01  8.49075859e-01 
 1.01704522e-08  1.01704522e-08  3.54573381e-01  1.09793368e+00  1.65325473e-01  8.52353351e-01 
 1.01704674e-08  1.01704674e-08  3.54390755e-01  1.09826859e+00  1.64748888e-01  8.55635220e-01 
 1.01704829e-08  1.01704829e-08  3.54204847e-01  1.09860858e+00  1.64165904e-01  8.58970717e-01 
 1.01704985e-08  1.01704985e-08  3.54018394e-01  1.09894861e+00  1.63585194e-01  8.62310378e-01 
 1.01705142e-08  1.01705142e-08  3.53829662e-01  1.09929181e+00  1.63001406e-01  8.65684975e-01 
 1.01705300e-08  1.01705300e-08  3.53640537e-01  1.09963474e+00  1.62420415e-01  8.69060496e-01 
 1.01705458e-08  1.01705458e-08  3.53449897e-01  1.09997941e+00  1.61838796e-01  8.72456663e-01 
 1.01705617e-08  1.01705617e-08  3.53259037e-01  1.10032346e+00  1.61260505e-01  8.75850146e-01 
 1.01705777e-08  1.01705777e-08  3.53067250e-01  1.10066816e+00  1.60683396e-01  8.79253224e-01 
 1.01705937e-08  1.01705937e-08  3.52875443e-01  1.10101187e+00  1.60110178e-01  8.82649539e-01 
 1.01706097e-08  1.01706097e-08  3.52683183e-01  1.10135536e+00  1.59539527e-01  8.86046497e-01 
 1.01706257e-08  1.01706257e-08  3.52491113e-01  1.10169747e+00  1.58973312e-01  8.89432466e-01 
 1.01706418e-08  1.01706418e-08  3.52298972e-01  1.10203867e+00  1.58410713e-01  8.92811788e-01 
 1.01706577e-08  1.01706577e-08  3.52107220e-01  1.10237815e+00  1.57853019e-01  8.96176137e-01 
 1.01706737e-08  1.01706737e-08  3.51915701e-01  1.10271617e+00  1.57299709e-01  8.99527990e-01 
 1.01706896e-08  1.01706896e-08  3.51724742e-01  1.10305217e+00  1.56751657e-01  9.02861392e-01 
 1.01707055e-08  1.01707055e-08  3.51534248e-01  1.10338633e+00  1.56208513e-01  9.06177742e-01 
 1.01707213e-08  1.01707213e-08  3.51344449e-01  1.10371824e+00  1.55670847e-01  9.09472826e-01 
 1.01707371e-08  1.01707371e-08  3.51155283e-01  1.10404803e+00  1.55138400e-01  9.12747470e-01 
 1.01707528e-08  1.01707528e-08  3.50966905e-01  1.10437543e+00  1.54611518e-01  9.15998774e-01 
 1.01707684e-08  1.01707684e-08  3.50779266e-01  1.10470054e+00  1.54089978e-01  9.19227319e-01 
 1.01707840e-08  1.01707840e-08  3.50592462e-01  1.10502320e+00  1.53573955e-01  9.22431217e-01 
 1.01707995e-08  1.01707995e-08  3.50406449e-01  1.10534350e+00  1.53063233e-01  9.25611006e-01 
 1.01708149e-08  1.01708149e-08  3.50221276e-01  1.10566136e+00  1.52557857e-01  9.28765594e-01 
 1.01708303e-08  1.01708303e-08  3.50036892e-01  1.10597690e+00  1.52057598e-01  9.31895597e-01 
 1.01708456e-08  1.01708456e-08  3.49853308e-01  1.10629009e+00  1.51562399e-01  9.35000561e-01 
 1.01708608e-08  1.01708608e-08  3.49670463e-01  1.10660105e+00  1.51072011e-01  9.38081241e-01 
 1.01708760e-08  1.01708760e-08  3.49488339e-01  1.10690983e+00  1.50586295e-01  9.41137699e-01 
 1.01708911e-08  1.01708911e-08  3.49306862e-01  1.10721655e+00  1.50104976e-01  9.44170857e-01 
 1.01709062e-08  1.01709062e-08  3.49125984e-01  1.10752131e+00  1.49627852e-01  9.47181195e-01 
 1.01709212e-08  1.01709212e-08  3.48945622e-01  1.10782425e+00  1.49154623e-01  9.50169809e-01 
 1.01709362e-08  1.01709362e-08  3.48765704e-01  1.10812550e+00  1.48685033e-01  9.53137513e-01 
 1.01709512e-08  1.01709512e-08  3.48586131e-01  1.10842523e+00  1.48218758e-01  9.56085570e-01 
 1.01709661e-08  1.01709661e-08  3.48406814e-01  1.10872359e+00  1.47755499e-01  9.59015063e-01 
 1.01709810e-08  1.01709810e-08  3.48227641e-01  1.10902077e+00  1.47294908e-01  9.61927401e-01 
 1.01709960e-08  1.01709960e-08  3.48048504e-01  1.10931695e+00  1.46836652e-01  9.64823882e-01 
 1.01710109e-08  1.01710109e-08  3.47869279e-01  1.10961233e+00  1.46380358e-01  9.67706041e-01 
 1.01710258e-08  1.01710258e-08  3.47689840e-01  1.10990711e+00  1.45925665e-01  9.70575345e-01 
 1.01710408e-08  1.01710408e-08  3.47510051e-01  1.11020152e+00  1.45472179e-01  9.73433435e-01 
 1.01710559e-08  1.01710559e-08  3.47329772e-01  1.11049576e+00  1.45019509e-01  9.76281909e-01 
 1.01710707e-08  1.01710707e-08  3.47152128e-01  1.11078477e+00  1.44575409e-01  9.79071241e-01 
 1.01710854e-08  1.01710854e-08  3.46974876e-01  1.11107220e+00  1.44134174e-01  9.81836596e-01 
 1.01711000e-08  1.01711000e-08  3.46799919e-01  1.11135499e+00  1.43700440e-01  9.84548283e-01 
 1.01711146e-08  1.01711146e-08  3.46625355e-01  1.11163623e+00  1.43269407e-01  9.87235707e-01 
 1.01711290e-08  1.01711290e-08  3.46452425e-01  1.11191395e+00  1.42844055e-01  9.89879689e-01 
 1.01711434e-08  1.01711434e-08  3.46279777e-01  1.11219032e+00  1.42420987e-01  9.92500760e-01 
 1.01711576e-08  1.01711576e-08  3.46108249e-01  1.11246401e+00  1.42002184e-01  9.95086058e-01 
 1.01711719e-08  1.01711719e-08  3.45936884e-01  1.11273656e+00  1.41585249e-01  9.97649808e-01 
 1.01711861e-08  1.01711861e-08  3.45766232e-01  1.11300709e+00  1.41171462e-01  1.00018356e+00 
 1.01712004e-08  1.01712004e-08  3.45595603e-01  1.11327672e+00  1.40759093e-01  1.00269733e+00 
 1.01712146e-08  1.01712146e-08  3.45425344e-01  1.11354487e+00  1.40348935e-01  1.00518571e+00 
 1.01712288e-08  1.01712288e-08  3.45254946e-01  1.11381237e+00  1.39939711e-01  1.00765585e+00 
 1.01712429e-08  1.01712429e-08  3.45084618e-01  1.11407888e+00  1.39531880e-01  1.01010439e+00 
 1.01712572e-08  1.01712572e-08  3.44913974e-01  1.11434500e+00  1.39124479e-01  1.01253650e+00 
 1.01712714e-08  1.01712714e-08  3.44743127e-01  1.11461055e+00  1.38717740e-01  1.01495017e+00 
 1.01712857e-08  1.01712857e-08  3.44571778e-01  1.11487599e+00  1.38310911e-01  1.01734921e+00 
 1.01713000e-08  1.01713000e-08  3.44399968e-01  1.11514124e+00  1.37904065e-01  1.01973256e+00 
 1.01713144e-08  1.01713144e-08  3.44227456e-01  1.11540667e+00  1.37496593e-01  1.02210308e+00 
 1.01713288e-08  1.01713288e-08  3.44054233e-01  1.11567228e+00  1.37088448e-01  1.02446033e+00 
 1.01713433e-08  1.01713433e-08  3.43880091e-01  1.11593837e+00  1.36679112e-01  1.02680659e+00 
 1.01713579e-08  1.01713579e-08  3.43704980e-01  1.11620500e+00  1.36268444e-01  1.02914188e+00 
 1.01713726e-08  1.01713726e-08  3.43528708e-01  1.11647244e+00  1.35855971e-01  1.03146808e+00 
 1.01713874e-08  1.01713874e-08  3.43351189e-01  1.11674081e+00  1.35441470e-01  1.03378561e+00 
 1.01714023e-08  1.01714023e-08  3.43172232e-01  1.11701038e+00  1.35024474e-01  1.03609617e+00 
 1.01714174e-08  1.01714174e-08  3.42991711e-01  1.11728130e+00  1.34604673e-01  1.03840054e+00 
 1.01714325e-08  1.01714325e-08  3.42809458e-01  1.11755380e+00  1.34181659e-01  1.04069994e+00 
 1.01714479e-08  1.01714479e-08  3.42625181e-01  1.11782828e+00  1.33754740e-01  1.04299702e+00 
 1.01714634e-08  1.01714634e-08  3.42438780e-01  1.11810486e+00  1.33323674e-01  1.04529191e+00 
 1.01714792e-08  1.01714792e-08  3.42249897e-01  1.11838402e+00  1.32887621e-01  1.04758780e+00 
 1.01714951e-08  1.01714951e-08  3.42058323e-01  1.11866604e+00  1.32446091e-01  1.04988586e+00 
 1.01715114e-08  1.01715114e-08  3.41863632e-01  1.11895148e+00  1.31998097e-01  1.05218966e+00 
 1.01715279e-08  1.01715279e-08  3.41665463e-01  1.11924081e+00  1.31542806e-01  1.05450173e+00 
 1.01715447e-08  1.01715447e-08  3.41463251e-01  1.11953479e+00  1.31078923e-01  1.05682667e+00 
 1.01715620e-08  1.01715620e-08  3.41256399e-01  1.11983420e+00  1.30605079e-01  1.05916905e+00 
 1.01715797e-08  1.01715797e-08  3.41044052e-01  1.12014019e+00  1.30119333e-01  1.06153580e+00 
 1.01715979e-08  1.01715979e-08  3.40825163e-01  1.12045415e+00  1.29619302e-01  1.06393529e+00 
 1.01716168e-08  1.01716168e-08  3.40598236e-01  1.12077807e+00  1.29101602e-01  1.06637984e+00 
 1.01716366e-08  1.01716366e-08  3.40361181e-01  1.12111474e+00  1.28561500e-01  1.06888673e+00 
 1.01716574e-08  1.01716574e-08  3.40110746e-01  1.12146853e+00  1.27991654e-01  1.07148329e+00 
 1.01716799e-08  1.01716799e-08  3.39841480e-01  1.12184675e+00  1.27379757e-01  1.07421588e+00 
 1.01717048e-08  1.01717048e-08  3.39542590e-01  1.12226398e+00  1.26701449e-01  1.07717760e+00 
 1.01717315e-08  1.01717315e-08  3.39222139e-01  1.12270824e+00  1.25975213e-01  1.08026990e+00 
 1.01717587e-08  1.01717587e-08  3.38895168e-01  1.12315829e+00  1.25235214e-01  1.08333727e+00 
 1.01717847e-08  1.01717847e-08  3.38583432e-01  1.12358433e+00  1.24530611e-01  1.08617989e+00 
 1.01718045e-08  1.01718045e-08  3.38345458e-01  1.12390756e+00  1.23993314e-01  1.08829668e+00 
 1.01718215e-08  1.01718215e-08  3.38141936e-01  1.12418263e+00  1.23534194e-01  1.09007085e+00 
 1.01718374e-08  1.01718374e-08  3.37950751e-01  1.12443988e+00  1.23103233e-01  1.09170739e+00 
 1.01718533e-08  1.01718533e-08  3.37760283e-01  1.12469506e+00  1.22674204e-01  1.09330910e+00 
 1.01718692e-08  1.01718692e-08  3.37569496e-01  1.12494957e+00  1.22244770e-01  1.09488508e+00 
 1.01718849e-08  1.01718849e-08  3.37380721e-01  1.12520032e+00  1.21820180e-01  1.09641673e+00 
 1.01719003e-08  1.01719003e-08  3.37195855e-01  1.12544483e+00  1.21404682e-01  1.09789027e+00 
 1.01719169e-08  1.01719169e-08  3.36997160e-01  1.12570650e+00  1.20958447e-01  1.09944523e+00 
 1.01719319e-08  1.01719319e-08  3.36816696e-01  1.12594314e+00  1.20553470e-01  1.10083196e+00 
 1.01719475e-08  1.01719475e-08  3.36629486e-01  1.12618759e+00  1.20133672e-01  1.10224516e+00 
 1.01719620e-08  1.01719620e-08  3.36456423e-01  1.12641266e+00  1.19745896e-01  1.10352886e+00 
 1.01719767e-08  1.01719767e-08  3.36279713e-01  1.12664154e+00  1.19350253e-01  1.10481739e+00 
 1.01719906e-08  1.01719906e-08  3.36112591e-01  1.12685717e+00  1.18976364e-01  1.10601561e+00 
 1.01720047e-08  1.01720047e-08  3.35943514e-01  1.12707448e+00  1.18598397e-01  1.10720794e+00 
 1.01720182e-08  1.01720182e-08  3.35781049e-01  1.12728250e+00  1.18235497e-01  1.10833504e+00 
 1.01720319e-08  1.01720319e-08  3.35616909e-01  1.12749189e+00  1.17869149e-01  1.10945547e+00 
 1.01720452e-08  1.01720452e-08  3.35457047e-01  1.12769507e+00  1.17512641e-01  1.11052927e+00 
 1.01720587e-08  1.01720587e-08  3.35296175e-01  1.12789879e+00  1.17154181e-01  1.11159274e+00 
 1.01720718e-08  1.01720718e-08  3.35138286e-01  1.12809800e+00  1.16802669e-01  1.11262002e+00 
 1.01720850e-08  1.01720850e-08  3.34979886e-01  1.12829713e+00  1.16450329e-01  1.11363445e+00 
 1.01720980e-08  1.01720980e-08  3.34823590e-01  1.12849292e+00  1.16102980e-01  1.11461978e+00 
 1.01721111e-08  1.01721111e-08  3.34667059e-01  1.12868831e+00  1.15755431e-01  1.11559123e+00 
 1.01721240e-08  1.01721240e-08  3.34511998e-01  1.12888117e+00  1.15411470e-01  1.11653863e+00 
 1.01721369e-08  1.01721369e-08  3.34356835e-01  1.12907348e+00  1.15067618e-01  1.11747200e+00 
 1.01721498e-08  1.01721498e-08  3.34202680e-01  1.12926387e+00  1.14726340e-01  1.11838501e+00 
 1.01721626e-08  1.01721626e-08  3.34048503e-01  1.12945362e+00  1.14385363e-01  1.11928410e+00 
 1.01721754e-08  1.01721754e-08  3.33894926e-01  1.12964197e+00  1.14046068e-01  1.12016595e+00 
 1.01721882e-08  1.01721882e-08  3.33741341e-01  1.12982968e+00  1.13707122e-01  1.12103433e+00 
 1.01722010e-08  1.01722010e-08  3.33588120e-01  1.13001629e+00  1.13369355e-01  1.12188739e+00 
 1.01722138e-08  1.01722138e-08  3.33434842e-01  1.13020232e+00  1.13031848e-01  1.12272772e+00 
 1.01722265e-08  1.01722265e-08  3.33281737e-01  1.13038750e+00  1.12695114e-01  1.12355428e+00 
 1.01722393e-08  1.01722393e-08  3.33128507e-01  1.13057218e+00  1.12358512e-01  1.12436888e+00 
 1.01722521e-08  1.01722521e-08  3.32975293e-01  1.13075621e+00  1.12022358e-01  1.12517098e+00 
 1.01722648e-08  1.01722648e-08  3.32821881e-01  1.13093984e+00  1.11686198e-01  1.12596186e+00 
 1.01722776e-08  1.01722776e-08  3.32668354e-01  1.13112298e+00  1.11350221e-01  1.12674126e+00 
 1.01722905e-08  1.01722905e-08  3.32514556e-01  1.13130580e+00  1.11014101e-01  1.12751011e+00 
 1.01723033e-08  1.01723033e-08  3.32360529e-01  1.13148826e+00  1.10677942e-01  1.12826836e+00 
 1.01723162e-08  1.01723162e-08  3.32206158e-01  1.13167050e+00  1.10341506e-01  1.12901669e+00 
 1.01723290e-08  1.01723290e-08  3.32051460e-01  1.13185249e+00  1.10004841e-01  1.12975515e+00 
 1.01723420e-08  1.01723420e-08  3.31896346e-01  1.13203434e+00  1.09667770e-01  1.13048427e+00 
 1.01723549e-08  1.01723549e-08  3.31740808e-01  1.13221606e+00  1.09330290e-01  1.13120418e+00 
 1.01723679e-08  1.01723679e-08  3.31584806e-01  1.13239768e+00  1.08992329e-01  1.13191517e+00 
 1.01723810e-08  1.01723810e-08  3.31428288e-01  1.13257927e+00  1.08653790e-01  1.13261755e+00 
 1.01723941e-08  1.01723941e-08  3.31271234e-01  1.13276085e+00  1.08314645e-01  1.13331151e+00 
 1.01724072e-08  1.01724072e-08  3.31113596e-01  1.13294247e+00  1.07974809e-01  1.13399732e+00 
 1.01724204e-08  1.01724204e-08  3.30955354e-01  1.13312415e+00  1.07634253e-01  1.13467514e+00 
 1.01724336e-08  1.01724336e-08  3.30796467e-01  1.13330593e+00  1.07292907e-01  1.13534521e+00 
 1.01724469e-08  1.01724469e-08  3.30636910e-01  1.13348783e+00  1.06950737e-01  1.13600768e+00 
 1.01724603e-08  1.01724603e-08  3.30476647e-01  1.13366990e+00  1.06607685e-01  1.13666276e+00 
 1.01724737e-08  1.01724737e-08  3.30315654e-01  1.13385215e+00  1.06263716e-01  1.13731059e+00 
 1.01724872e-08  1.01724872e-08  3.30153899e-01  1.13403462e+00  1.05918781e-01  1.13795135e+00 
 1.01725007e-08  1.01725007e-08  3.29991355e-01  1.13421732e+00  1.05572847e-01  1.13858518e+00 
 1.01725143e-08  1.01725143e-08  3.29827994e-01  1.13440030e+00  1.05225870e-01  1.13921222e+00 
 1.01725280e-08  1.01725280e-08  3.29663790e-01  1.13458356e+00  1.04877819e-01  1.13983261e+00 
 1.01725418e-08  1.01725418e-08  3.29498717e-01  1.13476713e+00  1.04528657e-01  1.14044647e+00 
 1.01725556e-08  1.01725556e-08  3.29332749e-01  1.13495104e+00  1.04178356e-01  1.14105392e+00 
 1.01725695e-08  1.01725695e-08  3.29165860e-01  1.13513530e+00  1.03826882e-01  1.14165509e+00 
 1.01725835e-08  1.01725835e-08  3.28998027e-01  1.13531994e+00  1.03474209e-01  1.14225006e+00 
 1.01725976e-08  1.01725976e-08  3.28829225e-01  1.13550496e+00  1.03120309e-01  1.14283895e+00 
 1.01726117e-08  1.01726117e-08  3.28659432e-01  1.13569041e+00  1.02765157e-01  1.14342186e+00 
 1.01726259e-08  1.01726259e-08  3.28488654e-01  1.13587624e+00  1.02408797e-01  1.14399877e+00 
 1.01726403e-08  1.01726403e-08  3.28316778e-01  1.13606259e+00  1.02051012e-01  1.14457007e+00 
 1.01726547e-08  1.01726547e-08  3.28143883e-01  1.13624935e+00  1.01691997e-01  1.14513552e+00 
 1.01726692e-08  1.01726692e-08  3.27969870e-01  1.13643663e+00  1.01331570e-01  1.14569543e+00 
 1.01726838e-08  1.01726838e-08  3.27794787e-01  1.13662436e+00  1.00969858e-01  1.14624967e+00 
 1.01726985e-08  1.01726985e-08  3.27618553e-01  1.13681262e+00  1.00606722e-01  1.14679849e+00 
 1.01727132e-08  1.01727132e-08  3.27441195e-01  1.13700139e+00  1.00242243e-01  1.14734181e+00 
 1.01727281e-08  1.01727281e-08  3.27262651e-01  1.13719070e+00  9.98763258e-02  1.14787982e+00 
 1.01727431e-08  1.01727431e-08  3.27082933e-01  1.13738054e+00  9.95090222e-02  1.14841250e+00 
 1.01727582e-08  1.01727582e-08  3.26901993e-01  1.13757095e+00  9.91402653e-02  1.14893997e+00 
 1.01727733e-08  1.01727733e-08  3.26719835e-01  1.13776192e+00  9.87700888e-02  1.14946223e+00 
 1.01727886e-08  1.01727886e-08  3.26536418e-01  1.13795347e+00  9.83984450e-02  1.14997940e+00 
 1.01728040e-08  1.01728040e-08  3.26351738e-01  1.13814561e+00  9.80253552e-02  1.15049147e+00 
 1.01728195e-08  1.01728195e-08  3.26165763e-01  1.13833836e+00  9.76507856e-02  1.15099854e+00 
 1.01728351e-08  1.01728351e-08  3.25978483e-01  1.13853171e+00  9.72747491e-02  1.15150063e+00 
 1.01728508e-08  1.01728508e-08  3.25789870e-01  1.13872569e+00  9.68972216e-02  1.15199780e+00 
 1.01728667e-08  1.01728667e-08  3.25599912e-01  1.13892029e+00  9.65182110e-02  1.15249010e+00 
 1.01728826e-08  1.01728826e-08  3.25408581e-01  1.13911553e+00  9.61377000e-02  1.15297757e+00 
 1.01728987e-08  1.01728987e-08  3.25215865e-01  1.13931142e+00  9.57556934e-02  1.15346026e+00 
 1.01729149e-08  1.01729149e-08  3.25021738e-01  1.13950797e+00  9.53721788e-02  1.15393821e+00 
 1.01729312e-08  1.01729312e-08  3.24826184e-01  1.13970518e+00  9.49871589e-02  1.15441145e+00 
 1.01729476e-08  1.01729476e-08  3.24629182e-01  1.13990306e+00  9.46006252e-02  1.15488005e+00 
 1.01729641e-08  1.01729641e-08  3.24430712e-01  1.14010162e+00  9.42125792e-02  1.15534402e+00 
 1.01729808e-08  1.01729808e-08  3.24230753e-01  1.14030088e+00  9.38230148e-02  1.15580342e+00 
 1.01729976e-08  1.01729976e-08  3.24029286e-01  1.14050082e+00  9.34319331e-02  1.15625828e+00 
 1.01730145e-08  1.01730145e-08  3.23826290e-01  1.14070148e+00  9.30393298e-02  1.15670864e+00 
 1.01730315e-08  1.01730315e-08  3.23621744e-01  1.14090284e+00  9.26452055e-02  1.15715454e+00 
 1.01730487e-08  1.01730487e-08  3.23415627e-01  1.14110492e+00  9.22495574e-02  1.15759602e+00 
 1.01730660e-08  1.01730660e-08  3.23207919e-01  1.14130773e+00  9.18523861e-02  1.15803311e+00 
 1.01730835e-08  1.01730835e-08  3.22998597e-01  1.14151127e+00  9.14536894e-02  1.15846586e+00 
 1.01731010e-08  1.01731010e-08  3.22787640e-01  1.14171556e+00  9.10534678e-02  1.15889430e+00 
 1.01731187e-08  1.01731187e-08  3.22575025e-01  1.14192059e+00  9.06517198e-02  1.15931846e+00 
 1.01731366e-08  1.01731366e-08  3.22360731e-01  1.14212638e+00  9.02484458e-02  1.15973839e+00 
 1.01731546e-08  1.01731546e-08  3.22144734e-01  1.14233293e+00  8.98436446e-02  1.16015412e+00 
 1.01731727e-08  1.01731727e-08  3.21927011e-01  1.14254026e+00  8.94373162e-02  1.16056569e+00 
 1.01731910e-08  1.01731910e-08  3.21707537e-01  1.14274837e+00  8.90294598e-02  1.16097314e+00 
 1.01732095e-08  1.01732095e-08  3.21486290e-01  1.14295726e+00  8.86200750e-02  1.16137650e+00 
 1.01732281e-08  1.01732281e-08  3.21263244e-01  1.14316695e+00  8.82091609e-02  1.16177581e+00 
 1.01732468e-08  1.01732468e-08  3.21038374e-01  1.14337744e+00  8.77967168e-02  1.16217111e+00 
 1.01732657e-08  1.01732657e-08  3.20811653e-01  1.14358875e+00  8.73827416e-02  1.16256244e+00 
 1.01732847e-08  1.01732847e-08  3.20583057e-01  1.14380087e+00  8.69672342e-02  1.16294984e+00 
 1.01733040e-08  1.01733040e-08  3.20352556e-01  1.14401383e+00  8.65501929e-02  1.16333333e+00 
 1.01733233e-08  1.01733233e-08  3.20120125e-01  1.14422762e+00  8.61316162e-02  1.16371297e+00 
 1.01733429e-08  1.01733429e-08  3.19885733e-01  1.14444226e+00  8.57115021e-02  1.16408878e+00 
 1.01733626e-08  1.01733626e-08  3.19649354e-01  1.14465776e+00  8.52898482e-02  1.16446082e+00 
 1.01733824e-08  1.01733824e-08  3.19410955e-01  1.14487412e+00  8.48666519e-02  1.16482912e+00 
 1.01734025e-08  1.01734025e-08  3.19170507e-01  1.14509136e+00  8.44419103e-02  1.16519371e+00 
 1.01734227e-08  1.01734227e-08  3.18927979e-01  1.14530949e+00  8.40156199e-02  1.16555464e+00 
 1.01734431e-08  1.01734431e-08  3.18683337e-01  1.14552851e+00  8.35877770e-02  1.16591195e+00 
 1.01734636e-08  1.01734636e-08  3.18436550e-01  1.14574844e+00  8.31583775e-02  1.16626568e+00 
 1.01734844e-08  1.01734844e-08  3.18187582e-01  1.14596928e+00  8.27274167e-02  1.16661587e+00 
 1.01735053e-08  1.01735053e-08  3.17936399e-01  1.14619105e+00  8.22948895e-02  1.16696256e+00 
 1.01735264e-08  1.01735264e-08  3.17682965e-01  1.14641377e+00  8.18607904e-02  1.16730579e+00 
 1.01735477e-08  1.01735477e-08  3.17427243e-01  1.14663743e+00  8.14251133e-02  1.16764560e+00 
 1.01735692e-08  1.01735692e-08  3.17169194e-01  1.14686206e+00  8.09878517e-02  1.16798204e+00 
 1.01735909e-08  1.01735909e-08  3.16908780e-01  1.14708767e+00  8.05489985e-02  1.16831515e+00 
 1.01736128e-08  1.01736128e-08  3.16645961e-01  1.14731426e+00  8.01085461e-02  1.16864497e+00 
 1.01736349e-08  1.01736349e-08  3.16380694e-01  1.14754186e+00  7.96664862e-02  1.16897154e+00 
 1.01736573e-08  1.01736573e-08  3.16112937e-01  1.14777048e+00  7.92228101e-02  1.16929491e+00 
 1.01736798e-08  1.01736798e-08  3.15842646e-01  1.14800012e+00  7.87775085e-02  1.16961512e+00 
 1.01737025e-08  1.01737025e-08  3.15569776e-01  1.14823081e+00  7.83305714e-02  1.16993222e+00 
 1.01737255e-08  1.01737255e-08  3.15294280e-01  1.14846255e+00  7.78819883e-02  1.17024624e+00 
 1.01737487e-08  1.01737487e-08  3.15016110e-01  1.14869538e+00  7.74317480e-02  1.17055723e+00 
 1.01737721e-08  1.01737721e-08  3.14735217e-01  1.14892929e+00  7.69798387e-02  1.17086524e+00 
 1.01737957e-08  1.01737957e-08  3.14451549e-01  1.14916430e+00  7.65262480e-02  1.17117031e+00 
 1.01738196e-08  1.01738196e-08  3.14165055e-01  1.14940044e+00  7.60709628e-02  1.17147249e+00 
 1.01738437e-08  1.01738437e-08  3.13875679e-01  1.14963772e+00  7.56139693e-02  1.17177182e+00 
 1.01738681e-08  1.01738681e-08  3.13583366e-01  1.14987615e+00  7.51552531e-02  1.17206835e+00 
 1.01738927e-08  1.01738927e-08  3.13288058e-01  1.15011575e+00  7.46947991e-02  1.17236212e+00 
 1.01739175e-08  1.01739175e-08  3.12989696e-01  1.15035655e+00  7.42325915e-02  1.17265318e+00 
 1.01739426e-08  1.01739426e-08  3.12688219e-01  1.15059856e+00  7.37686138e-02  1.17294157e+00 
 1.01739680e-08  1.01739680e-08  3.12383564e-01  1.15084180e+00  7.33028488e-02  1.17322734e+00 
 1.01739937e-08  1.01739937e-08  3.12075664e-01  1.15108629e+00  7.28352786e-02  1.17351054e+00 
 1.01740196e-08  1.01740196e-08  3.11764453e-01  1.15133204e+00  7.23658846e-02  1.17379122e+00 
 1.01740458e-08  1.01740458e-08  3.11449862e-01  1.15157909e+00  7.18946475e-02  1.17406941e+00 
 1.01740723e-08  1.01740723e-08  3.11131819e-01  1.15182745e+00  7.14215472e-02  1.17434518e+00 
 1.01740991e-08  1.01740991e-08  3.10810250e-01  1.15207714e+00  7.09465630e-02  1.17461855e+00 
 1.01741262e-08  1.01741262e-08  3.10485078e-01  1.15232818e+00  7.04696733e-02  1.17488959e+00 
 1.01741536e-08  1.01741536e-08  3.10156225e-01  1.15258060e+00  6.99908559e-02  1.17515834e+00 
