 time            time            v(gate_charge)  ig_charge       id_charge       is_charge       ib_charge       i_total         qg_approx       qd_approx       qs_approx       qb_approx       q_total        
 5.01654825e-08  5.01654825e-08  1.20000000e+00 -3.73429552e-07 -1.53381693e-02  1.53382123e-02  3.30469300e-07 -7.81365659e-17 -2.43101454e-14 -4.77739646e-10  4.77752778e-10  1.11763926e-14 -1.19995493e-18 
 5.01655118e-08  5.01655118e-08  1.20000000e+00 -3.73429552e-07 -1.53381693e-02  1.53382123e-02  3.30469300e-07 -2.05798831e-16 -2.43101564e-14 -4.77740096e-10  4.77753228e-10  1.11764023e-14 -1.19995494e-18 
 5.01655412e-08  5.01655412e-08  1.20000000e+00 -3.73429552e-07 -1.53381693e-02  1.53382123e-02  3.30469300e-07  1.07581761e-16 -2.43101674e-14 -4.77740547e-10  4.77753679e-10  1.11764120e-14 -1.19995502e-18 
 5.01655703e-08  5.01655703e-08  1.20000000e+00 -3.73429552e-07 -1.53381693e-02  1.53382123e-02  3.30469300e-07  1.00443284e-16 -2.43101782e-14 -4.77740993e-10  4.77754125e-10  1.11764216e-14 -1.19995499e-18 
 5.01655994e-08  5.01655994e-08  1.20000000e+00 -3.73429552e-07 -1.53381693e-02  1.53382123e-02  3.30469300e-07  4.32436260e-17 -2.43101891e-14 -4.77741439e-10  4.77754571e-10  1.11764312e-14 -1.19995496e-18 
 5.01656282e-08  5.01656282e-08  1.20000000e+00 -3.73429552e-07 -1.53381693e-02  1.53382123e-02  3.30469300e-07 -1.61513989e-16 -2.43101998e-14 -4.77741880e-10  4.77755013e-10  1.11764407e-14 -1.19995498e-18 
 5.01656569e-08  5.01656569e-08  1.20000000e+00 -3.73429552e-07 -1.53381693e-02  1.53382123e-02  3.30469300e-07 -2.15671953e-16 -2.43102105e-14 -4.77742320e-10  4.77755453e-10  1.11764502e-14 -1.19995508e-18 
 5.01656853e-08  5.01656853e-08  1.20000000e+00 -3.73429552e-07 -1.53381693e-02  1.53382123e-02  3.30469300e-07 -1.91644116e-16 -2.43102211e-14 -4.77742755e-10  4.77755888e-10  1.11764596e-14 -1.19995501e-18 
 5.01657135e-08  5.01657135e-08  1.20000000e+00 -3.73429552e-07 -1.53381693e-02  1.53382123e-02  3.30469300e-07  1.74128269e-17 -2.43102317e-14 -4.77743188e-10  4.77756321e-10  1.11764689e-14 -1.19995502e-18 
 5.01657413e-08  5.01657413e-08  1.20000000e+00 -3.73429552e-07 -1.53381693e-02  1.53382123e-02  3.30469300e-07 -1.11422631e-16 -2.43102421e-14 -4.77743616e-10  4.77756748e-10  1.11764781e-14 -1.19995492e-18 
 5.01657690e-08  5.01657690e-08  1.20000000e+00 -3.73429552e-07 -1.53381693e-02  1.53382123e-02  3.30469300e-07  2.43457015e-16 -2.43102524e-14 -4.77744039e-10  4.77757172e-10  1.11764872e-14 -1.19995500e-18 
 5.01657962e-08  5.01657962e-08  1.20000000e+00 -3.73429552e-07 -1.53381693e-02  1.53382123e-02  3.30469300e-07  5.62407113e-17 -2.43102626e-14 -4.77744458e-10  4.77757590e-10  1.11764962e-14 -1.19995496e-18 
 5.01658232e-08  5.01658232e-08  1.20000000e+00 -3.73429552e-07 -1.53381693e-02  1.53382123e-02  3.30469300e-07  2.59103408e-16 -2.43102726e-14 -4.77744871e-10  4.77758004e-10  1.11765052e-14 -1.19995496e-18 
 5.01658497e-08  5.01658497e-08  1.20000000e+00 -3.73429552e-07 -1.53381693e-02  1.53382123e-02  3.30469300e-07 -1.98333718e-16 -2.43102826e-14 -4.77745279e-10  4.77758411e-10  1.11765139e-14 -1.19995500e-18 
 5.01658760e-08  5.01658760e-08  1.20000000e+00 -3.73429552e-07 -1.53381693e-02  1.53382123e-02  3.30469300e-07 -1.76268615e-17 -2.43102924e-14 -4.77745681e-10  4.77758813e-10  1.11765226e-14 -1.19995503e-18 
 5.01659018e-08  5.01659018e-08  1.20000000e+00 -3.73429552e-07 -1.53381693e-02  1.53382123e-02  3.30469300e-07  9.21546965e-17 -2.43103020e-14 -4.77746077e-10  4.77759209e-10  1.11765311e-14 -1.19995507e-18 
 5.01659272e-08  5.01659272e-08  1.20000000e+00 -3.73429552e-07 -1.53381693e-02  1.53382123e-02  3.30469300e-07  2.42203777e-17 -2.43103115e-14 -4.77746467e-10  4.77759600e-10  1.11765395e-14 -1.19995506e-18 
 5.01659523e-08  5.01659523e-08  1.20000000e+00 -3.73429552e-07 -1.53381693e-02  1.53382123e-02  3.30469300e-07 -1.54846728e-16 -2.43103209e-14 -4.77746851e-10  4.77759984e-10  1.11765478e-14 -1.19995502e-18 
 5.01659770e-08  5.01659770e-08  1.20000000e+00 -3.73429552e-07 -1.53381693e-02  1.53382123e-02  3.30469300e-07  2.99444093e-16 -2.43103301e-14 -4.77747230e-10  4.77760363e-10  1.11765560e-14 -1.19995500e-18 
 5.01660013e-08  5.01660013e-08  1.20000000e+00 -3.73429552e-07 -1.53381693e-02  1.53382123e-02  3.30469300e-07  1.14494873e-16 -2.43103391e-14 -4.77747602e-10  4.77760735e-10  1.11765640e-14 -1.19995507e-18 
 5.01660252e-08  5.01660252e-08  1.20000000e+00 -3.73429552e-07 -1.53381693e-02  1.53382123e-02  3.30469300e-07  9.17177863e-17 -2.43103481e-14 -4.77747970e-10  4.77761102e-10  1.11765719e-14 -1.19995506e-18 
 5.01660488e-08  5.01660488e-08  1.20000000e+00 -3.73429552e-07 -1.53381693e-02  1.53382123e-02  3.30469300e-07  8.19836308e-17 -2.43103569e-14 -4.77748331e-10  4.77761464e-10  1.11765797e-14 -1.19995503e-18 
 5.01660720e-08  5.01660720e-08  1.20000000e+00 -3.73429552e-07 -1.53381693e-02  1.53382123e-02  3.30469300e-07 -9.59082171e-17 -2.43103656e-14 -4.77748688e-10  4.77761820e-10  1.11765874e-14 -1.19995495e-18 
 5.01660949e-08  5.01660949e-08  1.20000000e+00 -3.73429552e-07 -1.53381693e-02  1.53382123e-02  3.30469300e-07  1.58007008e-16 -2.43103741e-14 -4.77749039e-10  4.77762171e-10  1.11765950e-14 -1.19995497e-18 
 5.01661175e-08  5.01661175e-08  1.20000000e+00 -3.73429552e-07 -1.53381693e-02  1.53382123e-02  3.30469300e-07 -2.95647215e-16 -2.43103825e-14 -4.77749385e-10  4.77762518e-10  1.11766024e-14 -1.19995486e-18 
 5.01661398e-08  5.01661398e-08  1.20000000e+00 -3.73429552e-07 -1.53381693e-02  1.53382123e-02  3.30469300e-07 -2.40135429e-16 -2.43103909e-14 -4.77749727e-10  4.77762859e-10  1.11766098e-14 -1.19995494e-18 
 5.01661617e-08  5.01661617e-08  1.20000000e+00 -3.73429552e-07 -1.53381693e-02  1.53382123e-02  3.30469300e-07 -6.14642047e-17 -2.43103991e-14 -4.77750064e-10  4.77763196e-10  1.11766170e-14 -1.19995491e-18 
 5.01661834e-08  5.01661834e-08  1.20000000e+00 -3.73429552e-07 -1.53381693e-02  1.53382123e-02  3.30469300e-07 -8.23997886e-17 -2.43104072e-14 -4.77750397e-10  4.77763529e-10  1.11766242e-14 -1.19995492e-18 
 5.01662049e-08  5.01662049e-08  1.20000000e+00 -3.73429552e-07 -1.53381693e-02  1.53382123e-02  3.30469300e-07  1.52457831e-16 -2.43104152e-14 -4.77750725e-10  4.77763858e-10  1.11766313e-14 -1.19995495e-18 
 5.01662260e-08  5.01662260e-08  1.20000000e+00 -3.73429552e-07 -1.53381693e-02  1.53382123e-02  3.30469300e-07  8.70554523e-17 -2.43104231e-14 -4.77751050e-10  4.77764183e-10  1.11766383e-14 -1.19995497e-18 
 5.01662470e-08  5.01662470e-08  1.20000000e+00 -3.73429552e-07 -1.53381693e-02  1.53382123e-02  3.30469300e-07  6.08075424e-17 -2.43104309e-14 -4.77751371e-10  4.77764504e-10  1.11766452e-14 -1.19995505e-18 
 5.01662677e-08  5.01662677e-08  1.20000000e+00 -3.73429552e-07 -1.53381693e-02  1.53382123e-02  3.30469300e-07 -1.97678432e-16 -2.43104386e-14 -4.77751689e-10  4.77764821e-10  1.11766520e-14 -1.19995503e-18 
 5.01662882e-08  5.01662882e-08  1.20000000e+00 -3.73429552e-07 -1.53381693e-02  1.53382123e-02  3.30469300e-07 -6.84529782e-16 -2.43104463e-14 -4.77752003e-10  4.77765136e-10  1.11766588e-14 -1.19995500e-18 
 5.01663084e-08  5.01663084e-08  1.20000000e+00 -3.73429552e-07 -1.53381693e-02  1.53382123e-02  3.30469300e-07 -3.05724049e-16 -2.43104539e-14 -4.77752314e-10  4.77765447e-10  1.11766655e-14 -1.19995490e-18 
 5.01663285e-08  5.01663285e-08  1.20000000e+00 -3.73429552e-07 -1.53381693e-02  1.53382123e-02  3.30469300e-07 -1.42755862e-16 -2.43104614e-14 -4.77752622e-10  4.77765755e-10  1.11766722e-14 -1.19995508e-18 
 5.01663484e-08  5.01663484e-08  1.20000000e+00 -3.73429552e-07 -1.53381693e-02  1.53382123e-02  3.30469300e-07 -2.26238000e-16 -2.43104688e-14 -4.77752927e-10  4.77766060e-10  1.11766787e-14 -1.19995509e-18 
 5.01663682e-08  5.01663682e-08  1.20000000e+00 -3.73429552e-07 -1.53381693e-02  1.53382123e-02  3.30469300e-07 -2.71732193e-16 -2.43104762e-14 -4.77753230e-10  4.77766363e-10  1.11766853e-14 -1.19995513e-18 
 5.01663878e-08  5.01663878e-08  1.20000000e+00 -3.73429552e-07 -1.53381693e-02  1.53382123e-02  3.30469300e-07 -7.07504016e-16 -2.43104835e-14 -4.77753531e-10  4.77766663e-10  1.11766917e-14 -1.19995506e-18 
 5.01664072e-08  5.01664072e-08  1.20000000e+00 -3.73429552e-07 -1.53381693e-02  1.53382123e-02  3.30469300e-07 -4.35851232e-16 -2.43104907e-14 -4.77753829e-10  4.77766961e-10  1.11766982e-14 -1.19995521e-18 
 5.01664265e-08  5.01664265e-08  1.20000000e+00 -3.73429552e-07 -1.53381693e-02  1.53382123e-02  3.30469300e-07 -3.59781003e-16 -2.43104979e-14 -4.77754125e-10  4.77767257e-10  1.11767045e-14 -1.19995519e-18 
 5.01664457e-08  5.01664457e-08  1.20000000e+00 -3.73429552e-07 -1.53381693e-02  1.53382123e-02  3.30469300e-07 -3.03101635e-16 -2.43105051e-14 -4.77754419e-10  4.77767551e-10  1.11767109e-14 -1.19995515e-18 
 5.01664647e-08  5.01664647e-08  1.20000000e+00 -3.73429552e-07 -1.53381693e-02  1.53382123e-02  3.30469300e-07 -5.58762595e-16 -2.43105122e-14 -4.77754711e-10  4.77767844e-10  1.11767172e-14 -1.19995512e-18 
 5.01664837e-08  5.01664837e-08  1.20000000e+00 -3.73429552e-07 -1.53381693e-02  1.53382123e-02  3.30469300e-07 -4.67790886e-16 -2.43105193e-14 -4.77755002e-10  4.77768135e-10  1.11767234e-14 -1.19995522e-18 
 5.01665026e-08  5.01665026e-08  1.20000000e+00 -3.73429552e-07 -1.53381693e-02  1.53382123e-02  3.30469300e-07 -6.87644216e-16 -2.43105264e-14 -4.77755292e-10  4.77768425e-10  1.11767297e-14 -1.19995519e-18 
 5.01665214e-08  5.01665214e-08  1.20000000e+00 -3.73429552e-07 -1.53381693e-02  1.53382123e-02  3.30469300e-07 -2.59110131e-16 -2.43105334e-14 -4.77755581e-10  4.77768714e-10  1.11767359e-14 -1.19995510e-18 
 5.01665402e-08  5.01665402e-08  1.20000000e+00 -3.73429552e-07 -1.53381693e-02  1.53382123e-02  3.30469300e-07 -1.02938432e-16 -2.43105404e-14 -4.77755869e-10  4.77769002e-10  1.11767421e-14 -1.19995512e-18 
 5.01665590e-08  5.01665590e-08  1.20000000e+00 -3.73429552e-07 -1.53381693e-02  1.53382123e-02  3.30469300e-07 -7.47154581e-16 -2.43105474e-14 -4.77756157e-10  4.77769290e-10  1.11767483e-14 -1.19995499e-18 
 5.01665777e-08  5.01665777e-08  1.20000000e+00 -3.73429552e-07 -1.53381693e-02  1.53382123e-02  3.30469300e-07  1.74771273e-16 -2.43105544e-14 -4.77756444e-10  4.77769577e-10  1.11767545e-14 -1.19995500e-18 
 5.01665965e-08  5.01665965e-08  1.20000000e+00 -3.73429552e-07 -1.53381693e-02  1.53382123e-02  3.30469300e-07 -3.79878871e-16 -2.43105614e-14 -4.77756732e-10  4.77769865e-10  1.11767607e-14 -1.19995504e-18 
 5.01666153e-08  5.01666153e-08  1.20000000e+00 -3.73429552e-07 -1.53381693e-02  1.53382123e-02  3.30469300e-07 -1.97675785e-16 -2.43105684e-14 -4.77757020e-10  4.77770153e-10  1.11767669e-14 -1.19995508e-18 
 5.01666341e-08  5.01666341e-08  1.20000000e+00 -3.73429552e-07 -1.53381693e-02  1.53382123e-02  3.30469300e-07 -2.61823443e-16 -2.43105755e-14 -4.77757309e-10  4.77770442e-10  1.11767731e-14 -1.19995504e-18 
 5.01666530e-08  5.01666530e-08  1.20000000e+00 -3.73429552e-07 -1.53381693e-02  1.53382123e-02  3.30469300e-07 -6.29148227e-16 -2.43105825e-14 -4.77757600e-10  4.77770732e-10  1.11767794e-14 -1.19995511e-18 
 5.01666721e-08  5.01666721e-08  1.20000000e+00 -3.73429552e-07 -1.53381693e-02  1.53382123e-02  3.30469300e-07  1.44158390e-16 -2.43105897e-14 -4.77757892e-10  4.77771024e-10  1.11767857e-14 -1.19995500e-18 
 5.01666913e-08  5.01666913e-08  1.20000000e+00 -3.73429552e-07 -1.53381693e-02  1.53382123e-02  3.30469300e-07 -1.01926037e-15 -2.43105968e-14 -4.77758186e-10  4.77771319e-10  1.11767920e-14 -1.19995496e-18 
 5.01667106e-08  5.01667106e-08  1.20000000e+00 -3.73429552e-07 -1.53381693e-02  1.53382123e-02  3.30469300e-07 -2.85883837e-16 -2.43106040e-14 -4.77758482e-10  4.77771614e-10  1.11767984e-14 -1.19995498e-18 
 5.01667300e-08  5.01667300e-08  1.20000000e+00 -3.73429552e-07 -1.53381693e-02  1.53382123e-02  3.30469300e-07 -9.61449575e-16 -2.43106113e-14 -4.77758780e-10  4.77771913e-10  1.11768048e-14 -1.19995502e-18 
 5.01667497e-08  5.01667497e-08  1.20000000e+00 -3.73429552e-07 -1.53381693e-02  1.53382123e-02  3.30469300e-07 -2.51925598e-17 -2.43106186e-14 -4.77759082e-10  4.77772214e-10  1.11768113e-14 -1.19995503e-18 
 5.01667696e-08  5.01667696e-08  1.20000000e+00 -3.73429552e-07 -1.53381693e-02  1.53382123e-02  3.30469300e-07  1.55149754e-16 -2.43106261e-14 -4.77759387e-10  4.77772520e-10  1.11768179e-14 -1.19995499e-18 
 5.01667898e-08  5.01667898e-08  1.20000000e+00 -3.73429552e-07 -1.53381693e-02  1.53382123e-02  3.30469300e-07 -2.55568581e-16 -2.43106336e-14 -4.77759698e-10  4.77772830e-10  1.11768246e-14 -1.19995493e-18 
 5.01668105e-08  5.01668105e-08  1.20000000e+00 -3.73429552e-07 -1.53381693e-02  1.53382123e-02  3.30469300e-07 -5.49015893e-16 -2.43106413e-14 -4.77760014e-10  4.77773147e-10  1.11768314e-14 -1.19995497e-18 
 5.01668316e-08  5.01668316e-08  1.20000000e+00 -3.73429552e-07 -1.53381693e-02  1.53382123e-02  3.30469300e-07 -1.31335635e-16 -2.43106492e-14 -4.77760339e-10  4.77773471e-10  1.11768384e-14 -1.19995498e-18 
 5.01668534e-08  5.01668534e-08  1.20000000e+00 -3.73429552e-07 -1.53381693e-02  1.53382123e-02  3.30469300e-07 -2.70501348e-16 -2.43106574e-14 -4.77760673e-10  4.77773805e-10  1.11768456e-14 -1.19995495e-18 
 5.01668759e-08  5.01668759e-08  1.20000000e+00 -3.73429552e-07 -1.53381693e-02  1.53382123e-02  3.30469300e-07 -1.52038761e-16 -2.43106658e-14 -4.77761018e-10  4.77774151e-10  1.11768531e-14 -1.19995486e-18 
 5.01668995e-08  5.01668995e-08  1.20000000e+00 -3.73429552e-07 -1.53381693e-02  1.53382123e-02  3.30469300e-07  5.88623312e-17 -2.43106746e-14 -4.77761380e-10  4.77774513e-10  1.11768609e-14 -1.19995491e-18 
 5.01669245e-08  5.01669245e-08  1.20000000e+00 -3.73429552e-07 -1.53381693e-02  1.53382123e-02  3.30469300e-07 -4.05424273e-16 -2.43106839e-14 -4.77761763e-10  4.77774896e-10  1.11768691e-14 -1.19995492e-18 
 5.01669492e-08  5.01669492e-08  1.20000000e+00 -3.73429552e-07 -1.53381693e-02  1.53382123e-02  3.30469300e-07 -9.52422375e-17 -2.43106931e-14 -4.77762141e-10  4.77775274e-10  1.11768773e-14 -1.19995495e-18 
 5.01669745e-08  5.01669745e-08  1.20000000e+00 -3.73429552e-07 -1.53381693e-02  1.53382123e-02  3.30469300e-07  1.25309366e-16 -2.43107026e-14 -4.77762531e-10  4.77775663e-10  1.11768856e-14 -1.19995487e-18 
 5.01669996e-08  5.01669996e-08  1.20000000e+00 -3.73429552e-07 -1.53381693e-02  1.53382123e-02  3.30469300e-07 -3.74075160e-17 -2.43107120e-14 -4.77762916e-10  4.77776048e-10  1.11768939e-14 -1.19995491e-18 
 5.01670253e-08  5.01670253e-08  1.20000000e+00 -3.73429552e-07 -1.53381693e-02  1.53382123e-02  3.30469300e-07  3.97783083e-17 -2.43107215e-14 -4.77763309e-10  4.77776441e-10  1.11769024e-14 -1.19995490e-18 
 5.01670508e-08  5.01670508e-08  1.20000000e+00 -3.73429552e-07 -1.53381693e-02  1.53382123e-02  3.30469300e-07 -3.07433361e-16 -2.43107311e-14 -4.77763700e-10  4.77776832e-10  1.11769108e-14 -1.19995496e-18 
 5.01670767e-08  5.01670767e-08  1.20000000e+00 -3.73429552e-07 -1.53381693e-02  1.53382123e-02  3.30469300e-07 -2.74628199e-16 -2.43107407e-14 -4.77764097e-10  4.77777230e-10  1.11769194e-14 -1.19995495e-18 
 5.01671026e-08  5.01671026e-08  1.20000000e+00 -3.73429552e-07 -1.53381693e-02  1.53382123e-02  3.30469300e-07  1.57191633e-16 -2.43107504e-14 -4.77764495e-10  4.77777627e-10  1.11769280e-14 -1.19995492e-18 
 5.01671254e-08  5.01671254e-08  1.20000000e+00 -3.73429552e-07 -1.53381693e-02  1.53382123e-02  3.30469300e-07  2.40061419e-16 -2.43107589e-14 -4.77764845e-10  4.77777977e-10  1.11769355e-14 -1.19995483e-18 
 5.01671463e-08  5.01671463e-08  1.20000000e+00 -3.73429552e-07 -1.53381693e-02  1.53382123e-02  3.30469300e-07 -1.35956570e-16 -2.43107667e-14 -4.77765165e-10  4.77778298e-10  1.11769424e-14 -1.19995493e-18 
 5.01671660e-08  5.01671660e-08  1.20000000e+00 -3.73429552e-07 -1.53381693e-02  1.53382123e-02  3.30469300e-07 -4.85896744e-17 -2.43107741e-14 -4.77765468e-10  4.77778600e-10  1.11769489e-14 -1.19995498e-18 
 5.01671852e-08  5.01671852e-08  1.20000000e+00 -3.73429552e-07 -1.53381693e-02  1.53382123e-02  3.30469300e-07 -1.79709581e-16 -2.43107812e-14 -4.77765761e-10  4.77778894e-10  1.11769552e-14 -1.19995491e-18 
 5.01672061e-08  5.01672061e-08  1.20000000e+00 -3.73429552e-07 -1.53381693e-02  1.53382123e-02  3.30469300e-07 -2.60685507e-16 -2.43107891e-14 -4.77766082e-10  4.77779214e-10  1.11769622e-14 -1.19995502e-18 
 5.01672250e-08  5.01672250e-08  1.20000000e+00 -3.73429552e-07 -1.53381693e-02  1.53382123e-02  3.30469300e-07 -1.68520699e-16 -2.43107961e-14 -4.77766373e-10  4.77779505e-10  1.11769684e-14 -1.19995500e-18 
 5.01672448e-08  5.01672448e-08  1.20000000e+00 -3.73429552e-07 -1.53381693e-02  1.53382123e-02  3.30469300e-07 -1.34771095e-16 -2.43108035e-14 -4.77766676e-10  4.77779809e-10  1.11769750e-14 -1.19995502e-18 
 5.01672632e-08  5.01672632e-08  1.20000000e+00 -3.73429552e-07 -1.53381693e-02  1.53382123e-02  3.30469300e-07 -2.37130791e-16 -2.43108104e-14 -4.77766959e-10  4.77780091e-10  1.11769810e-14 -1.19995505e-18 
 5.01672820e-08  5.01672820e-08  1.20000000e+00 -3.73429552e-07 -1.53381693e-02  1.53382123e-02  3.30469300e-07 -2.85148507e-16 -2.43108174e-14 -4.77767247e-10  4.77780379e-10  1.11769873e-14 -1.19995512e-18 
 5.01673000e-08  5.01673000e-08  1.20000000e+00 -3.73429552e-07 -1.53381693e-02  1.53382123e-02  3.30469300e-07 -7.70040723e-16 -2.43108241e-14 -4.77767522e-10  4.77780655e-10  1.11769932e-14 -1.19995510e-18 
 5.01673181e-08  5.01673181e-08  1.20000000e+00 -3.73429552e-07 -1.53381693e-02  1.53382123e-02  3.30469300e-07 -5.49460585e-16 -2.43108309e-14 -4.77767800e-10  4.77780933e-10  1.11769992e-14 -1.19995501e-18 
 5.01673356e-08  5.01673356e-08  1.20000000e+00 -3.73429552e-07 -1.53381693e-02  1.53382123e-02  3.30469300e-07  2.23230557e-16 -2.43108374e-14 -4.77768069e-10  4.77781202e-10  1.11770050e-14 -1.19995505e-18 
 5.01673533e-08  5.01673533e-08  1.20000000e+00 -3.73429552e-07 -1.53381693e-02  1.53382123e-02  3.30469300e-07 -4.37085412e-17 -2.43108440e-14 -4.77768340e-10  4.77781472e-10  1.11770108e-14 -1.19995499e-18 
 5.01673705e-08  5.01673705e-08  1.20000000e+00 -3.73429552e-07 -1.53381693e-02  1.53382123e-02  3.30469300e-07 -6.95170528e-17 -2.43108505e-14 -4.77768604e-10  4.77781737e-10  1.11770165e-14 -1.19995501e-18 
 5.01673877e-08  5.01673877e-08  1.20000000e+00 -3.73429552e-07 -1.53381693e-02  1.53382123e-02  3.30469300e-07 -2.86326518e-16 -2.43108569e-14 -4.77768868e-10  4.77782001e-10  1.11770222e-14 -1.19995501e-18 
 5.01674047e-08  5.01674047e-08  1.20000000e+00 -3.73429552e-07 -1.53381693e-02  1.53382123e-02  3.30469300e-07 -4.27259989e-16 -2.43108632e-14 -4.77769128e-10  4.77782261e-10  1.11770278e-14 -1.19995500e-18 
 5.01674215e-08  5.01674215e-08  1.20000000e+00 -3.73429552e-07 -1.53381693e-02  1.53382123e-02  3.30469300e-07 -3.56078781e-16 -2.43108695e-14 -4.77769387e-10  4.77782519e-10  1.11770334e-14 -1.19995502e-18 
 5.01674382e-08  5.01674382e-08  1.20000000e+00 -3.73429552e-07 -1.53381693e-02  1.53382123e-02  3.30469300e-07 -9.51975035e-18 -2.43108758e-14 -4.77769643e-10  4.77782775e-10  1.11770389e-14 -1.19995496e-18 
 5.01674548e-08  5.01674548e-08  1.20000000e+00 -3.73429552e-07 -1.53381693e-02  1.53382123e-02  3.30469300e-07 -4.11133328e-16 -2.43108820e-14 -4.77769898e-10  4.77783030e-10  1.11770444e-14 -1.19995501e-18 
 5.01674713e-08  5.01674713e-08  1.20000000e+00 -3.73429552e-07 -1.53381693e-02  1.53382123e-02  3.30469300e-07 -7.33483151e-16 -2.43108881e-14 -4.77770150e-10  4.77783283e-10  1.11770498e-14 -1.19995498e-18 
 5.01674877e-08  5.01674877e-08  1.20000000e+00 -3.73429552e-07 -1.53381693e-02  1.53382123e-02  3.30469300e-07  1.01962809e-16 -2.43108942e-14 -4.77770401e-10  4.77783534e-10  1.11770552e-14 -1.19995510e-18 
 5.01675039e-08  5.01675039e-08  1.20000000e+00 -3.73429552e-07 -1.53381693e-02  1.53382123e-02  3.30469300e-07 -3.30783889e-16 -2.43109003e-14 -4.77770650e-10  4.77783783e-10  1.11770606e-14 -1.19995519e-18 
 5.01675200e-08  5.01675200e-08  1.20000000e+00 -3.73429552e-07 -1.53381693e-02  1.53382123e-02  3.30469300e-07 -4.54471452e-16 -2.43109063e-14 -4.77770898e-10  4.77784030e-10  1.11770659e-14 -1.19995518e-18 
 5.01675361e-08  5.01675361e-08  1.20000000e+00 -3.73429552e-07 -1.53381693e-02  1.53382123e-02  3.30469300e-07 -4.41361605e-16 -2.43109123e-14 -4.77771144e-10  4.77784276e-10  1.11770712e-14 -1.19995521e-18 
 5.01675520e-08  5.01675520e-08  1.20000000e+00 -3.73429552e-07 -1.53381693e-02  1.53382123e-02  3.30469300e-07  2.53181218e-16 -2.43109182e-14 -4.77771388e-10  4.77784521e-10  1.11770765e-14 -1.19995510e-18 
 5.01675679e-08  5.01675679e-08  1.20000000e+00 -3.73429552e-07 -1.53381693e-02  1.53382123e-02  3.30469300e-07  2.03585269e-16 -2.43109242e-14 -4.77771632e-10  4.77784764e-10  1.11770817e-14 -1.19995505e-18 
 5.01675837e-08  5.01675837e-08  1.20000000e+00 -3.73429552e-07 -1.53381693e-02  1.53382123e-02  3.30469300e-07 -5.66806973e-16 -2.43109301e-14 -4.77771874e-10  4.77785006e-10  1.11770869e-14 -1.19995510e-18 
 5.01675993e-08  5.01675993e-08  1.20000000e+00 -3.73429552e-07 -1.53381693e-02  1.53382123e-02  3.30469300e-07  3.54718658e-16 -2.43109359e-14 -4.77772114e-10  4.77785247e-10  1.11770921e-14 -1.19995505e-18 
 5.01676149e-08  5.01676149e-08  1.20000000e+00 -3.73429552e-07 -1.53381693e-02  1.53382123e-02  3.30469300e-07 -1.29554166e-16 -2.43109417e-14 -4.77772353e-10  4.77785486e-10  1.11770973e-14 -1.19995509e-18 
 5.01676305e-08  5.01676305e-08  1.20000000e+00 -3.73429552e-07 -1.53381693e-02  1.53382123e-02  3.30469300e-07 -5.63969359e-17 -2.43109475e-14 -4.77772591e-10  4.77785724e-10  1.11771024e-14 -1.19995510e-18 
 5.01676459e-08  5.01676459e-08  1.20000000e+00 -3.73429552e-07 -1.53381693e-02  1.53382123e-02  3.30469300e-07 -8.05103758e-17 -2.43109533e-14 -4.77772828e-10  4.77785961e-10  1.11771075e-14 -1.19995521e-18 
 5.01676613e-08  5.01676613e-08  1.20000000e+00 -3.73429552e-07 -1.53381693e-02  1.53382123e-02  3.30469300e-07 -2.30512605e-16 -2.43109590e-14 -4.77773064e-10  4.77786197e-10  1.11771126e-14 -1.19995520e-18 
 5.01676766e-08  5.01676766e-08  1.20000000e+00 -3.73429552e-07 -1.53381693e-02  1.53382123e-02  3.30469300e-07  1.09575358e-17 -2.43109648e-14 -4.77773298e-10  4.77786431e-10  1.11771176e-14 -1.19995514e-18 
 5.01676918e-08  5.01676918e-08  1.20000000e+00 -3.73429552e-07 -1.53381693e-02  1.53382123e-02  3.30469300e-07 -3.10330002e-16 -2.43109704e-14 -4.77773532e-10  4.77786664e-10  1.11771227e-14 -1.19995510e-18 
 5.01677069e-08  5.01677069e-08  1.20000000e+00 -3.73429552e-07 -1.53381693e-02  1.53382123e-02  3.30469300e-07 -2.50524235e-16 -2.43109761e-14 -4.77773764e-10  4.77786897e-10  1.11771277e-14 -1.19995523e-18 
 5.01677220e-08  5.01677220e-08  1.20000000e+00 -3.73429552e-07 -1.53381693e-02  1.53382123e-02  3.30469300e-07 -6.36001888e-16 -2.43109817e-14 -4.77773995e-10  4.77787128e-10  1.11771327e-14 -1.19995523e-18 
 5.01677370e-08  5.01677370e-08  1.20000000e+00 -3.73429552e-07 -1.53381693e-02  1.53382123e-02  3.30469300e-07 -5.65173205e-17 -2.43109873e-14 -4.77774225e-10  4.77787358e-10  1.11771376e-14 -1.19995535e-18 
 5.01677519e-08  5.01677519e-08  1.20000000e+00 -3.73429552e-07 -1.53381693e-02  1.53382123e-02  3.30469300e-07 -2.63037823e-16 -2.43109929e-14 -4.77774454e-10  4.77787587e-10  1.11771425e-14 -1.19995532e-18 
 5.01677668e-08  5.01677668e-08  1.20000000e+00 -3.73429552e-07 -1.53381693e-02  1.53382123e-02  3.30469300e-07 -4.26264249e-16 -2.43109984e-14 -4.77774683e-10  4.77787815e-10  1.11771475e-14 -1.19995532e-18 
