 time            time            v(gate_charge)  ig_charge       id_charge       is_charge       ib_charge       i_total         qg_approx       qd_approx       qs_approx       qb_approx       q_total        
 2.00353840e-08  2.00353840e-08  4.24607764e-02 -9.52628776e-06 -3.34064467e-07  8.59034762e-06  1.26880460e-06 -1.19999999e-09 -4.01635301e-15 -1.65547131e-10  1.65547713e-10  3.43351416e-15 -4.24014383e-20 
 2.00355923e-08  2.00355923e-08  4.27107372e-02 -9.52728238e-06 -3.56731763e-07  8.61420417e-06  1.26860998e-06 -1.19999999e-09 -4.01833744e-15 -1.65547131e-10  1.65547715e-10  3.43377844e-15 -4.26513818e-20 
 2.00357959e-08  2.00357959e-08  4.29551276e-02 -9.52825431e-06 -3.79032827e-07  8.63766727e-06  1.26841987e-06 -1.20000001e-09 -4.02027786e-15 -1.65547131e-10  1.65547717e-10  3.43403678e-15 -4.28957859e-20 
 2.00359961e-08  2.00359961e-08  4.31953655e-02 -9.52920920e-06 -4.01089619e-07  8.66086568e-06  1.26823314e-06 -1.20000001e-09 -4.02218549e-15 -1.65547131e-10  1.65547719e-10  3.43429070e-15 -4.31360202e-20 
 2.00361926e-08  2.00361926e-08  4.34311793e-02 -9.53014601e-06 -4.22870800e-07  8.68376680e-06  1.26805002e-06 -1.19999999e-09 -4.02405818e-15 -1.65547131e-10  1.65547720e-10  3.43453990e-15 -4.33718488e-20 
 2.00363860e-08  2.00363860e-08  4.36631639e-02 -9.53106713e-06 -4.44425256e-07  8.70642238e-06  1.26787001e-06 -1.20000001e-09 -4.02590064e-15 -1.65547131e-10  1.65547722e-10  3.43478502e-15 -4.36038387e-20 
 2.00365761e-08  2.00365761e-08  4.38913307e-02 -9.53197263e-06 -4.65748480e-07  8.72882799e-06  1.26769312e-06 -1.20000000e-09 -4.02771296e-15 -1.65547131e-10  1.65547724e-10  3.43502608e-15 -4.38320037e-20 
 2.00367633e-08  2.00367633e-08  4.41160065e-02 -9.53286381e-06 -4.86865798e-07  8.75101055e-06  1.26751907e-06 -1.20000002e-09 -4.02949771e-15 -1.65547131e-10  1.65547725e-10  3.43526341e-15 -4.40566884e-20 
 2.00369478e-08  2.00369478e-08  4.43373181e-02 -9.53374122e-06 -5.07784284e-07  8.77297774e-06  1.26734776e-06 -1.19999999e-09 -4.03125590e-15 -1.65547131e-10  1.65547727e-10  3.43549716e-15 -4.42779908e-20 
 2.00371296e-08  2.00371296e-08  4.45554850e-02 -9.53460573e-06 -5.28520144e-07  8.79474686e-06  1.26717901e-06 -1.20000000e-09 -4.03298927e-15 -1.65547131e-10  1.65547729e-10  3.43572756e-15 -4.44961663e-20 
 2.00373089e-08  2.00373089e-08  4.47706458e-02 -9.53545791e-06 -5.49082336e-07  8.81632753e-06  1.26701272e-06 -1.19999999e-09 -4.03469891e-15 -1.65547131e-10  1.65547730e-10  3.43595475e-15 -4.47113263e-20 
 2.00374858e-08  2.00374858e-08  4.49829643e-02 -9.53629843e-06 -5.69482529e-07  8.83773222e-06  1.26684874e-06 -1.20000000e-09 -4.03638611e-15 -1.65547132e-10  1.65547732e-10  3.43617891e-15 -4.49236507e-20 
 2.00376605e-08  2.00376605e-08  4.51925679e-02 -9.53712781e-06 -5.89729241e-07  8.85897007e-06  1.26668698e-06 -1.19999999e-09 -4.03805189e-15 -1.65547132e-10  1.65547733e-10  3.43640017e-15 -4.51332589e-20 
 2.00378330e-08  2.00378330e-08  4.53995874e-02 -9.53794658e-06 -6.09831571e-07  8.88005082e-06  1.26652733e-06 -1.20000000e-09 -4.03969727e-15 -1.65547132e-10  1.65547735e-10  3.43661868e-15 -4.53402893e-20 
 2.00380034e-08  2.00380034e-08  4.56041338e-02 -9.53875519e-06 -6.29796986e-07  8.90098247e-06  1.26636970e-06 -1.20000003e-09 -4.04132313e-15 -1.65547132e-10  1.65547736e-10  3.43683456e-15 -4.55448358e-20 
 2.00381719e-08  2.00381719e-08  4.58063144e-02 -9.53955408e-06 -6.49632804e-07  8.92177288e-06  1.26621400e-06 -1.19999999e-09 -4.04293032e-15 -1.65547132e-10  1.65547738e-10  3.43704791e-15 -4.57470003e-20 
 2.00383385e-08  2.00383385e-08  4.60062239e-02 -9.54034364e-06 -6.69345325e-07  8.94242880e-06  1.26606016e-06 -1.20000000e-09 -4.04451959e-15 -1.65547132e-10  1.65547739e-10  3.43725883e-15 -4.59469202e-20 
 2.00385033e-08  2.00385033e-08  4.62039509e-02 -9.54112423e-06 -6.88940461e-07  8.96295659e-06  1.26590810e-06 -1.20000001e-09 -4.04609164e-15 -1.65547132e-10  1.65547741e-10  3.43746743e-15 -4.61446565e-20 
 2.00386663e-08  2.00386663e-08  4.63995751e-02 -9.54189616e-06 -7.08423379e-07  8.98336179e-06  1.26575776e-06 -1.20000000e-09 -4.04764710e-15 -1.65547132e-10  1.65547742e-10  3.43767379e-15 -4.63402631e-20 
 2.00388276e-08  2.00388276e-08  4.65931696e-02 -9.54265976e-06 -7.27798785e-07  9.00364947e-06  1.26560907e-06 -1.20000001e-09 -4.04918655e-15 -1.65547132e-10  1.65547744e-10  3.43787798e-15 -4.65338774e-20 
 2.00389874e-08  2.00389874e-08  4.67848230e-02 -9.54341536e-06 -7.47073063e-07  9.02382645e-06  1.26546197e-06 -1.20000000e-09 -4.05071068e-15 -1.65547133e-10  1.65547745e-10  3.43808010e-15 -4.67255143e-20 
 2.00391454e-08  2.00391454e-08  4.69745198e-02 -9.54416293e-06 -7.66242261e-07  9.04388872e-06  1.26531647e-06 -1.20000000e-09 -4.05221936e-15 -1.65547133e-10  1.65547747e-10  3.43828013e-15 -4.69152361e-20 
 2.00393020e-08  2.00393020e-08  4.71624062e-02 -9.54490304e-06 -7.85318831e-07  9.06384942e-06  1.26517245e-06 -1.20000001e-09 -4.05371377e-15 -1.65547133e-10  1.65547748e-10  3.43847824e-15 -4.71031032e-20 
 2.00394571e-08  2.00394571e-08  4.73484675e-02 -9.54563565e-06 -8.04299071e-07  9.08370481e-06  1.26502992e-06 -1.20000000e-09 -4.05519378e-15 -1.65547133e-10  1.65547749e-10  3.43867439e-15 -4.72891558e-20 
 2.00396107e-08  2.00396107e-08  4.75327890e-02 -9.54636110e-06 -8.23189528e-07  9.10346183e-06  1.26488880e-06 -1.19999998e-09 -4.05666005e-15 -1.65547133e-10  1.65547751e-10  3.43886869e-15 -4.74734721e-20 
 2.00397628e-08  2.00397628e-08  4.77153745e-02 -9.54707942e-06 -8.41988498e-07  9.12311882e-06  1.26474910e-06 -1.20000000e-09 -4.05811263e-15 -1.65547133e-10  1.65547752e-10  3.43906114e-15 -4.76560879e-20 
 2.00399136e-08  2.00399136e-08  4.78962795e-02 -9.54779083e-06 -8.60699652e-07  9.14267971e-06  1.26461077e-06 -1.19999999e-09 -4.05955195e-15 -1.65547133e-10  1.65547754e-10  3.43925179e-15 -4.78369921e-20 
 2.00400629e-08  2.00400629e-08  4.80755154e-02 -9.54849539e-06 -8.79322165e-07  9.16214376e-06  1.26447380e-06 -1.20000001e-09 -4.06097809e-15 -1.65547133e-10  1.65547755e-10  3.43944067e-15 -4.80162218e-20 
 2.00402109e-08  2.00402109e-08  4.82531187e-02 -9.54919325e-06 -8.97857888e-07  9.18151298e-06  1.26433816e-06 -1.19999999e-09 -4.06239134e-15 -1.65547134e-10  1.65547756e-10  3.43962781e-15 -4.81938187e-20 
 2.00403576e-08  2.00403576e-08  4.84291010e-02 -9.54988445e-06 -9.16306094e-07  9.20078672e-06  1.26420383e-06 -1.19999999e-09 -4.06379180e-15 -1.65547134e-10  1.65547758e-10  3.43981321e-15 -4.83697956e-20 
 2.00405029e-08  2.00405029e-08  4.86034863e-02 -9.55056911e-06 -9.34667421e-07  9.21996573e-06  1.26407080e-06 -1.20000001e-09 -4.06517965e-15 -1.65547134e-10  1.65547759e-10  3.43999692e-15 -4.85441702e-20 
 2.00406469e-08  2.00406469e-08  4.87762839e-02 -9.55124726e-06 -9.52940967e-07  9.23904917e-06  1.26393905e-06 -1.20000000e-09 -4.06655496e-15 -1.65547134e-10  1.65547760e-10  3.44017893e-15 -4.87169619e-20 
 2.00407896e-08  2.00407896e-08  4.89475096e-02 -9.55191897e-06 -9.71126550e-07  9.25803695e-06  1.26380858e-06 -1.20000000e-09 -4.06791786e-15 -1.65547134e-10  1.65547762e-10  3.44035927e-15 -4.88881802e-20 
 2.00409310e-08  2.00409310e-08  4.91171698e-02 -9.55258429e-06 -9.89223043e-07  9.27692796e-06  1.26367937e-06 -1.19999997e-09 -4.06926839e-15 -1.65547134e-10  1.65547763e-10  3.44053795e-15 -4.90578552e-20 
 2.00410711e-08  2.00410711e-08  4.92852749e-02 -9.55324325e-06 -1.00722972e-06  9.29572156e-06  1.26355141e-06 -1.20000001e-09 -4.07060663e-15 -1.65547134e-10  1.65547764e-10  3.44071496e-15 -4.92259341e-20 
 2.00412099e-08  2.00412099e-08  4.94518294e-02 -9.55389588e-06 -1.02514529e-06  9.31441646e-06  1.26342471e-06 -1.20000001e-09 -4.07193263e-15 -1.65547135e-10  1.65547766e-10  3.44089033e-15 -4.93925177e-20 
 2.00413474e-08  2.00413474e-08  4.96168404e-02 -9.55454221e-06 -1.04296869e-06  9.33301166e-06  1.26329925e-06 -1.20000001e-09 -4.07324642e-15 -1.65547135e-10  1.65547767e-10  3.44106405e-15 -4.95575032e-20 
 2.00414836e-08  2.00414836e-08  4.97803114e-02 -9.55518227e-06 -1.06069855e-06  9.35150581e-06  1.26317502e-06 -1.20000002e-09 -4.07454804e-15 -1.65547135e-10  1.65547768e-10  3.44123614e-15 -4.97209720e-20 
 2.00416185e-08  2.00416185e-08  4.99422479e-02 -9.55581608e-06 -1.07833369e-06  9.36989775e-06  1.26305202e-06 -1.20000000e-09 -4.07583752e-15 -1.65547135e-10  1.65547769e-10  3.44140659e-15 -4.98829445e-20 
 2.00417522e-08  2.00417522e-08  5.01026534e-02 -9.55644367e-06 -1.09587275e-06  9.38818617e-06  1.26293025e-06 -1.20000000e-09 -4.07711490e-15 -1.65547135e-10  1.65547771e-10  3.44157542e-15 -5.00433292e-20 
 2.00418846e-08  2.00418846e-08  5.02615334e-02 -9.55706506e-06 -1.11331456e-06  9.40636991e-06  1.26280970e-06 -1.19999999e-09 -4.07838022e-15 -1.65547135e-10  1.65547772e-10  3.44174262e-15 -5.02022203e-20 
 2.00420157e-08  2.00420157e-08  5.04188924e-02 -9.55768027e-06 -1.13065789e-06  9.42444779e-06  1.26269037e-06 -1.20000004e-09 -4.07963350e-15 -1.65547135e-10  1.65547773e-10  3.44190821e-15 -5.03595636e-20 
 2.00421456e-08  2.00421456e-08  5.05747365e-02 -9.55828934e-06 -1.14790170e-06  9.44241880e-06  1.26257224e-06 -1.20000004e-09 -4.08087480e-15 -1.65547136e-10  1.65547774e-10  3.44207219e-15 -5.05154157e-20 
 2.00422742e-08  2.00422742e-08  5.07290720e-02 -9.55889230e-06 -1.16504497e-06  9.46028195e-06  1.26245532e-06 -1.20000002e-09 -4.08210416e-15 -1.65547136e-10  1.65547776e-10  3.44223456e-15 -5.06697439e-20 
 2.00424016e-08  2.00424016e-08  5.08819067e-02 -9.55948918e-06 -1.18208687e-06  9.47803647e-06  1.26233958e-06 -1.20000000e-09 -4.08332164e-15 -1.65547136e-10  1.65547777e-10  3.44239534e-15 -5.08225672e-20 
 2.00425277e-08  2.00425277e-08  5.10332488e-02 -9.56008003e-06 -1.19902664e-06  9.49568163e-06  1.26222504e-06 -1.19999999e-09 -4.08452730e-15 -1.65547136e-10  1.65547778e-10  3.44255454e-15 -5.09739313e-20 
 2.00426526e-08  2.00426526e-08  5.11831080e-02 -9.56066488e-06 -1.21586371e-06  9.51321692e-06  1.26211167e-06 -1.20000000e-09 -4.08572123e-15 -1.65547136e-10  1.65547779e-10  3.44271216e-15 -5.11237945e-20 
 2.00427762e-08  2.00427762e-08  5.13314949e-02 -9.56124378e-06 -1.23259761e-06  9.53064193e-06  1.26199946e-06 -1.19999998e-09 -4.08690349e-15 -1.65547136e-10  1.65547780e-10  3.44286823e-15 -5.12721750e-20 
 2.00428987e-08  2.00428987e-08  5.14784211e-02 -9.56181679e-06 -1.24922805e-06  9.54795643e-06  1.26188841e-06 -1.20000001e-09 -4.08807419e-15 -1.65547136e-10  1.65547781e-10  3.44302274e-15 -5.14191071e-20 
 2.00430199e-08  2.00430199e-08  5.16238992e-02 -9.56238396e-06 -1.26575485e-06  9.56516030e-06  1.26177851e-06 -1.20000001e-09 -4.08923342e-15 -1.65547137e-10  1.65547783e-10  3.44317571e-15 -5.15646019e-20 
 2.00431400e-08  2.00431400e-08  5.17679430e-02 -9.56294534e-06 -1.28217798e-06  9.58225359e-06  1.26166974e-06 -1.20000000e-09 -4.09038129e-15 -1.65547137e-10  1.65547784e-10  3.44332716e-15 -5.17086388e-20 
 2.00432588e-08  2.00432588e-08  5.19105669e-02 -9.56350101e-06 -1.29849755e-06  9.59923646e-06  1.26156209e-06 -1.19999999e-09 -4.09151791e-15 -1.65547137e-10  1.65547785e-10  3.44347711e-15 -5.18512584e-20 
 2.00433765e-08  2.00433765e-08  5.20517862e-02 -9.56405103e-06 -1.31471377e-06  9.61610924e-06  1.26145555e-06 -1.20000004e-09 -4.09264340e-15 -1.65547137e-10  1.65547786e-10  3.44362557e-15 -5.19924832e-20 
 2.00434930e-08  2.00434930e-08  5.21916171e-02 -9.56459545e-06 -1.33082697e-06  9.63287232e-06  1.26135011e-06 -1.20000000e-09 -4.09375789e-15 -1.65547137e-10  1.65547787e-10  3.44377255e-15 -5.21322930e-20 
 2.00436084e-08  2.00436084e-08  5.23300761e-02 -9.56513437e-06 -1.34683762e-06  9.64952624e-06  1.26124574e-06 -1.20000000e-09 -4.09486151e-15 -1.65547137e-10  1.65547788e-10  3.44391809e-15 -5.22707557e-20 
 2.00437227e-08  2.00437227e-08  5.24671805e-02 -9.56566783e-06 -1.36274623e-06  9.66607162e-06  1.26114244e-06 -1.20000000e-09 -4.09595439e-15 -1.65547138e-10  1.65547789e-10  3.44406218e-15 -5.24078248e-20 
 2.00438358e-08  2.00438358e-08  5.26029479e-02 -9.56619593e-06 -1.37855343e-06  9.68250917e-06  1.26104019e-06 -1.20000000e-09 -4.09703668e-15 -1.65547138e-10  1.65547790e-10  3.44420486e-15 -5.25436163e-20 
 2.00439478e-08  2.00439478e-08  5.27373963e-02 -9.56671873e-06 -1.39425991e-06  9.69883967e-06  1.26093897e-06 -1.20000003e-09 -4.09810851e-15 -1.65547138e-10  1.65547792e-10  3.44434614e-15 -5.26780438e-20 
 2.00440588e-08  2.00440588e-08  5.28705440e-02 -9.56723632e-06 -1.40986644e-06  9.71506398e-06  1.26083877e-06 -1.20000002e-09 -4.09917002e-15 -1.65547138e-10  1.65547793e-10  3.44448605e-15 -5.28111813e-20 
 2.00441692e-08  2.00441692e-08  5.30030523e-02 -9.56775125e-06 -1.42544955e-06  9.73126170e-06  1.26073910e-06 -1.20000002e-09 -4.10022650e-15 -1.65547138e-10  1.65547794e-10  3.44462527e-15 -5.29437019e-20 
 2.00442788e-08  2.00442788e-08  5.31345381e-02 -9.56826206e-06 -1.44096339e-06  9.74738521e-06  1.26064024e-06 -1.20000003e-09 -4.10127488e-15 -1.65547138e-10  1.65547795e-10  3.44476340e-15 -5.30751736e-20 
 2.00443879e-08  2.00443879e-08  5.32654259e-02 -9.56877039e-06 -1.45645728e-06  9.76348580e-06  1.26054186e-06 -1.20000001e-09 -4.10231855e-15 -1.65547138e-10  1.65547796e-10  3.44490090e-15 -5.32060635e-20 
 2.00444961e-08  2.00444961e-08  5.33953601e-02 -9.56927486e-06 -1.47188834e-06  9.77951895e-06  1.26044425e-06 -1.19999999e-09 -4.10335467e-15 -1.65547139e-10  1.65547797e-10  3.44503738e-15 -5.33359934e-20 
 2.00446039e-08  2.00446039e-08  5.35246430e-02 -9.56977665e-06 -1.48729174e-06  9.79552123e-06  1.26034716e-06 -1.19999999e-09 -4.10438565e-15 -1.65547139e-10  1.65547798e-10  3.44517317e-15 -5.34652737e-20 
 2.00447108e-08  2.00447108e-08  5.36530108e-02 -9.57027473e-06 -1.50263528e-06  9.81145922e-06  1.26025079e-06 -1.20000000e-09 -4.10540939e-15 -1.65547139e-10  1.65547799e-10  3.44530799e-15 -5.35936754e-20 
 2.00448172e-08  2.00448172e-08  5.37806930e-02 -9.57077001e-06 -1.51794562e-06  9.82736065e-06  1.26015498e-06 -1.19999999e-09 -4.10642771e-15 -1.65547139e-10  1.65547800e-10  3.44544208e-15 -5.37213417e-20 
 2.00449229e-08  2.00449229e-08  5.39075000e-02 -9.57126175e-06 -1.53319928e-06  9.84320116e-06  1.26005986e-06 -1.20000000e-09 -4.10743910e-15 -1.65547139e-10  1.65547801e-10  3.44557524e-15 -5.38481178e-20 
 2.00450280e-08  2.00450280e-08  5.40336052e-02 -9.57175062e-06 -1.54841636e-06  9.85900168e-06  1.25996530e-06 -1.19999999e-09 -4.10844495e-15 -1.65547139e-10  1.65547802e-10  3.44570765e-15 -5.39742395e-20 
 2.00451324e-08  2.00451324e-08  5.41588714e-02 -9.57223610e-06 -1.56357959e-06  9.87474427e-06  1.25987141e-06 -1.20000003e-09 -4.10944415e-15 -1.65547140e-10  1.65547803e-10  3.44583917e-15 -5.40995106e-20 
 2.00452362e-08  2.00452362e-08  5.42834288e-02 -9.57271868e-06 -1.57870397e-06  9.89044456e-06  1.25977809e-06 -1.19999996e-09 -4.11043776e-15 -1.65547140e-10  1.65547804e-10  3.44596994e-15 -5.42240640e-20 
 2.00453393e-08  2.00453393e-08  5.44071781e-02 -9.57319800e-06 -1.59377674e-06  9.90608933e-06  1.25968541e-06 -1.19999999e-09 -4.11142496e-15 -1.65547140e-10  1.65547805e-10  3.44609985e-15 -5.43478216e-20 
 2.00454418e-08  2.00454418e-08  5.45302169e-02 -9.57367443e-06 -1.60880905e-06  9.92169018e-06  1.25959329e-06 -1.19999999e-09 -4.11240655e-15 -1.65547140e-10  1.65547806e-10  3.44622900e-15 -5.44708492e-20 
 2.00455437e-08  2.00455437e-08  5.46524741e-02 -9.57414769e-06 -1.62379152e-06  9.93723742e-06  1.25950179e-06 -1.19999997e-09 -4.11338195e-15 -1.65547140e-10  1.65547807e-10  3.44635732e-15 -5.45931095e-20 
 2.00456450e-08  2.00456450e-08  5.47740232e-02 -9.57461808e-06 -1.63873246e-06  9.95273968e-06  1.25941086e-06 -1.19999997e-09 -4.11435175e-15 -1.65547140e-10  1.65547808e-10  3.44648490e-15 -5.47146713e-20 
 2.00457457e-08  2.00457457e-08  5.48948142e-02 -9.57508540e-06 -1.65362502e-06  9.96818990e-06  1.25932052e-06 -1.20000000e-09 -4.11531554e-15 -1.65547141e-10  1.65547809e-10  3.44661166e-15 -5.48354529e-20 
 2.00458458e-08  2.00458458e-08  5.50149027e-02 -9.57554988e-06 -1.66847540e-06  9.98359453e-06  1.25923075e-06 -1.20000000e-09 -4.11627378e-15 -1.65547141e-10  1.65547810e-10  3.44673768e-15 -5.49555541e-20 
 2.00459452e-08  2.00459452e-08  5.51342544e-02 -9.57601137e-06 -1.68327865e-06  9.99894847e-06  1.25914155e-06 -1.20000000e-09 -4.11722618e-15 -1.65547141e-10  1.65547811e-10  3.44686292e-15 -5.50748869e-20 
 2.00460441e-08  2.00460441e-08  5.52529121e-02 -9.57647005e-06 -1.69803943e-06  1.00142566e-05  1.25905291e-06 -1.20000000e-09 -4.11817310e-15 -1.65547141e-10  1.65547812e-10  3.44698742e-15 -5.51935409e-20 
 2.00461424e-08  2.00461424e-08  5.53708529e-02 -9.57692584e-06 -1.71275423e-06  1.00295152e-05  1.25896483e-06 -1.20000001e-09 -4.11911433e-15 -1.65547141e-10  1.65547813e-10  3.44711116e-15 -5.53114817e-20 
 2.00462401e-08  2.00462401e-08  5.54881102e-02 -9.57737886e-06 -1.72742659e-06  1.00447281e-05  1.25887730e-06 -1.19999997e-09 -4.12005016e-15 -1.65547141e-10  1.65547814e-10  3.44723418e-15 -5.54287523e-20 
 2.00463372e-08  2.00463372e-08  5.56046699e-02 -9.57782905e-06 -1.74205408e-06  1.00598928e-05  1.25879032e-06 -1.20000000e-09 -4.12098046e-15 -1.65547142e-10  1.65547815e-10  3.44735645e-15 -5.55453158e-20 
 2.00464338e-08  2.00464338e-08  5.57205588e-02 -9.57827654e-06 -1.75663944e-06  1.00750121e-05  1.25870386e-06 -1.19999997e-09 -4.12190545e-15 -1.65547142e-10  1.65547816e-10  3.44747802e-15 -5.56611998e-20 
 2.00465298e-08  2.00465298e-08  5.58357692e-02 -9.57872129e-06 -1.77118109e-06  1.00900844e-05  1.25861795e-06 -1.20000001e-09 -4.12282507e-15 -1.65547142e-10  1.65547817e-10  3.44759886e-15 -5.57764182e-20 
 2.00466253e-08  2.00466253e-08  5.59503233e-02 -9.57916338e-06 -1.78568122e-06  1.01051120e-05  1.25853255e-06 -1.19999997e-09 -4.12373949e-15 -1.65547142e-10  1.65547818e-10  3.44771900e-15 -5.58909950e-20 
 2.00467202e-08  2.00467202e-08  5.60642185e-02 -9.57960281e-06 -1.80013889e-06  1.01200940e-05  1.25844767e-06 -1.20000003e-09 -4.12464870e-15 -1.65547142e-10  1.65547819e-10  3.44783845e-15 -5.60048796e-20 
 2.00468146e-08  2.00468146e-08  5.61774741e-02 -9.58003966e-06 -1.81455597e-06  1.01350323e-05  1.25836330e-06 -1.20000000e-09 -4.12555284e-15 -1.65547142e-10  1.65547820e-10  3.44795722e-15 -5.61181400e-20 
 2.00469084e-08  2.00469084e-08  5.62900913e-02 -9.58047393e-06 -1.82893203e-06  1.01499265e-05  1.25827943e-06 -1.20000001e-09 -4.12645192e-15 -1.65547143e-10  1.65547821e-10  3.44807531e-15 -5.62307660e-20 
 2.00470017e-08  2.00470017e-08  5.64020876e-02 -9.58090569e-06 -1.84326873e-06  1.01647784e-05  1.25819605e-06 -1.20000002e-09 -4.12734609e-15 -1.65547143e-10  1.65547822e-10  3.44819274e-15 -5.63427409e-20 
 2.00470946e-08  2.00470946e-08  5.65134673e-02 -9.58133496e-06 -1.85756608e-06  1.01795879e-05  1.25811315e-06 -1.20000000e-09 -4.12823538e-15 -1.65547143e-10  1.65547823e-10  3.44830952e-15 -5.64541169e-20 
 2.00471869e-08  2.00471869e-08  5.66242472e-02 -9.58176181e-06 -1.87182569e-06  1.01943568e-05  1.25803073e-06 -1.20000003e-09 -4.12911991e-15 -1.65547143e-10  1.65547824e-10  3.44842566e-15 -5.65649021e-20 
 2.00472787e-08  2.00472787e-08  5.67344350e-02 -9.58218626e-06 -1.88604801e-06  1.02090855e-05  1.25794878e-06 -1.20000001e-09 -4.12999976e-15 -1.65547143e-10  1.65547825e-10  3.44854117e-15 -5.66750896e-20 
 2.00473700e-08  2.00473700e-08  5.68440472e-02 -9.58260839e-06 -1.90023465e-06  1.02237758e-05  1.25786729e-06 -1.20000005e-09 -4.13087505e-15 -1.65547143e-10  1.65547826e-10  3.44865607e-15 -5.67846974e-20 
 2.00474609e-08  2.00474609e-08  5.69530938e-02 -9.58302824e-06 -1.91438641e-06  1.02384284e-05  1.25778623e-06 -1.19999997e-09 -4.13174586e-15 -1.65547144e-10  1.65547827e-10  3.44877037e-15 -5.68937303e-20 
 2.00475513e-08  2.00475513e-08  5.70615917e-02 -9.58344586e-06 -1.92850499e-06  1.02530452e-05  1.25770562e-06 -1.19999995e-09 -4.13261233e-15 -1.65547144e-10  1.65547827e-10  3.44888409e-15 -5.70022300e-20 
 2.00476413e-08  2.00476413e-08  5.71695538e-02 -9.58386132e-06 -1.94259159e-06  1.02676275e-05  1.25762542e-06 -1.19999998e-09 -4.13347456e-15 -1.65547144e-10  1.65547828e-10  3.44899724e-15 -5.71101897e-20 
 2.00477308e-08  2.00477308e-08  5.72769979e-02 -9.58427468e-06 -1.95664810e-06  1.02821771e-05  1.25754564e-06 -1.20000004e-09 -4.13433268e-15 -1.65547144e-10  1.65547829e-10  3.44910984e-15 -5.72176127e-20 
 2.00478199e-08  2.00478199e-08  5.73839397e-02 -9.58468600e-06 -1.97067610e-06  1.02966958e-05  1.25746625e-06 -1.19999998e-09 -4.13518683e-15 -1.65547144e-10  1.65547830e-10  3.44922191e-15 -5.73245713e-20 
 2.00479087e-08  2.00479087e-08  5.74903987e-02 -9.58509536e-06 -1.98467775e-06  1.03111859e-05  1.25738725e-06 -1.20000006e-09 -4.13603716e-15 -1.65547144e-10  1.65547831e-10  3.44933346e-15 -5.74310522e-20 
 2.00479970e-08  2.00479970e-08  5.75963932e-02 -9.58550283e-06 -1.99865505e-06  1.03256493e-05  1.25730862e-06 -1.20000001e-09 -4.13688382e-15 -1.65547145e-10  1.65547832e-10  3.44944452e-15 -5.75370480e-20 
 2.00480850e-08  2.00480850e-08  5.77019449e-02 -9.58590850e-06 -2.01261048e-06  1.03400886e-05  1.25723034e-06 -1.20000003e-09 -4.13772698e-15 -1.65547145e-10  1.65547833e-10  3.44955511e-15 -5.76425814e-20 
 2.00481726e-08  2.00481726e-08  5.78070751e-02 -9.58631245e-06 -2.02654651e-06  1.03545066e-05  1.25715239e-06 -1.20000001e-09 -4.13856680e-15 -1.65547145e-10  1.65547834e-10  3.44966525e-15 -5.77477511e-20 
 2.00482598e-08  2.00482598e-08  5.79118083e-02 -9.58671478e-06 -2.04046603e-06  1.03689060e-05  1.25707477e-06 -1.19999999e-09 -4.13940349e-15 -1.65547145e-10  1.65547835e-10  3.44977497e-15 -5.78524667e-20 
 2.00483468e-08  2.00483468e-08  5.80161692e-02 -9.58711558e-06 -2.05437201e-06  1.03832901e-05  1.25699744e-06 -1.19999995e-09 -4.14023724e-15 -1.65547145e-10  1.65547836e-10  3.44988429e-15 -5.79568373e-20 
 2.00484335e-08  2.00484335e-08  5.81201852e-02 -9.58751495e-06 -2.06826785e-06  1.03976624e-05  1.25692039e-06 -1.20000001e-09 -4.14106827e-15 -1.65547146e-10  1.65547837e-10  3.44999325e-15 -5.80608361e-20 
 2.00485199e-08  2.00485199e-08  5.82238849e-02 -9.58791301e-06 -2.08215711e-06  1.04120265e-05  1.25684360e-06 -1.20000001e-09 -4.14189681e-15 -1.65547146e-10  1.65547837e-10  3.45010186e-15 -5.81645370e-20 
 2.00486061e-08  2.00486061e-08  5.83272998e-02 -9.58830989e-06 -2.09604375e-06  1.04263866e-05  1.25676705e-06 -1.20000003e-09 -4.14272310e-15 -1.65547146e-10  1.65547838e-10  3.45021017e-15 -5.82679618e-20 
 2.00486921e-08  2.00486921e-08  5.84304626e-02 -9.58870570e-06 -2.10993200e-06  1.04407470e-05  1.25669070e-06 -1.20000001e-09 -4.14354741e-15 -1.65547146e-10  1.65547839e-10  3.45031821e-15 -5.83711385e-20 
 2.00487778e-08  2.00487778e-08  5.85334092e-02 -9.58910058e-06 -2.12382655e-06  1.04551126e-05  1.25661454e-06 -1.19999999e-09 -4.14437004e-15 -1.65547146e-10  1.65547840e-10  3.45042602e-15 -5.84740717e-20 
 2.00488635e-08  2.00488635e-08  5.86361777e-02 -9.58949468e-06 -2.13773239e-06  1.04694885e-05  1.25653853e-06 -1.20000002e-09 -4.14519127e-15 -1.65547146e-10  1.65547841e-10  3.45053363e-15 -5.85768415e-20 
 2.00489490e-08  2.00489490e-08  5.87388092e-02 -9.58988817e-06 -2.15165502e-06  1.04838805e-05  1.25646264e-06 -1.19999997e-09 -4.14601144e-15 -1.65547147e-10  1.65547842e-10  3.45064110e-15 -5.86794821e-20 
 2.00490345e-08  2.00490345e-08  5.88413476e-02 -9.59028120e-06 -2.16560037e-06  1.04982947e-05  1.25638685e-06 -1.20000001e-09 -4.14683090e-15 -1.65547147e-10  1.65547843e-10  3.45074845e-15 -5.87820495e-20 
