 time            time            v(in_inv)       v(out_inv)      i(Vdd_inv)     
 1.01647187e-08  1.01647187e-08  4.23375959e-01  1.10128498e+00 -3.27822769e-03 
 1.01647484e-08  1.01647484e-08  4.23019633e-01  1.10181494e+00 -3.27045079e-03 
 1.01647777e-08  1.01647777e-08  4.22667416e-01  1.10233380e+00 -3.26277431e-03 
 1.01648067e-08  1.01648067e-08  4.22319067e-01  1.10284217e+00 -3.25519288e-03 
 1.01648355e-08  1.01648355e-08  4.21974340e-01  1.10334061e+00 -3.24770101e-03 
 1.01648639e-08  1.01648639e-08  4.21632982e-01  1.10382969e+00 -3.24029308e-03 
 1.01648921e-08  1.01648921e-08  4.21294736e-01  1.10430995e+00 -3.23296338e-03 
 1.01649201e-08  1.01649201e-08  4.20959334e-01  1.10478195e+00 -3.22570603e-03 
 1.01649478e-08  1.01649478e-08  4.20626502e-01  1.10524623e+00 -3.21851498e-03 
 1.01649753e-08  1.01649753e-08  4.20295954e-01  1.10570332e+00 -3.21138399e-03 
 1.01650027e-08  1.01650027e-08  4.19967393e-01  1.10615375e+00 -3.20430655e-03 
 1.01650300e-08  1.01650300e-08  4.19640505e-01  1.10659808e+00 -3.19727589e-03 
 1.01650571e-08  1.01650571e-08  4.19314960e-01  1.10703685e+00 -3.19028488e-03 
 1.01650841e-08  1.01650841e-08  4.18990406e-01  1.10747062e+00 -3.18332595e-03 
 1.01651111e-08  1.01651111e-08  4.18666465e-01  1.10789996e+00 -3.17639106e-03 
 1.01651381e-08  1.01651381e-08  4.18342729e-01  1.10832548e+00 -3.16947150e-03 
 1.01651651e-08  1.01651651e-08  4.18018752e-01  1.10874780e+00 -3.16255783e-03 
 1.01651922e-08  1.01651922e-08  4.17693947e-01  1.10916771e+00 -3.15563773e-03 
 1.01652193e-08  1.01652193e-08  4.17368114e-01  1.10958549e+00 -3.14870710e-03 
 1.01652467e-08  1.01652467e-08  4.17040103e-01  1.11000261e+00 -3.14174171e-03 
 1.01652742e-08  1.01652742e-08  4.16709627e-01  1.11041939e+00 -3.13473581e-03 
 1.01653020e-08  1.01653020e-08  4.16375588e-01  1.11083718e+00 -3.12766655e-03 
 1.01653302e-08  1.01653302e-08  4.16037164e-01  1.11125691e+00 -3.12051700e-03 
 1.01653589e-08  1.01653589e-08  4.15693036e-01  1.11168012e+00 -3.11325999e-03 
 1.01653882e-08  1.01653882e-08  4.15341772e-01  1.11210842e+00 -3.10586611e-03 
 1.01654182e-08  1.01654182e-08  4.14981402e-01  1.11254399e+00 -3.09829491e-03 
 1.01654478e-08  1.01654478e-08  4.14626500e-01  1.11296921e+00 -3.09085291e-03 
 1.01654775e-08  1.01654775e-08  4.14269580e-01  1.11339317e+00 -3.08338295e-03 
 1.01655069e-08  1.01655069e-08  4.13917169e-01  1.11380819e+00 -3.07602158e-03 
 1.01655363e-08  1.01655363e-08  4.13564260e-01  1.11422028e+00 -3.06866398e-03 
 1.01655654e-08  1.01655654e-08  4.13214707e-01  1.11462503e+00 -3.06139039e-03 
 1.01655945e-08  1.01655945e-08  4.12865697e-01  1.11502580e+00 -3.05414208e-03 
 1.01656234e-08  1.01656234e-08  4.12519763e-01  1.11541979e+00 -3.04697146e-03 
 1.01656521e-08  1.01656521e-08  4.12175295e-01  1.11580892e+00 -3.03984494e-03 
 1.01656805e-08  1.01656805e-08  4.11834087e-01  1.11619128e+00 -3.03279936e-03 
 1.01657087e-08  1.01657087e-08  4.11495211e-01  1.11656803e+00 -3.02581526e-03 
 1.01657367e-08  1.01657367e-08  4.11160017e-01  1.11693778e+00 -3.01892013e-03 
 1.01657643e-08  1.01657643e-08  4.10827952e-01  1.11730126e+00 -3.01210219e-03 
 1.01657917e-08  1.01657917e-08  4.10500045e-01  1.11765749e+00 -3.00538218e-03 
 1.01658187e-08  1.01658187e-08  4.10175921e-01  1.11800699e+00 -2.99875195e-03 
 1.01658453e-08  1.01658453e-08  4.09856339e-01  1.11834908e+00 -2.99222657e-03 
 1.01658716e-08  1.01658716e-08  4.09540984e-01  1.11868424e+00 -2.98579913e-03 
 1.01658975e-08  1.01658975e-08  4.09230380e-01  1.11901203e+00 -2.97947980e-03 
 1.01659230e-08  1.01659230e-08  4.08924218e-01  1.11933291e+00 -2.97326180e-03 
 1.01659481e-08  1.01659481e-08  4.08622828e-01  1.11964665e+00 -2.96715134e-03 
 1.01659729e-08  1.01659729e-08  4.08325785e-01  1.11995383e+00 -2.96113932e-03 
 1.01659972e-08  1.01659972e-08  4.08033620e-01  1.12025401e+00 -2.95523599e-03 
 1.01660212e-08  1.01660212e-08  4.07745555e-01  1.12054810e+00 -2.94942520e-03 
 1.01660448e-08  1.01660448e-08  4.07462064e-01  1.12083572e+00 -2.94371602e-03 
 1.01660681e-08  1.01660681e-08  4.07182480e-01  1.12111765e+00 -2.93809465e-03 
 1.01660911e-08  1.01660911e-08  4.06907133e-01  1.12139364e+00 -2.93256726e-03 
 1.01661137e-08  1.01661137e-08  4.06635457e-01  1.12166435e+00 -2.92712214e-03 
 1.01661360e-08  1.01661360e-08  4.06367660e-01  1.12192966e+00 -2.92176309e-03 
 1.01661581e-08  1.01661581e-08  4.06103266e-01  1.12219012e+00 -2.91648023e-03 
 1.01661798e-08  1.01661798e-08  4.05842396e-01  1.12244568e+00 -2.91127564e-03 
 1.01662013e-08  1.01662013e-08  4.05584649e-01  1.12269680e+00 -2.90614103e-03 
 1.01662225e-08  1.01662225e-08  4.05330083e-01  1.12294348e+00 -2.90107726e-03 
 1.01662435e-08  1.01662435e-08  4.05078361e-01  1.12318612e+00 -2.89607735e-03 
 1.01662642e-08  1.01662642e-08  4.04829495e-01  1.12342476e+00 -2.89114128e-03 
 1.01662847e-08  1.01662847e-08  4.04583199e-01  1.12365973e+00 -2.88626312e-03 
 1.01663050e-08  1.01663050e-08  4.04339447e-01  1.12389109e+00 -2.88144216e-03 
 1.01663252e-08  1.01663252e-08  4.04097994e-01  1.12411913e+00 -2.87667330e-03 
 1.01663451e-08  1.01663451e-08  4.03858785e-01  1.12434394e+00 -2.87195531e-03 
 1.01663649e-08  1.01663649e-08  4.03621601e-01  1.12456576e+00 -2.86728364e-03 
 1.01663845e-08  1.01663845e-08  4.03386366e-01  1.12478471e+00 -2.86265663e-03 
 1.01664039e-08  1.01664039e-08  4.03152877e-01  1.12500100e+00 -2.85807012e-03 
 1.01664232e-08  1.01664232e-08  4.02921035e-01  1.12521477e+00 -2.85352206e-03 
 1.01664424e-08  1.01664424e-08  4.02690647e-01  1.12542621e+00 -2.84900848e-03 
 1.01664615e-08  1.01664615e-08  4.02461591e-01  1.12563546e+00 -2.84452691e-03 
 1.01664805e-08  1.01664805e-08  4.02233673e-01  1.12584273e+00 -2.84007342e-03 
 1.01664994e-08  1.01664994e-08  4.02006748e-01  1.12604817e+00 -2.83564510e-03 
 1.01665183e-08  1.01665183e-08  4.01780611e-01  1.12625198e+00 -2.83123788e-03 
 1.01665371e-08  1.01665371e-08  4.01555090e-01  1.12645433e+00 -2.82684832e-03 
 1.01665558e-08  1.01665558e-08  4.01329961e-01  1.12665545e+00 -2.82247200e-03 
 1.01665746e-08  1.01665746e-08  4.01105014e-01  1.12685552e+00 -2.81810485e-03 
 1.01665933e-08  1.01665933e-08  4.00879996e-01  1.12705478e+00 -2.81374190e-03 
 1.01666121e-08  1.01666121e-08  4.00654652e-01  1.12725346e+00 -2.80937823e-03 
 1.01666309e-08  1.01666309e-08  4.00428682e-01  1.12745183e+00 -2.80500804e-03 
 1.01666499e-08  1.01666499e-08  4.00201771e-01  1.12765016e+00 -2.80062530e-03 
 1.01666689e-08  1.01666689e-08  3.99973552e-01  1.12784877e+00 -2.79622298e-03 
 1.01666880e-08  1.01666880e-08  3.99743625e-01  1.12804799e+00 -2.79179346e-03 
 1.01667073e-08  1.01667073e-08  3.99512461e-01  1.12824741e+00 -2.78734592e-03 
 1.01667267e-08  1.01667267e-08  3.99279232e-01  1.12844774e+00 -2.78286453e-03 
 1.01667463e-08  1.01667463e-08  3.99043845e-01  1.12864902e+00 -2.77834767e-03 
 1.01667662e-08  1.01667662e-08  3.98805310e-01  1.12885210e+00 -2.77377652e-03 
 1.01667864e-08  1.01667864e-08  3.98563182e-01  1.12905731e+00 -2.76914278e-03 
 1.01668070e-08  1.01668070e-08  3.98316285e-01  1.12926562e+00 -2.76442427e-03 
 1.01668280e-08  1.01668280e-08  3.98063732e-01  1.12947772e+00 -2.75960446e-03 
 1.01668497e-08  1.01668497e-08  3.97803891e-01  1.12969491e+00 -2.75465266e-03 
 1.01668721e-08  1.01668721e-08  3.97535044e-01  1.12991855e+00 -2.74953681e-03 
 1.01668955e-08  1.01668955e-08  3.97254373e-01  1.13015086e+00 -2.74420418e-03 
 1.01669202e-08  1.01669202e-08  3.96958056e-01  1.13039483e+00 -2.73858333e-03 
 1.01669449e-08  1.01669449e-08  3.96660903e-01  1.13063819e+00 -2.73295595e-03 
 1.01669701e-08  1.01669701e-08  3.96358203e-01  1.13088477e+00 -2.72723310e-03 
 1.01669953e-08  1.01669953e-08  3.96056082e-01  1.13112954e+00 -2.72153081e-03 
 1.01670208e-08  1.01670208e-08  3.95750046e-01  1.13137615e+00 -2.71576434e-03 
 1.01670464e-08  1.01670464e-08  3.95443579e-01  1.13162178e+00 -2.70999953e-03 
 1.01670722e-08  1.01670722e-08  3.95133618e-01  1.13186887e+00 -2.70417893e-03 
 1.01670981e-08  1.01670981e-08  3.94822554e-01  1.13211550e+00 -2.69834761e-03 
 1.01671215e-08  1.01671215e-08  3.94542146e-01  1.13233669e+00 -2.69309956e-03 
 1.01671427e-08  1.01671427e-08  3.94287630e-01  1.13253652e+00 -2.68834312e-03 
 1.01671626e-08  1.01671626e-08  3.94048622e-01  1.13272338e+00 -2.68388252e-03 
 1.01671818e-08  1.01671818e-08  3.93818178e-01  1.13290283e+00 -2.67958728e-03 
 1.01672029e-08  1.01672029e-08  3.93565597e-01  1.13309870e+00 -2.67488560e-03 
 1.01672219e-08  1.01672219e-08  3.93337654e-01  1.13327475e+00 -2.67064814e-03 
 1.01672417e-08  1.01672417e-08  3.93099105e-01  1.13345827e+00 -2.66621913e-03 
 1.01672602e-08  1.01672602e-08  3.92877605e-01  1.13362801e+00 -2.66211182e-03 
 1.01672791e-08  1.01672791e-08  3.92651255e-01  1.13380081e+00 -2.65791966e-03 
 1.01672970e-08  1.01672970e-08  3.92435424e-01  1.13396498e+00 -2.65392712e-03 
 1.01673152e-08  1.01673152e-08  3.92217531e-01  1.13413012e+00 -2.64990118e-03 
 1.01673328e-08  1.01673328e-08  3.92006342e-01  1.13428961e+00 -2.64600363e-03 
 1.01673504e-08  1.01673504e-08  3.91794637e-01  1.13444893e+00 -2.64210100e-03 
 1.01673677e-08  1.01673677e-08  3.91587448e-01  1.13460432e+00 -2.63828594e-03 
 1.01673850e-08  1.01673850e-08  3.91380583e-01  1.13475894e+00 -2.63448110e-03 
 1.01674019e-08  1.01674019e-08  3.91176927e-01  1.13491065e+00 -2.63073941e-03 
 1.01674188e-08  1.01674188e-08  3.90974027e-01  1.13506130e+00 -2.62701567e-03 
 1.01674355e-08  1.01674355e-08  3.90773528e-01  1.13520968e+00 -2.62333997e-03 
 1.01674522e-08  1.01674522e-08  3.90573987e-01  1.13535688e+00 -2.61968576e-03 
 1.01674686e-08  1.01674686e-08  3.90376336e-01  1.13550221e+00 -2.61607001e-03 
 1.01674850e-08  1.01674850e-08  3.90179723e-01  1.13564633e+00 -2.61247702e-03 
 1.01675013e-08  1.01675013e-08  3.89984670e-01  1.13578885e+00 -2.60891626e-03 
 1.01675174e-08  1.01675174e-08  3.89790669e-01  1.13593017e+00 -2.60537838e-03 
 1.01675335e-08  1.01675335e-08  3.89598008e-01  1.13607008e+00 -2.60186854e-03 
 1.01675495e-08  1.01675495e-08  3.89406382e-01  1.13620881e+00 -2.59838112e-03 
 1.01675653e-08  1.01675653e-08  3.89215945e-01  1.13634627e+00 -2.59491885e-03 
 1.01675811e-08  1.01675811e-08  3.89026512e-01  1.13648260e+00 -2.59147830e-03 
 1.01675968e-08  1.01675968e-08  3.88838161e-01  1.13661774e+00 -2.58806081e-03 
 1.01676124e-08  1.01676124e-08  3.88650777e-01  1.13675180e+00 -2.58466425e-03 
 1.01676280e-08  1.01676280e-08  3.88464397e-01  1.13688476e+00 -2.58128920e-03 
 1.01676434e-08  1.01676434e-08  3.88278946e-01  1.13701666e+00 -2.57793428e-03 
 1.01676588e-08  1.01676588e-08  3.88094438e-01  1.13714753e+00 -2.57459966e-03 
 1.01676741e-08  1.01676741e-08  3.87910824e-01  1.13727739e+00 -2.57128441e-03 
 1.01676893e-08  1.01676893e-08  3.87728105e-01  1.13740625e+00 -2.56798848e-03 
 1.01677045e-08  1.01677045e-08  3.87546246e-01  1.13753415e+00 -2.56471121e-03 
 1.01677196e-08  1.01677196e-08  3.87365242e-01  1.13766109e+00 -2.56145244e-03 
 1.01677346e-08  1.01677346e-08  3.87185066e-01  1.13778710e+00 -2.55821165e-03 
 1.01677495e-08  1.01677495e-08  3.87005711e-01  1.13791220e+00 -2.55498863e-03 
 1.01677644e-08  1.01677644e-08  3.86827154e-01  1.13803641e+00 -2.55178298e-03 
 1.01677792e-08  1.01677792e-08  3.86649386e-01  1.13815973e+00 -2.54859443e-03 
 1.01677940e-08  1.01677940e-08  3.86472389e-01  1.13828219e+00 -2.54542264e-03 
 1.01678087e-08  1.01678087e-08  3.86296150e-01  1.13840381e+00 -2.54226734e-03 
 1.01678233e-08  1.01678233e-08  3.86120654e-01  1.13852459e+00 -2.53912821e-03 
 1.01678378e-08  1.01678378e-08  3.85945889e-01  1.13864455e+00 -2.53600499e-03 
 1.01678523e-08  1.01678523e-08  3.85771839e-01  1.13876372e+00 -2.53289735e-03 
 1.01678668e-08  1.01678668e-08  3.85598491e-01  1.13888209e+00 -2.52980503e-03 
 1.01678812e-08  1.01678812e-08  3.85425830e-01  1.13899970e+00 -2.52672773e-03 
 1.01678955e-08  1.01678955e-08  3.85253843e-01  1.13911655e+00 -2.52366516e-03 
 1.01679098e-08  1.01679098e-08  3.85082515e-01  1.13923266e+00 -2.52061702e-03 
 1.01679240e-08  1.01679240e-08  3.84911832e-01  1.13934804e+00 -2.51758301e-03 
 1.01679382e-08  1.01679382e-08  3.84741777e-01  1.13946271e+00 -2.51456284e-03 
 1.01679523e-08  1.01679523e-08  3.84572336e-01  1.13957669e+00 -2.51155619e-03 
 1.01679664e-08  1.01679664e-08  3.84403493e-01  1.13968998e+00 -2.50856274e-03 
 1.01679804e-08  1.01679804e-08  3.84235231e-01  1.13980260e+00 -2.50558218e-03 
 1.01679944e-08  1.01679944e-08  3.84067534e-01  1.13991458e+00 -2.50261418e-03 
 1.01680083e-08  1.01680083e-08  3.83900385e-01  1.14002592e+00 -2.49965840e-03 
 1.01680222e-08  1.01680222e-08  3.83733765e-01  1.14013664e+00 -2.49671451e-03 
 1.01680360e-08  1.01680360e-08  3.83567656e-01  1.14024676e+00 -2.49378213e-03 
 1.01680498e-08  1.01680498e-08  3.83402040e-01  1.14035629e+00 -2.49086091e-03 
 1.01680636e-08  1.01680636e-08  3.83236896e-01  1.14046525e+00 -2.48795049e-03 
 1.01680773e-08  1.01680773e-08  3.83072204e-01  1.14057365e+00 -2.48505046e-03 
 1.01680910e-08  1.01680910e-08  3.82907943e-01  1.14068153e+00 -2.48216044e-03 
 1.01681047e-08  1.01681047e-08  3.82744092e-01  1.14078888e+00 -2.47928002e-03 
 1.01681183e-08  1.01681183e-08  3.82580627e-01  1.14089573e+00 -2.47640879e-03 
 1.01681319e-08  1.01681319e-08  3.82417526e-01  1.14100210e+00 -2.47354630e-03 
 1.01681454e-08  1.01681454e-08  3.82254664e-01  1.14110806e+00 -2.47069039e-03 
 1.01681592e-08  1.01681592e-08  3.82089742e-01  1.14121513e+00 -2.46780073e-03 
 1.01681730e-08  1.01681730e-08  3.81924128e-01  1.14132239e+00 -2.46490137e-03 
 1.01681869e-08  1.01681869e-08  3.81756666e-01  1.14143060e+00 -2.46197213e-03 
 1.01682010e-08  1.01682010e-08  3.81588219e-01  1.14153919e+00 -2.45902815e-03 
 1.01682152e-08  1.01682152e-08  3.81418180e-01  1.14164855e+00 -2.45605887e-03 
 1.01682294e-08  1.01682294e-08  3.81246987e-01  1.14175839e+00 -2.45307201e-03 
 1.01682438e-08  1.01682438e-08  3.81074305e-01  1.14186892e+00 -2.45006177e-03 
 1.01682583e-08  1.01682583e-08  3.80900345e-01  1.14198001e+00 -2.44703189e-03 
 1.01682729e-08  1.01682729e-08  3.80724914e-01  1.14209176e+00 -2.44397907e-03 
 1.01682877e-08  1.01682877e-08  3.80548103e-01  1.14220413e+00 -2.44090494e-03 
 1.01683025e-08  1.01683025e-08  3.80369789e-01  1.14231717e+00 -2.43780745e-03 
 1.01683175e-08  1.01683175e-08  3.80189997e-01  1.14243088e+00 -2.43468707e-03 
 1.01683326e-08  1.01683326e-08  3.80008636e-01  1.14254529e+00 -2.43154230e-03 
 1.01683479e-08  1.01683479e-08  3.79825690e-01  1.14266042e+00 -2.42837291e-03 
 1.01683632e-08  1.01683632e-08  3.79641077e-01  1.14277631e+00 -2.42517759e-03 
 1.01683788e-08  1.01683788e-08  3.79454753e-01  1.14289299e+00 -2.42195563e-03 
 1.01683944e-08  1.01683944e-08  3.79266637e-01  1.14301048e+00 -2.41870570e-03 
 1.01684103e-08  1.01684103e-08  3.79076661e-01  1.14312884e+00 -2.41542673e-03 
 1.01684263e-08  1.01684263e-08  3.78884736e-01  1.14324811e+00 -2.41211724e-03 
 1.01684424e-08  1.01684424e-08  3.78690772e-01  1.14336834e+00 -2.40877580e-03 
 1.01684588e-08  1.01684588e-08  3.78494666e-01  1.14348958e+00 -2.40540072e-03 
 1.01684753e-08  1.01684753e-08  3.78296309e-01  1.14361189e+00 -2.40199023e-03 
 1.01684920e-08  1.01684920e-08  3.78095576e-01  1.14373534e+00 -2.39854229e-03 
 1.01685090e-08  1.01685090e-08  3.77892336e-01  1.14386000e+00 -2.39505477e-03 
 1.01685261e-08  1.01685261e-08  3.77686440e-01  1.14398595e+00 -2.39152524e-03 
 1.01685435e-08  1.01685435e-08  3.77477729e-01  1.14411327e+00 -2.38795110e-03 
 1.01685612e-08  1.01685612e-08  3.77266024e-01  1.14424207e+00 -2.38432944e-03 
 1.01685791e-08  1.01685791e-08  3.77051131e-01  1.14437244e+00 -2.38065708e-03 
 1.01685973e-08  1.01685973e-08  3.76832833e-01  1.14450451e+00 -2.37693051e-03 
 1.01686158e-08  1.01686158e-08  3.76610892e-01  1.14463839e+00 -2.37314585e-03 
 1.01686346e-08  1.01686346e-08  3.76385044e-01  1.14477425e+00 -2.36929878e-03 
 1.01686538e-08  1.01686538e-08  3.76154994e-01  1.14491222e+00 -2.36538450e-03 
 1.01686733e-08  1.01686733e-08  3.75920412e-01  1.14505250e+00 -2.36139764e-03 
 1.01686933e-08  1.01686933e-08  3.75680928e-01  1.14519527e+00 -2.35733216e-03 
 1.01687137e-08  1.01687137e-08  3.75436122e-01  1.14534076e+00 -2.35318126e-03 
 1.01687345e-08  1.01687345e-08  3.75185518e-01  1.14548924e+00 -2.34893717e-03 
 1.01687560e-08  1.01687560e-08  3.74928569e-01  1.14564098e+00 -2.34459100e-03 
 1.01687779e-08  1.01687779e-08  3.74664645e-01  1.14579634e+00 -2.34013250e-03 
 1.01688006e-08  1.01688006e-08  3.74393009e-01  1.14595569e+00 -2.33554967e-03 
 1.01688239e-08  1.01688239e-08  3.74112791e-01  1.14611951e+00 -2.33082838e-03 
 1.01688481e-08  1.01688481e-08  3.73822951e-01  1.14628836e+00 -2.32595171e-03 
 1.01688732e-08  1.01688732e-08  3.73521094e-01  1.14646356e+00 -2.32088013e-03 
 1.01688987e-08  1.01688987e-08  3.73215195e-01  1.14664044e+00 -2.31574816e-03 
 1.01689246e-08  1.01689246e-08  3.72905370e-01  1.14681892e+00 -2.31055807e-03 
 1.01689495e-08  1.01689495e-08  3.72605415e-01  1.14699106e+00 -2.30554069e-03 
 1.01689745e-08  1.01689745e-08  3.72306472e-01  1.14716199e+00 -2.30054745e-03 
 1.01689987e-08  1.01689987e-08  3.72015512e-01  1.14732776e+00 -2.29569444e-03 
 1.01690228e-08  1.01690228e-08  3.71726136e-01  1.14749205e+00 -2.29087459e-03 
 1.01690465e-08  1.01690465e-08  3.71442195e-01  1.14765270e+00 -2.28615175e-03 
 1.01690700e-08  1.01690700e-08  3.71159959e-01  1.14781184e+00 -2.28146364e-03 
 1.01690932e-08  1.01690932e-08  3.70881586e-01  1.14796827e+00 -2.27684592e-03 
 1.01691163e-08  1.01691163e-08  3.70604950e-01  1.14812321e+00 -2.27226310e-03 
 1.01691391e-08  1.01691391e-08  3.70331194e-01  1.14827603e+00 -2.26773396e-03 
 1.01691617e-08  1.01691617e-08  3.70059089e-01  1.14842744e+00 -2.26323798e-03 
 1.01691842e-08  1.01691842e-08  3.69789199e-01  1.14857714e+00 -2.25878439e-03 
 1.01692066e-08  1.01692066e-08  3.69520803e-01  1.14872553e+00 -2.25436113e-03 
 1.01692288e-08  1.01692288e-08  3.69254157e-01  1.14887250e+00 -2.24997231e-03 
 1.01692509e-08  1.01692509e-08  3.68988830e-01  1.14901828e+00 -2.24561073e-03 
 1.01692729e-08  1.01692729e-08  3.68724922e-01  1.14916283e+00 -2.24127793e-03 
 1.01692948e-08  1.01692948e-08  3.68462170e-01  1.14930631e+00 -2.23696953e-03 
 1.01693166e-08  1.01693166e-08  3.68200602e-01  1.14944871e+00 -2.23268587e-03 
 1.01693383e-08  1.01693383e-08  3.67940057e-01  1.14959012e+00 -2.22842426e-03 
 1.01693600e-08  1.01693600e-08  3.67680532e-01  1.14973055e+00 -2.22418458e-03 
 1.01693815e-08  1.01693815e-08  3.67421933e-01  1.14987007e+00 -2.21996520e-03 
 1.01694030e-08  1.01694030e-08  3.67164251e-01  1.15000868e+00 -2.21576593e-03 
 1.01694244e-08  1.01694244e-08  3.66907435e-01  1.15014642e+00 -2.21158588e-03 
 1.01694457e-08  1.01694457e-08  3.66651484e-01  1.15028329e+00 -2.20742498e-03 
 1.01694670e-08  1.01694670e-08  3.66396382e-01  1.15041931e+00 -2.20328288e-03 
 1.01694882e-08  1.01694882e-08  3.66142141e-01  1.15055448e+00 -2.19915973e-03 
 1.01695093e-08  1.01695093e-08  3.65888770e-01  1.15068880e+00 -2.19505563e-03 
 1.01695303e-08  1.01695303e-08  3.65636301e-01  1.15082226e+00 -2.19097102e-03 
 1.01695513e-08  1.01695513e-08  3.65384766e-01  1.15095485e+00 -2.18690638e-03 
 1.01695721e-08  1.01695721e-08  3.65134216e-01  1.15108655e+00 -2.18286245e-03 
 1.01695929e-08  1.01695929e-08  3.64884707e-01  1.15121733e+00 -2.17884007e-03 
 1.01696136e-08  1.01696136e-08  3.64636309e-01  1.15134717e+00 -2.17484030e-03 
 1.01696342e-08  1.01696342e-08  3.64389098e-01  1.15147604e+00 -2.17086431e-03 
 1.01696547e-08  1.01696547e-08  3.64143165e-01  1.15160388e+00 -2.16691347e-03 
 1.01696751e-08  1.01696751e-08  3.63898607e-01  1.15173067e+00 -2.16298926e-03 
 1.01696954e-08  1.01696954e-08  3.63655534e-01  1.15185634e+00 -2.15909336e-03 
 1.01697155e-08  1.01697155e-08  3.63414063e-01  1.15198086e+00 -2.15522757e-03 
 1.01697355e-08  1.01697355e-08  3.63174323e-01  1.15210415e+00 -2.15139384e-03 
 1.01697553e-08  1.01697553e-08  3.62936451e-01  1.15222616e+00 -2.14759425e-03 
 1.01697750e-08  1.01697750e-08  3.62700592e-01  1.15234683e+00 -2.14383102e-03 
 1.01697944e-08  1.01697944e-08  3.62466901e-01  1.15246608e+00 -2.14010651e-03 
 1.01698137e-08  1.01698137e-08  3.62235540e-01  1.15258384e+00 -2.13642316e-03 
 1.01698328e-08  1.01698328e-08  3.62006679e-01  1.15270004e+00 -2.13278356e-03 
 1.01698516e-08  1.01698516e-08  3.61780494e-01  1.15281459e+00 -2.12919038e-03 
 1.01698702e-08  1.01698702e-08  3.61557170e-01  1.15292743e+00 -2.12564639e-03 
 1.01698886e-08  1.01698886e-08  3.61336895e-01  1.15303845e+00 -2.12215446e-03 
 1.01699067e-08  1.01699067e-08  3.61119865e-01  1.15314758e+00 -2.11871750e-03 
 1.01699245e-08  1.01699245e-08  3.60906281e-01  1.15325473e+00 -2.11533853e-03 
 1.01699420e-08  1.01699420e-08  3.60696346e-01  1.15335981e+00 -2.11202061e-03 
 1.01699591e-08  1.01699591e-08  3.60490271e-01  1.15346273e+00 -2.10876687e-03 
 1.01699760e-08  1.01699760e-08  3.60288268e-01  1.15356339e+00 -2.10558050e-03 
 1.01699925e-08  1.01699925e-08  3.60090554e-01  1.15366170e+00 -2.10246471e-03 
 1.01700086e-08  1.01700086e-08  3.59896673e-01  1.15375791e+00 -2.09941214e-03 
 1.01700250e-08  1.01700250e-08  3.59700535e-01  1.15385504e+00 -2.09632688e-03 
 1.01700412e-08  1.01700412e-08  3.59505971e-01  1.15395118e+00 -2.09326919e-03 
 1.01700575e-08  1.01700575e-08  3.59309604e-01  1.15404802e+00 -2.09018600e-03 
 1.01700738e-08  1.01700738e-08  3.59114254e-01  1.15414415e+00 -2.08712161e-03 
 1.01700902e-08  1.01700902e-08  3.58917951e-01  1.15424056e+00 -2.08404509e-03 
 1.01701065e-08  1.01701065e-08  3.58722415e-01  1.15433639e+00 -2.08098344e-03 
 1.01701228e-08  1.01701228e-08  3.58526467e-01  1.15443222e+00 -2.07791817e-03 
 1.01701391e-08  1.01701391e-08  3.58331163e-01  1.15452754e+00 -2.07486578e-03 
 1.01701553e-08  1.01701553e-08  3.58135814e-01  1.15462269e+00 -2.07181548e-03 
 1.01701716e-08  1.01701716e-08  3.57941090e-01  1.15471733e+00 -2.06877776e-03 
 1.01701878e-08  1.01701878e-08  3.57746601e-01  1.15481167e+00 -2.06574649e-03 
 1.01702039e-08  1.01702039e-08  3.57552792e-01  1.15490550e+00 -2.06272855e-03 
 1.01702200e-08  1.01702200e-08  3.57359450e-01  1.15499890e+00 -2.05972066e-03 
 1.01702361e-08  1.01702361e-08  3.57166879e-01  1.15509175e+00 -2.05672749e-03 
 1.01702521e-08  1.01702521e-08  3.56974977e-01  1.15518409e+00 -2.05374741e-03 
 1.01702680e-08  1.01702680e-08  3.56783961e-01  1.15527582e+00 -2.05078376e-03 
 1.01702839e-08  1.01702839e-08  3.56593790e-01  1.15536696e+00 -2.04783589e-03 
 1.01702996e-08  1.01702996e-08  3.56404628e-01  1.15545744e+00 -2.04490627e-03 
 1.01703153e-08  1.01703153e-08  3.56216471e-01  1.15554727e+00 -2.04199482e-03 
 1.01703309e-08  1.01703309e-08  3.56029444e-01  1.15563638e+00 -2.03910342e-03 
 1.01703464e-08  1.01703464e-08  3.55843565e-01  1.15572477e+00 -2.03623230e-03 
 1.01703618e-08  1.01703618e-08  3.55658933e-01  1.15581241e+00 -2.03338293e-03 
 1.01703770e-08  1.01703770e-08  3.55475576e-01  1.15589927e+00 -2.03055570e-03 
 1.01703922e-08  1.01703922e-08  3.55293571e-01  1.15598534e+00 -2.02775176e-03 
 1.01704073e-08  1.01704073e-08  3.55112952e-01  1.15607059e+00 -2.02497153e-03 
 1.01704222e-08  1.01704222e-08  3.54933779e-01  1.15615500e+00 -2.02221592e-03 
 1.01704370e-08  1.01704370e-08  3.54755481e-01  1.15623884e+00 -2.01947606e-03 
 1.01704522e-08  1.01704522e-08  3.54573381e-01  1.15632432e+00 -2.01668019e-03 
 1.01704674e-08  1.01704674e-08  3.54390755e-01  1.15640988e+00 -2.01387866e-03 
