 time            time            v(in_inv)       v(out_inv)      i(Vdd_inv)     
 8.57395337e-08  8.57395337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.57495337e-08  8.57495337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.57595337e-08  8.57595337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.57695337e-08  8.57695337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.57795337e-08  8.57795337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.57895337e-08  8.57895337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.57995337e-08  8.57995337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.58095337e-08  8.58095337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.58195337e-08  8.58195337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.58295337e-08  8.58295337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.58395337e-08  8.58395337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.58495337e-08  8.58495337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.58595337e-08  8.58595337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.58695337e-08  8.58695337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.58795337e-08  8.58795337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.58895337e-08  8.58895337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.58995337e-08  8.58995337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.59095337e-08  8.59095337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.59195337e-08  8.59195337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.59295337e-08  8.59295337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.59395337e-08  8.59395337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.59495337e-08  8.59495337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.59595337e-08  8.59595337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.59695337e-08  8.59695337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.59795337e-08  8.59795337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.59895337e-08  8.59895337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.59995337e-08  8.59995337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.60095337e-08  8.60095337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.60195337e-08  8.60195337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.60295337e-08  8.60295337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.60395337e-08  8.60395337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.60495337e-08  8.60495337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.60595337e-08  8.60595337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.60695337e-08  8.60695337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.60795337e-08  8.60795337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.60895337e-08  8.60895337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.60995337e-08  8.60995337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.61095337e-08  8.61095337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.61195337e-08  8.61195337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.61295337e-08  8.61295337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.61395337e-08  8.61395337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.61495337e-08  8.61495337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.61595337e-08  8.61595337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.61695337e-08  8.61695337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.61795337e-08  8.61795337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.61895337e-08  8.61895337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.61995337e-08  8.61995337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.62095337e-08  8.62095337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.62195337e-08  8.62195337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.62295337e-08  8.62295337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.62395337e-08  8.62395337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.62495337e-08  8.62495337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.62595337e-08  8.62595337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.62695337e-08  8.62695337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.62795337e-08  8.62795337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.62895337e-08  8.62895337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.62995337e-08  8.62995337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.63095337e-08  8.63095337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.63195337e-08  8.63195337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.63295337e-08  8.63295337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.63395337e-08  8.63395337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.63495337e-08  8.63495337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.63595337e-08  8.63595337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.63695337e-08  8.63695337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.63795337e-08  8.63795337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.63895337e-08  8.63895337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.63995337e-08  8.63995337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.64095337e-08  8.64095337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.64195337e-08  8.64195337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.64295337e-08  8.64295337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.64395337e-08  8.64395337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.64495337e-08  8.64495337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.64595337e-08  8.64595337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.64695337e-08  8.64695337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.64795337e-08  8.64795337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.64895337e-08  8.64895337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.64995337e-08  8.64995337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.65095337e-08  8.65095337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.65195337e-08  8.65195337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.65295337e-08  8.65295337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.65395337e-08  8.65395337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.65495337e-08  8.65495337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.65595337e-08  8.65595337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.65695337e-08  8.65695337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.65795337e-08  8.65795337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.65895337e-08  8.65895337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.65995337e-08  8.65995337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.66095337e-08  8.66095337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.66195337e-08  8.66195337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.66295337e-08  8.66295337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.66395337e-08  8.66395337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.66495337e-08  8.66495337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.66595337e-08  8.66595337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.66695337e-08  8.66695337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.66795337e-08  8.66795337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.66895337e-08  8.66895337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.66995337e-08  8.66995337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.67095337e-08  8.67095337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.67195337e-08  8.67195337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.67295337e-08  8.67295337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.67395337e-08  8.67395337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.67495337e-08  8.67495337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.67595337e-08  8.67595337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.67695337e-08  8.67695337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.67795337e-08  8.67795337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.67895337e-08  8.67895337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.67995337e-08  8.67995337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.68095337e-08  8.68095337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.68195337e-08  8.68195337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.68295337e-08  8.68295337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.68395337e-08  8.68395337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.68495337e-08  8.68495337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.68595337e-08  8.68595337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.68695337e-08  8.68695337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.68795337e-08  8.68795337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.68895337e-08  8.68895337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.68995337e-08  8.68995337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.69095337e-08  8.69095337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.69195337e-08  8.69195337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.69295337e-08  8.69295337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.69395337e-08  8.69395337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.69495337e-08  8.69495337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.69595337e-08  8.69595337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.69695337e-08  8.69695337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.69795337e-08  8.69795337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.69895337e-08  8.69895337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.69995337e-08  8.69995337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.70095337e-08  8.70095337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.70195337e-08  8.70195337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.70295337e-08  8.70295337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.70395337e-08  8.70395337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.70495337e-08  8.70495337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.70595337e-08  8.70595337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.70695337e-08  8.70695337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.70795337e-08  8.70795337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.70895337e-08  8.70895337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.70995337e-08  8.70995337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.71095337e-08  8.71095337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.71195337e-08  8.71195337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.71295337e-08  8.71295337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.71395337e-08  8.71395337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.71495337e-08  8.71495337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.71595337e-08  8.71595337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.71695337e-08  8.71695337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.71795337e-08  8.71795337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.71895337e-08  8.71895337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.71995337e-08  8.71995337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.72095337e-08  8.72095337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.72195337e-08  8.72195337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.72295337e-08  8.72295337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.72395337e-08  8.72395337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.72495337e-08  8.72495337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.72595337e-08  8.72595337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.72695337e-08  8.72695337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.72795337e-08  8.72795337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.72895337e-08  8.72895337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.72995337e-08  8.72995337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.73095337e-08  8.73095337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.73195337e-08  8.73195337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.73295337e-08  8.73295337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.73395337e-08  8.73395337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.73495337e-08  8.73495337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.73595337e-08  8.73595337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.73695337e-08  8.73695337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.73795337e-08  8.73795337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.73895337e-08  8.73895337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.73995337e-08  8.73995337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.74095337e-08  8.74095337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.74195337e-08  8.74195337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.74295337e-08  8.74295337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.74395337e-08  8.74395337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.74495337e-08  8.74495337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.74595337e-08  8.74595337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.74695337e-08  8.74695337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.74795337e-08  8.74795337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.74895337e-08  8.74895337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.74995337e-08  8.74995337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.75095337e-08  8.75095337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.75195337e-08  8.75195337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.75295337e-08  8.75295337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.75395337e-08  8.75395337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.75495337e-08  8.75495337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.75595337e-08  8.75595337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.75695337e-08  8.75695337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.75795337e-08  8.75795337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.75895337e-08  8.75895337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.75995337e-08  8.75995337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.76095337e-08  8.76095337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.76195337e-08  8.76195337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.76295337e-08  8.76295337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.76395337e-08  8.76395337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.76495337e-08  8.76495337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.76595337e-08  8.76595337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.76695337e-08  8.76695337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.76795337e-08  8.76795337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.76895337e-08  8.76895337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.76995337e-08  8.76995337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.77095337e-08  8.77095337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.77195337e-08  8.77195337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.77295337e-08  8.77295337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.77395337e-08  8.77395337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.77495337e-08  8.77495337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.77595337e-08  8.77595337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.77695337e-08  8.77695337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.77795337e-08  8.77795337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.77895337e-08  8.77895337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.77995337e-08  8.77995337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.78095337e-08  8.78095337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.78195337e-08  8.78195337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.78295337e-08  8.78295337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.78395337e-08  8.78395337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.78495337e-08  8.78495337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.78595337e-08  8.78595337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.78695337e-08  8.78695337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.78795337e-08  8.78795337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.78895337e-08  8.78895337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.78995337e-08  8.78995337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.79095337e-08  8.79095337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.79195337e-08  8.79195337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.79295337e-08  8.79295337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.79395337e-08  8.79395337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.79495337e-08  8.79495337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.79595337e-08  8.79595337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.79695337e-08  8.79695337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.79795337e-08  8.79795337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.79895337e-08  8.79895337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.79995337e-08  8.79995337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.80095337e-08  8.80095337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.80195337e-08  8.80195337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.80295337e-08  8.80295337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.80395337e-08  8.80395337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.80495337e-08  8.80495337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.80595337e-08  8.80595337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.80695337e-08  8.80695337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.80795337e-08  8.80795337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.80895337e-08  8.80895337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.80995337e-08  8.80995337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.81095337e-08  8.81095337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.81195337e-08  8.81195337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.81295337e-08  8.81295337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.81395337e-08  8.81395337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.81495337e-08  8.81495337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.81595337e-08  8.81595337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.81695337e-08  8.81695337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.81795337e-08  8.81795337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.81895337e-08  8.81895337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.81995337e-08  8.81995337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.82095337e-08  8.82095337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.82195337e-08  8.82195337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.82295337e-08  8.82295337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.82395337e-08  8.82395337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.82495337e-08  8.82495337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.82595337e-08  8.82595337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.82695337e-08  8.82695337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.82795337e-08  8.82795337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.82895337e-08  8.82895337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.82995337e-08  8.82995337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.83095337e-08  8.83095337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.83195337e-08  8.83195337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.83295337e-08  8.83295337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.83395337e-08  8.83395337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.83495337e-08  8.83495337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.83595337e-08  8.83595337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.83695337e-08  8.83695337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.83795337e-08  8.83795337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.83895337e-08  8.83895337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.83995337e-08  8.83995337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.84095337e-08  8.84095337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.84195337e-08  8.84195337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.84295337e-08  8.84295337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.84395337e-08  8.84395337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.84495337e-08  8.84495337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.84595337e-08  8.84595337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.84695337e-08  8.84695337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.84795337e-08  8.84795337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.84895337e-08  8.84895337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.84995337e-08  8.84995337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.85095337e-08  8.85095337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.85195337e-08  8.85195337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.85295337e-08  8.85295337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.85395337e-08  8.85395337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.85495337e-08  8.85495337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.85595337e-08  8.85595337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.85695337e-08  8.85695337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.85795337e-08  8.85795337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.85895337e-08  8.85895337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.85995337e-08  8.85995337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.86095337e-08  8.86095337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.86195337e-08  8.86195337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
 8.86295337e-08  8.86295337e-08  1.20000000e+00  9.22753460e-05 -3.91213717e-06 
